you,toi
attorney,avocat
direction,direction
families,familles
‘clock,'horloge
doin,faire
forces,forces
location,emplacement
walls,murs
useless,inutile
grant,accorder
saving,économie
speaks,parle
fought,combattu
meal,repas
deliver,livrer
answers,réponses
changing,changement
temple,temple
scary,effrayant
millions,des millions
offered,offert
regular,régulier
carrying,porter
official,officiel
jacket,veste
switch,changer
grave,tombe
chase,chasse
role,rôle
odd,impair
sexy,sexy
faces,visages
becomes,devient
closes,ferme
badly,gravement
tall,grand
confused,confus
affair,affaire
television,télévision
shock,choc
raised,soulevé
panting,halètement
pizza,pizza
image,image
clears,dégage
golden,doré
patients,patients
watched,regardé
committed,engagé
sexual,sexuel
suffer,souffrir
arthur,Arthur
wherever,partout où
plate,plaque
appear,apparaître
chocolate,chocolat
clever,intelligent
hm,hm
mercy,miséricorde
shots,coups
lucy,Lucy
dealing,transaction
trap,piège
charges,frais
phil,phil
bang,claquer
poison,poison
butt,bout
drove,conduite
yourselves,vous-mêmes
headed,à tête
babies,bébés
yellow,jaune
soup,soupe
mystery,mystère
picking,cueillette
sat,assis
wound,blesser
traffic,trafic
courage,courage
hunt,chasse
indian,indien
rat,rat
terms,termes
italian,italien
emma,Emma
checking,vérification
disease,maladie
managed,géré
winner,gagnant
council,conseil
appointment,rendez-vous
monday,lundi
crack,fissure
threat,menace
jenny,Jenny
physical,physique
nation,nation
source,source
chose,choisi
healthy,en bonne santé
carl,Carl
victory,victoire
rick,meule
stood,se trouvait
kicked,coup de pied
annie,Annie
disgusting,dégoûtant
palace,palais
below,ci-dessous
shopping,achats
neighborhood,quartier
march,mars
lips,lèvres
midnight,minuit
piss,pisse
advantage,avantage
pure,pur
india,Inde
aside,de côté
jerk,abruti
mail,mail
dawn,aube
effect,effet
spell,épeler
freak,monstre
wood,bois
screwed,foutu
enemies,ennemis
gary,Gary
awake,éveillé
chuckling,rire
vacation,vacances
violence,violence
leo,Lion
grandmother,grand-mère
modern,moderne
luke,Luc
firm,ferme
prime,prime
heh,héhé
touched,touché
talent,talent
whore,putain
piano,piano
license,licence
cooking,cuisson
honour,honneur
concern,préoccupation
moves,mouvements
available,disponible
factory,usine
gods,dieux
value,valeur
central,central
union,union
mirror,miroir
studio,studio
media,médias
taxi,Taxi
dies,meurt
iron,fer
hearts,cœurs
desire,désir
rob,voler
claire,Claire
fred,Fred
songs,chansons
washington,Washington
monkey,singe
pride,fierté
pills,pilules
miracle,miracle
swim,nager
burned,brûlé
smells,odeurs
joking,plaisanterie
christian,chrétien
bleeding,saignement
hook,crochet
beating,battement
protection,protection
treatment,traitement
ear,oreille
carter,charretier
metal,métal
disappear,disparaître
grateful,reconnaissant
extremely,extrêmement
treasure,trésor
rescue,sauvetage
capable,capable
passing,passage
chatter,bavarder
result,résultat
suffering,souffrance
sisters,sœurs
laid,posé
governor,gouverneur
guards,gardes
louis,Louis
text,texte
literally,littéralement
remove,retirer
becoming,devenir
performance,performance
stronger,plus fort
rate,taux
deeply,profondément
scream,crier
desert,désert
vehicle,véhicule
illegal,illégal
pulling,tirer
throwing,lancement
josh,Josh
unbelievable,incroyable
ted,Ted
zero,zéro
dean,doyen
curious,curieux
sean,Sean
candy,bonbons
bone,os
tied,lié
edge,bord
load,charger
susan,Susan
ahh,ahh
mountains,montagnes
boom,boom
former,ancien
holiday,vacances
riding,équitation
scoffs,moqueries
hundreds,des centaines
motherfucker,connard
sue,poursuivre en justice
bags,sacs
stealing,vol
appears,semble
arrive,arriver
remains,restes
decent,décent
issues,problèmes
tip,conseil
fail,échouer
bride,mariée
pissed,énervé
penny,penny
claim,réclamer
friendship,amitié
desperate,désespéré
flower,fleur
dramatic,dramatique
refuse,refuser
solve,résoudre
theme,thème
loving,affectueux
properly,correctement
dragon,dragon
mostly,surtout
chuck,mandrin
directly,directement
surface,surface
false,FAUX
cast,casting
junior,junior
hunting,chasse
silent,silencieux
thou,tu
egg,œuf
germany,Allemagne
punch,punch
africa,Afrique
woke,éveillé
intelligence,intelligence
borrow,emprunter
winning,gagnant
falls,chutes
popular,populaire
escaped,s'est échappé
witch,sorcière
convinced,convaincu
warn,avertir
announcer,annonceur
champagne,Champagne
dust,poussière
kyle,Kyle
someday,un jour
fallen,déchu
stranger,étranger
presence,présence
tear,larme
st.,St.
internet,Internet
monsieur,Monsieur
therefore,donc
technology,technologie
tires,pneus
toast,griller
wise,sage
clark,Clark
americans,Américains
notes,notes
smoking,fumeur
hank,Hank
ls,ls
april,avril
wolf,loup
precious,précieux
rooms,chambres
coast,côte
treated,traité
material,matériel
released,libéré
uniform,uniforme
hated,détesté
considered,considéré
rice,riz
exchange,échange
steps,mesures
blake,Blake
convince,convaincre
beast,bête
cow,vache
files,fichiers
signs,panneaux
drag,traîner
cab,taxi
hung,suspendu
carried,porté
ordinary,ordinaire
successful,réussi
eve,veille
mistakes,erreurs
houses,maisons
chattering,bavardage
brains,cerveau
japan,Japon
creature,créature
fourth,quatrième
separate,séparé
cleaning,nettoyage
california,Californie
lf,lf
ll,ll
shift,changement
elizabeth,Élisabeth
chicago,Chicago
exact,exact
karen,Karen
goal,but
expert,expert
served,servi
direct,direct
score,score
row,rangée
marks,marques
twenty,vingt
receive,recevoir
series,série
section,section
pilot,pilote
jackson,Jackson
darkness,obscurité
thy,tes
sale,vente
destiny,destin
cure,guérir
spoken,parlé
armed,armé
rare,rare
helen,Hélène
grade,grade
juice,jus
wide,large
tower,tour
solution,solution
schedule,calendrier
explosion,explosion
wheel,roue
cigarette,cigarette
julie,Julie
fruit,fruit
blew,souffla
victor,vainqueur
talks,pourparlers
sacrifice,sacrifier
range,gamme
button,bouton
reports,rapports
prisoner,prisonnier
pie,tarte
effort,effort
youth,jeunesse
pot,pot
eaten,mangé
taylor,Taylor
knees,genoux
garage,garage
parking,parking
ambulance,ambulance
staring,en regardant
chances,chances
circumstances,circonstances
sin,péché
gordon,Gordon
progress,progrès
unusual,inhabituel
county,comté
stairs,escaliers
campaign,campagne
‘mon,'lun
vision,vision
reporter,journaliste
equipment,équipement
moments,moments
joey,Joey
mass,masse
alien,étranger
trapped,piégé
helps,aide
route,itinéraire
defend,défendre
trace,tracer
nasty,méchant
tests,tests
magazine,revue
rocks,rochers
dump,décharge
rude,grossier
searching,recherche
clue,indice
connected,connecté
amen,amen
pushed,poussé
merry,joyeux
zone,zone
senior,senior
closing,clôture
freeze,geler
emperor,empereur
incident,incident
snake,serpent
mexico,Mexique
lily,lis
actor,acteur
newspaper,journal
sentence,phrase
greg,Greg
leading,menant
friendly,amical
jones,Jones
chosen,choisi
engaged,engagé
julia,Julia
charming,charmant
mustn,doit
anger,colère
spending,dépenses
learning,apprentissage
spy,espionner
sharp,pointu
shadow,ombre
warrant,garantir
elevator,ascenseur
kingdom,royaume
ricky,Ricky
jamie,Jamie
squad,équipe
shoulder,épaule
wave,vague
amanda,Amanda
highness,altesse
kinds,types
fishing,pêche
sometime,un jour
attitude,attitude
sucks,c'est nul
negative,négatif
screen,écran
workers,ouvriers
bored,ennuyé
cameras,caméras
similar,similaire
understanding,compréhension
beeps,bips
chain,chaîne
bull,taureau
gasping,halètement
fully,pleinement
robin,rouge-gorge
collect,collecter
gorgeous,magnifique
morgan,Morgan
passion,passion
writer,écrivain
empire,empire
international,international
curse,malédiction
hire,embaucher
bastards,salauds
puts,met
leads,conduit
id,identifiant
blows,coups
sons,fils
estate,domaine
customers,clients
maggie,Maggie
gunshot,coup de feu
i—,je-
device,appareil
troops,troupes
hug,câlin
design,conception
movement,mouvement
thunder,tonnerre
object,objet
loser,perdant
pen,stylo
sobbing,sanglots
politics,politique
despite,malgré
alcohol,alcool
climb,grimper
clients,clients
conference,conférence
provide,fournir
marty,Marty
seek,chercher
witnesses,témoins
earn,gagner
trash,poubelle
valley,vallée
fashion,mode
howard,Howard
episode,épisode
prize,prix
previously,précédemment
sports,sportif
wanting,désirant
debt,dette
wishes,vœux
hitler,Hitler
wire,fil
thee,te
circle,cercle
approach,approche
stock,action
facts,faits
remembered,se souvenait
percent,pour cent
normally,normalement
tail,queue
joined,a rejoint
education,éducation
bravo,Bravo
library,bibliothèque
rape,râpé
wings,ailes
growling,grondement
thrown,jeté
tank,réservoir
exhales,expire
authority,autorité
current,actuel
failure,échec
nightmare,cauchemar
hitting,frappe
glory,gloire
knocked,frappé
studying,étudier
barry,Barry
agency,agence
apple,pomme
border,frontière
rope,corde
duck,canard
reputation,réputation
confidence,confiance
yard,cour
beloved,bien-aimé
lack,manque
actual,réel
skills,compétences
films,films
mental,mental
salt,sel
flesh,chair
anne,Anne
secure,sécurisé
highly,très
federal,fédéral
sand,sable
emotional,émotionnel
setting,paramètre
nothin,rien
senator,sénateur
services,services
robbery,vol
hates,déteste
fed,nourri
reward,récompense
theater,théâtre
johnson,Johnson
commit,commettre
patrick,Patrick
entirely,entièrement
extraordinary,extraordinaire
ships,navires
opposite,opposé
parties,partis
stands,stands
terry,Terry
chat,chat
events,événements
mummy,momie
bay,baie
slip,glisser
disappointed,déçu
settled,réglé
begins,commence
andrew,André
alert,alerte
detail,détail
pink,rose
fellas,les gars
accepted,accepté
background,arrière-plan
garbage,ordures
panic,panique
minds,esprits
belt,ceinture
blowing,souffler
hollywood,Hollywood
agreement,accord
jackie,Jackie
pushing,pousser
ability,capacité
tiger,tigre
whispering,chuchotement
culture,culture
saint,saint
jesse,Jesse
task,tâche
solid,solide
doll,poupée
intend,avoir l'intention
district,district
pa,Pennsylvanie
gee,oh là là
custody,garde à vue
ignore,ignorer
naturally,naturellement
useful,utile
attempt,tentative
abandoned,abandonné
cutting,coupe
kissed,embrassé
guarantee,garantie
barking,aboiement
gather,rassembler
policy,politique
u.s.,nous.
violent,violent
maid,femme de ménage
embarrassing,embarrassant
childhood,enfance
wasting,dépérissement
bow,arc
chick,poussin
sara,Sara
disaster,catastrophe
revolution,révolution
online,en ligne
f,f
demon,démon
heavily,fortement
coincidence,coïncidence
perform,effectuer
thin,mince
terrific,formidable
mac,mac
crown,couronne
identity,identité
virgin,vierge
impressive,impressionnant
windows,fenêtres
no-one,personne
potential,potentiel
guitar,guitare
committee,comité
dozen,douzaine
delivery,livraison
advance,avance
quietly,tranquillement
stan,stan
teaching,enseignement
hunter,chasseur
latest,dernier
hurting,souffrir
swing,balançoire
capital,capital
counting,compte
drew,dessiné
dirt,saleté
whistle,siffler
marie,Marie
hits,succès
doug,Doug
deny,refuser
urgent,urgent
threatened,menacé
behavior,comportement
molly,Molly
mixed,mixte
stays,séjours
assure,assurer
subtitles,sous-titres
explanation,explication
wins,victoires
unique,unique
chasing,ciselure
billion,milliard
duke,duc
production,production
slave,esclave
agents,agents
carol,chant de Noël
lets,laissez
cruel,cruel
mask,masque
sally,sortie
behave,se comporter
bury,enterrer
massive,massif
pathetic,pathétique
species,espèces
approaching,approchant
jo,jo
loan,prêt
struggle,lutte
dish,plat
trusted,de confiance
jumped,a sauté
firing,cuisson
channel,canal
abby,Abby
stopping,arrêt
asks,demande
jean,jean
swimming,natation
daily,tous les jours
basement,sous-sol
linda,Linda
quarter,quart
erm,euh
bound,lié
navy,marine
article,article
guide,guide
accused,accusé
transfer,transfert
guts,tripes
quality,qualité
fella,gars
roman,romain
greater,plus grand
damned,damné
couch,canapé
cheer,acclamation
vegas,Vegas
shoe,chaussure
title,titre
shy,timide
punishment,punition
los,los
clicks,clics
‘you,'toi
closet,placard
bye-bye,au revoir
fever,fièvre
coward,lâche
flash,éclair
impressed,impressionné
bruce,Bruce
siren,sirène
prisoners,prisonniers
sides,accompagnements
bowl,bol
katie,Katie
supply,fournir
sensitive,sensible
hopefully,avec un peu de chance
rolling,roulement
roy,roy
dollar,dollar
tone,tonifier
voices,voix
g,g
‘i,'je
cheating,tricherie
confess,confesser
demand,demande
museum,musée
unknown,inconnu
drama,drame
suspicious,suspect
adult,adulte
todd,Todd
frightened,effrayé
warned,averti
steady,constant
kills,tue
crossed,croisé
lou,lou
particularly,particulièrement
sandwich,sandwich
laws,lois
joint,articulation
bullets,balles
package,emballer
trained,qualifié
thursday,Jeudi
boots,bottes
possibility,possibilité
albert,Albert
civil,civil
june,juin
germans,allemands
baseball,base-ball
express,exprimer
miserable,misérable
tuesday,Mardi
parker,Parker
lion,lion
joseph,Joseph
refused,refusé
shine,briller
assault,agression
hong,Hong Kong
jokes,blagues
breaks,pauses
argue,argumenter
you—,toi-
trail,piste
option,option
recall,rappel
mighty,puissant
collection,collection
oliver,Oliver
wilson,Wilson
accent,accent
believes,croit
decisions,décisions
embarrassed,gêné
mobile,mobile
customer,client
terribly,terriblement
sec,seconde
charity,charité
considering,considérant
pussy,chatte
donna,donna
protecting,protéger
flag,drapeau
kidnapped,kidnappé
italy,Italie
balance,équilibre
creatures,créatures
nuclear,nucléaire
wallet,portefeuille
shout,crier
vincent,Vincent
entered,entré
impression,impression
angela,Angela
jay,geai
degrees,diplômes
favour,service
reaction,réaction
network,réseau
jessica,Jessica
version,version
concert,concert
gear,engrenage
singer,chanteur
diamond,diamant
defeat,défaite
steven,Steven
lane,voie
blast,explosion
wounded,blessés
anytime,à tout moment
partners,partenaires
ages,âge
charlotte,charlotte
ceremony,cérémonie
league,ligue
bars,bars
orange,orange
specific,spécifique
conditions,conditions
plastic,plastique
crisis,crise
fifth,cinquième
term,terme
self,soi
offering,offre
bud,bourgeon
suffered,a subi
reported,signalé
commissioner,commissaire
rip,déchirer
mysterious,mystérieux
entrance,entrée
messed,gâché
tunnel,tunnel
designed,conçu
neighbor,voisin
aboard,à bord
sweat,transpirer
justin,Justin
ghosts,spectres
crimes,crimes
costs,frais
deserves,mérite
dreaming,rêver
bust,bousiller
el,el
teddy,ours en peluche
kong,Kong
messages,messages
enjoying,apprécier
afterwards,après
comfort,confort
mason,maçon
surrender,se rendre
gym,salle de sport
kitty,minou
crush,écraser
yup,ouais
arranged,organisé
suits,costumes
pee,pipi
stress,stresser
cave,grotte
wing,aile
jordan,Jordanie
arrange,organiser
comrade,camarade
noble,noble
tricks,astuces
betty,Betty
launch,lancement
legend,légende
mix,mélanger
golf,golf
imagination,imagination
fox,renard
kissing,s'embrasser
butter,beurre
tax,impôt
gross,brut
edward,Édouard
texas,Texas
insist,insister
marcus,Marcus
classic,classique
selfish,égoïste
skull,crâne
frankie,Frankie
shown,montré
bat,batte
survived,a survécu
print,imprimer
champion,champion
bills,factures
therapy,thérapie
lifetime,durée de vie
throughout,tout au long de
a.m.,suis.
nathan,Nathan
toward,vers
sauce,sauce
experiment,expérience
margaret,marguerite
describe,décrire
ross,Ross
grass,herbe
cheat,tricher
attend,assister à
homework,devoirs
lewis,Lewis
betrayed,trahi
servant,serviteur
cap,capuchon
tyler,Tyler
bible,Bible
practically,pratiquement
catherine,Catherine
steel,acier
wipe,essuyer
burns,brûlures
j,j
generation,génération
cabin,cabine
financial,financier
industry,industrie
bond,lier
sheep,mouton
scientists,scientifiques
beaten,battu
heck,Zut
deck,pont
fans,fans
script,scénario
brand,marque
degree,degré
painful,douloureux
coughing,toux
religion,religion
cats,chats
stephen,Stephen
influence,influence
fuel,carburant
drawing,dessin
uh-oh,Oh oh
rabbit,lapin
exercise,exercice
attractive,attractif
touching,touchant
virus,virus
realise,réaliser
torture,torture
blessed,béni
plain,plaine
rebecca,Rebecca
recent,récent
barbara,Barbara
footsteps,bruits de pas
sacred,sacré
removed,supprimé
pretending,faire semblant
wasted,gaspillé
jewish,juif
goodnight,bonne nuit
robot,robot
crystal,cristal
