you,Sen
wet,ıslak
nah,hayır
amount,miktar
members,üyeler
kate,Kate
manage,üstesinden gelmek
safety,emniyet
returned,geri döndü
harder,Daha güçlü
fbi,FBI
block,engellemek
showing,gösteriliyor
fancy,süslü
chef,şef
contract,sözleşme
dig,kazmak
chest,göğüs
goodbye,Güle güle
drinks,içecekler
dave,Dave
buried,gömülü
brian,Brian
trade,ticaret
journey,seyahat
stomach,karın
changes,değişiklikler
details,detaylar
thoughts,düşünceler
divorce,boşanmak
funeral,cenaze
maria,Maria
football,futbol
reality,gerçeklik
theory,teori
gosh,Aman Tanrım
ruined,mahvoldu
gate,geçit
william,William
spread,yaymak
outta,dışarı
japanese,Japonca
sudden,birden
coat,kaban
sooner,daha erken
cheese,peynir
larry,Larry
spring,bahar
page,sayfa
ears,kulaklar
simon,Simon
castle,kale
hidden,gizlenmiş
storm,fırtına
cos,cos
personally,şahsen
artist,sanatçı
hill,tepe
exciting,heyecan verici
permission,izin
jerry,Jerry
expensive,masraflı
tickets,biletler
forest,orman
barely,neredeyse
eggs,yumurta
goin,gidiyor
regret,pişmanlık
lesson,ders
lover,sevgili
bread,ekmek
andy,Andy
subject,ders
legal,yasal
growing,büyüyen
ill,hasta
jason,Jason
mood,mod
owner,mal sahibi
caused,neden oldu
beeping,bip sesi
points,puanlar
dating,flört
loss,kayıp
secretary,sekreter
revenge,intikam
santa,Noel Baba
likely,büyük ihtimalle
rent,kira
connection,bağlantı
assistant,asistan
reasons,sebepler
yelling,bağırmak
painting,tablo
trees,ağaçlar
doctors,doktorlar
rush,acele etmek
foreign,yabancı
rough,kaba
murderer,katil
century,yüzyıl
nights,geceler
pair,çift
runs,koşuyor
pocket,cep
farm,çiftlik
matt,mat
bike,bisiklet
obvious,bariz
ate,yedi
grew,büyüdü
professional,profesyonel
tim,zaman
goodness,iyilik
parts,parçalar
alan,Alan
university,üniversite
square,kare
grandfather,dede
europe,Avrupa
genius,dahi
cases,vakalar
ruin,mahvetmek
winter,kış
tongue,dil
memories,hatıralar
da,da
buying,satın almak
cancer,kanser
clock,saat
ocean,okyanus
dna,DNA
liar,yalancı
tour,tur
thief,hırsız
bleep,bip sesi
lisa,Lisa
rights,haklar
including,içermek
competition,yarışma
smith,demirci
planned,planlandı
emily,Emily
boring,sıkıcı
victims,kurbanlar
mentioned,adı geçen
bones,kemikler
plant,bitki
bless,kutsasın
warning,uyarı
knocking,vurmak
re,tekrar
crash,kaza
bedroom,yatak odası
lower,daha düşük
silver,gümüş
groaning,inleme
madame,hanımefendi
defense,savunma
results,sonuçlar
toilet,tuvalet
event,etkinlik
complicated,karmaşık
shape,şekil
priest,rahip
royal,asil
cheap,ucuz
romantic,romantik
downstairs,alt katta
invite,davet etmek
fortune,talih
tears,göz yaşları
avoid,kaçınmak
reached,ulaşmış
higher,daha yüksek
familiar,aşina
telephone,telefon
burning,yanma
filled,doldurulmuş
kelly,Kelly
alice,Alice
airport,havalimanı
jobs,işler
grown,büyüdü
walter,Walter
rachel,Rachel
giant,devasa
insurance,sigorta
woods,ormanlar
n,N
scare,korkutmak
pleased,memnun
period,dönem
political,siyasi
player,oyuncu
stops,duraklar
secrets,sırlar
laura,Laura
repeat,tekrarlamak
photos,fotoğraflar
finds,bulgular
statement,ifade
suck,emmek
younger,daha genç
china,Çin
humans,insanlar
delicious,lezzetli
particular,özel
proper,düzgün
rome,Roma
belongs,ait
attacked,saldırıya uğradı
bath,banyo
hired,işe alındı
site,alan
knowledge,bilgi
b,B
led,neden olmuş
guests,misafirler
celebrate,kutlamak
map,harita
horn,korna
eventually,sonunda
pity,acımak
powers,güçler
ashamed,utanmış
assume,farz etmek
glasses,gözlük
rise,yükselmek
fixed,sabit
request,rica etmek
officers,memurlar
pounds,pound
data,veri
carefully,dikkatlice
per,başına
depends,bağlı olmak
jury,jüri
waited,bekledi
positive,pozitif
attorney,avukat
direction,yön
families,aileler
‘clock,'saat
doin,yapıyor
forces,kuvvetler
location,konum
walls,duvarlar
useless,kullanışsız
grant,hibe etmek
saving,tasarruf
speaks,konuşuyor
fought,savaştı
meal,yemek
deliver,teslim etmek
answers,cevaplar
changing,değişen
temple,tapınak
scary,korkutucu
millions,milyonlarca
offered,teklif edildi
regular,düzenli
carrying,taşıma
official,resmi
jacket,ceket
switch,anahtar
grave,mezar
chase,takip etmek
role,rol
odd,garip
sexy,seksi
faces,yüzler
becomes,olur
closes,kapanıyor
badly,kötü
tall,uzun
confused,kafası karışmış
affair,mesele
television,televizyon
shock,şok
raised,kabarık
panting,nefes nefese
pizza,pizza
image,resim
clears,temizler
golden,altın
patients,hastalar
watched,izledi
committed,bağlılık
sexual,cinsel
suffer,acı çekmek
arthur,Arthur
wherever,nerede
plate,plaka
appear,belli olmak
chocolate,çikolata
clever,akıllı
hm,hm
mercy,merhamet
shots,atışlar
lucy,Lucy
dealing,işlem
trap,tuzak
charges,ücretler
phil,Phil
bang,patlama
poison,zehir
butt,popo
drove,sürdü
yourselves,kendiniz
headed,başı
babies,bebekler
yellow,sarı
soup,çorba
mystery,gizem
picking,toplama
sat,doygunluk
wound,yara
traffic,trafik
courage,cesaret
hunt,avlamak
indian,Hint
rat,fare
terms,şartlar
italian,İtalyan
emma,Emma
checking,kontrol
disease,hastalık
managed,yönetildi
winner,kazanan
council,konsey
appointment,randevu
monday,Pazartesi
crack,çatırtı
threat,tehdit
jenny,Jenny
physical,fiziksel
nation,ulus
source,kaynak
chose,seçti
healthy,sağlıklı
carl,Carl
victory,zafer
rick,Rick
stood,durmak
kicked,tekmeledi
annie,Annie
disgusting,iğrenç
palace,saray
below,altında
shopping,alışveriş
neighborhood,komşu
march,mart
lips,dudaklar
midnight,gece yarısı
piss,işemek
advantage,avantaj
pure,saf
india,Hindistan
aside,bir kenara
jerk,sarsmak
mail,posta
dawn,şafak
effect,etki
spell,hecelemek
freak,çatlak
wood,odun
screwed,vidalanmış
enemies,düşmanlar
gary,Gary
awake,uyanmak
chuckling,kıkırdama
vacation,tatil
violence,şiddet
leo,Aslan
grandmother,büyükanne
modern,modern
luke,Luke
firm,firma
prime,astar vurmak
heh,hehe
touched,dokundu
talent,yetenek
whore,fahişe
piano,piyano
license,lisans
cooking,yemek pişirmek
honour,onur
concern,kaygı
moves,hareketler
available,mevcut
factory,fabrika
gods,tanrılar
value,değer
central,merkezi
union,birlik
mirror,ayna
studio,stüdyo
media,medya
taxi,taksi
dies,ölüyor
iron,ütü
hearts,kalpler
desire,arzu
rob,soymak
claire,Claire
fred,Fred
songs,şarkılar
washington,Washington
monkey,maymun
pride,gurur
pills,haplar
miracle,mucize
swim,yüzmek
burned,yandı
smells,kokular
joking,şaka yapıyorum
christian,Hristiyan
bleeding,kanama
hook,kanca
beating,dövmek
protection,koruma
treatment,tedavi
ear,kulak
carter,Carter
metal,metal
disappear,yok olmak
grateful,minnettar
extremely,aşırı boyutta
treasure,hazine
rescue,kurtarmak
capable,yetenekli
passing,geçiş
chatter,sohbet
result,sonuç
suffering,cefa
sisters,kız kardeşler
laid,serildi
governor,vali
guards,muhafızlar
louis,Louis
text,metin
literally,gerçekten
remove,kaldırmak
becoming,olmak
performance,performans
stronger,daha güçlü
rate,oran
deeply,derinlemesine
scream,bağırmak
desert,çöl
vehicle,araç
illegal,yasadışı
pulling,çekme
throwing,atma
josh,Josh
unbelievable,inanılmaz
ted,ted
zero,sıfır
dean,dekan
curious,meraklı
sean,Sean
candy,şeker
bone,kemik
tied,bağlı
edge,kenar
load,yük
susan,Susan
ahh,ahh
mountains,dağlar
boom,patlama
former,önceki
holiday,tatil
riding,binme
scoffs,alay eder
hundreds,yüzlerce
motherfucker,piç
sue,dava açmak
bags,çantalar
stealing,hırsızlık
appears,görünüyor
arrive,varmak
remains,kalıntılar
decent,düzgün
issues,sorunlar
tip,uç
fail,hata
bride,gelin
pissed,sinirli
penny,kuruş
claim,iddia
friendship,dostluk
desperate,çaresiz
flower,çiçek
dramatic,dramatik
refuse,reddetmek
solve,çözmek
theme,tema
loving,sevgi dolu
properly,düzgün bir şekilde
dragon,ejderha
mostly,çoğunlukla
chuck,Chuck
directly,doğrudan
surface,yüzey
false,YANLIŞ
cast,döküm
junior,genç
hunting,avcılık
silent,sessiz
thou,sen
egg,yumurta
germany,Almanya
punch,yumruk
africa,Afrika
woke,uyandı
intelligence,istihbarat
borrow,borç almak
winning,kazanan
falls,düşüşler
popular,popüler
escaped,kaçtı
witch,cadı
convinced,ikna edilmiş
warn,uyarmak
announcer,spiker
champagne,şampanya
dust,toz
kyle,Kyle
someday,bir gün
fallen,düşmüş
stranger,yabancı
presence,mevcudiyet
tear,göz yaşı
st.,Aziz
internet,internet
monsieur,bayım
therefore,Öyleyse
technology,teknoloji
tires,lastikler
toast,tost
wise,bilge
clark,Clark
americans,Amerikalılar
notes,notlar
smoking,sigara içmek
hank,çile
ls,ls
april,nisan
wolf,kurt
precious,değerli
rooms,odalar
coast,sahil
treated,işlem görmüş
material,malzeme
released,piyasaya sürülmüş
uniform,üniforma
hated,nefret etti
considered,dikkate alınan
rice,pirinç
exchange,değişme
steps,adımlar
blake,Blake
convince,ikna etmek
beast,canavar
cow,inek
files,dosyalar
signs,işaretler
drag,sürüklemek
cab,taksi
hung,asılı
carried,taşınmıştır
ordinary,sıradan
successful,başarılı
eve,havva
mistakes,hatalar
houses,evler
chattering,gevezelik
brains,beyinler
japan,Japonya
creature,yaratık
fourth,dördüncü
separate,ayırmak
cleaning,temizlik
california,Kaliforniya
lf,eğer
ll,LL
shift,vardiya
elizabeth,Elizabeth
chicago,Chicago
exact,bire bir aynı
karen,Karen
goal,amaç
expert,uzman
served,servis edildi
direct,doğrudan
score,Gol
row,sıra
marks,işaretler
twenty,yirmi
receive,almak
series,seri
section,bölüm
pilot,pilot
jackson,Jackson
darkness,karanlık
thy,senin
sale,satış
destiny,kader
cure,tedavi
spoken,konuşulan
armed,silahlı
rare,nadir
helen,Helen
grade,seviye
juice,meyve suyu
wide,geniş
tower,kule
solution,çözüm
schedule,takvim
explosion,patlama
wheel,teker
cigarette,sigara
julie,Julie
fruit,meyve
blew,üfledi
victor,galip
talks,görüşmeler
sacrifice,kurban etmek
range,menzil
button,düğme
reports,raporlar
prisoner,mahkum
pie,pasta
effort,çaba
youth,gençlik
pot,tencere
eaten,yendi
taylor,Taylor
knees,dizler
garage,garaj
parking,otopark
ambulance,ambulans
staring,bakış
chances,şanslar
circumstances,durumlar
sin,günah
gordon,Gordon
progress,ilerlemek
unusual,olağan dışı
county,kontluk
stairs,merdiven
campaign,kampanya
‘mon,‘mon
vision,görüş
reporter,muhabir
equipment,teçhizat
moments,anlar
joey,Joey
mass,yığın
alien,yabancı
trapped,kapana kısılmış
helps,yardımcı olur
route,rota
defend,savunmak
trace,iz
nasty,edepsiz
tests,testler
magazine,dergi
rocks,kayalar
dump,çöplük
rude,kaba
searching,arama
clue,ipucu
connected,bağlı
amen,amin
pushed,itildi
merry,şen
zone,alan
senior,kıdemli
closing,kapanış
freeze,dondurun
emperor,imparator
incident,olay
snake,yılan
mexico,Meksika
lily,zambak
actor,aktör
newspaper,gazete
sentence,cümle
greg,Greg
leading,önde gelen
friendly,arkadaşça
jones,Jones
chosen,seçilmiş
engaged,nişanlı
julia,Julia
charming,alımlı
mustn,zorunlu
anger,kızgınlık
spending,harcama
learning,öğrenme
spy,casus
sharp,keskin
shadow,gölge
warrant,garanti
elevator,asansör
kingdom,krallık
ricky,Ricky
jamie,Jamie
squad,takım
shoulder,omuz
wave,dalga
amanda,Amanda
highness,yüce
kinds,çeşitler
fishing,balıkçılık
sometime,bazen
attitude,davranış
sucks,berbat
negative,negatif
screen,ekran
workers,işçiler
bored,sıkılmış
cameras,kameralar
similar,benzer
understanding,anlama
beeps,bip sesleri
chain,zincir
bull,boğa
gasping,nefes nefese
fully,tamamen
robin,kızılgerdan
collect,TOPLAMAK
gorgeous,muhteşem
morgan,Morgan
passion,tutku
writer,yazar
empire,imparatorluk
international,uluslararası
curse,küfür
hire,kiralamak
bastards,piçler
puts,koyar
leads,liderler
id,İD
blows,darbeler
sons,oğullar
estate,mülk
customers,müşteriler
maggie,Maggie
gunshot,silah sesi
i—,Ben-
device,cihaz
troops,birlikler
hug,sarılmak
design,tasarım
movement,hareket
thunder,gök gürültüsü
object,nesne
loser,beceriksiz
pen,dolma kalem
sobbing,hıçkırarak
politics,siyaset
despite,aksine
alcohol,alkol
climb,tırmanmak
clients,müşteriler
conference,konferans
provide,sağlamak
marty,Marty
seek,aramak
witnesses,tanıklar
earn,para kazanmak
trash,çöp
valley,vadi
fashion,moda
howard,Howard
episode,bölüm
prize,ödül
previously,önceden
sports,spor
wanting,istemek
debt,borç
wishes,dilekler
hitler,Hitler
wire,tel
thee,sana
circle,daire
approach,yaklaşmak
stock,stoklamak
facts,gerçekler
remembered,hatırlanan
percent,yüzde
normally,normalde
tail,kuyruk
joined,katıldı
education,eğitim
bravo,Bravo
library,kütüphane
rape,tecavüz
wings,kanatlar
growling,hırlama
thrown,atıldı
tank,tank
exhales,nefes veriyor
authority,yetki
current,akım
failure,arıza
nightmare,kabus
hitting,vurmak
glory,görkem
knocked,devirdi
studying,çalışmak
barry,Barry
agency,ajans
apple,elma
border,sınır
rope,halat
duck,ördek
reputation,itibar
confidence,kendinden emin
yard,bahçe
beloved,sevgili
lack,eksiklik
actual,gerçek
skills,yetenekler
films,filmler
mental,zihinsel
salt,tuz
flesh,et
anne,anne
secure,güvenli
highly,yüksek
federal,federal
sand,kum
emotional,duygusal
setting,ayar
nothin,hiçbir şey
senator,senatör
services,hizmetler
robbery,soygun
hates,nefret ediyor
fed,beslendi
reward,ödül
theater,tiyatro
johnson,Johnson
commit,işlemek
patrick,Patrick
entirely,tamamen
extraordinary,olağanüstü
ships,gemiler
opposite,zıt
parties,partiler
stands,ayakta duruyor
terry,terry
chat,sohbet
events,olaylar
mummy,mumya
bay,koy
slip,kayma
disappointed,hayal kırıklığına uğramış
settled,yerleşti
begins,başlar
andrew,Andrew
alert,uyarı
detail,detay
pink,pembe
fellas,beyler
accepted,kabul edildi
background,arka plan
garbage,çöp
panic,panik
minds,zihinler
belt,kemer
blowing,üflemek
hollywood,Hollywood
agreement,anlaşma
jackie,Jackie
pushing,itme
ability,yetenek
tiger,kaplan
whispering,fısıldamak
culture,kültür
saint,aziz
jesse,Jesse
task,görev
solid,sağlam
doll,oyuncak bebek
intend,niyet etmek
district,semt
pa,pa
gee,vay canına
custody,velayet
ignore,görmezden gelmek
naturally,doğal olarak
useful,kullanışlı
attempt,girişim
abandoned,terk edilmiş
cutting,kesme
kissed,öptü
guarantee,garanti
barking,havlama
gather,toplamak
policy,politika
u.s.,biz.
violent,şiddetli
maid,hizmetçi
embarrassing,utandırıcı
childhood,çocukluk
wasting,israf etmek
bow,yay
chick,civciv
sara,Sara
disaster,felaket
revolution,devrim
online,çevrimiçi
f,F
demon,şeytan
heavily,ağır
coincidence,tesadüf
perform,rol yapmak
thin,ince
terrific,müthiş
mac,mac
crown,taç
identity,kimlik
virgin,bakir
impressive,etkileyici
windows,pencereler
no-one,hiç kimse
potential,potansiyel
guitar,gitar
committee,komite
dozen,düzine
delivery,teslimat
advance,ilerlemek
quietly,sessizce
stan,stan
teaching,öğretim
hunter,avcı
latest,en sonuncu
hurting,acıtıyor
swing,sallanmak
capital,başkent
counting,sayma
drew,çizdi
dirt,kir
whistle,düdük
marie,Marie
hits,isabetler
doug,Doug
deny,reddetmek
urgent,acil
threatened,tehdit edildi
behavior,davranış
molly,Molly
mixed,karışık
stays,konaklamalar
assure,garanti etmek
subtitles,altyazılar
explanation,açıklama
wins,kazanır
unique,eşsiz
chasing,avcılık
billion,milyar
duke,dük
production,üretme
slave,köle
agents,ajanlar
carol,Carol
lets,izin verir
cruel,acımasız
mask,maske
sally,sally
behave,davranmak
bury,gömmek
massive,cüsseli
pathetic,acınası
species,türler
approaching,yaklaşan
jo,Jo
loan,borç
struggle,çabalamak
dish,tabak
trusted,güvenilir
jumped,atladı
firing,ateşleme
channel,kanal
abby,Abby
stopping,durdurma
asks,soruyor
jean,kot
swimming,yüzme
daily,günlük
basement,bodrum
linda,Linda
quarter,çeyrek
erm,eee
bound,bağlı
navy,donanma
article,madde
guide,rehber
accused,sanık
transfer,transfer
guts,cesaret
quality,kalite
fella,dostum
roman,Roma
greater,daha büyük
damned,lanetli
couch,kanepe
cheer,tezahürat
vegas,Vegas
shoe,ayakkabı
title,başlık
shy,utangaç
punishment,ceza
los,kayıp
clicks,tıklamalar
‘you,'Sen
closet,dolap
bye-bye,güle güle
fever,ateş
coward,korkak
flash,flaş
impressed,etkilenmiş
bruce,Bruce
siren,siren
prisoners,mahkumlar
sides,taraflar
bowl,tas
katie,Katie
supply,tedarik
sensitive,hassas
hopefully,umutla
rolling,yuvarlamak
roy,roy
dollar,dolar
tone,ton
voices,sesler
g,G
‘i,'Ben
cheating,hile
confess,itiraf etmek
demand,talep etmek
museum,müze
unknown,bilinmiyor
drama,drama
suspicious,şüpheli
adult,yetişkin
todd,Todd
frightened,korkmuş
warned,uyarıldı
steady,sabit durmak
kills,öldürüyor
crossed,geçti
lou,Lou
particularly,özellikle
sandwich,sandviç
laws,yasalar
joint,eklem yeri
bullets,mermiler
package,paket
trained,eğitimli
thursday,Perşembe
boots,botlar
possibility,olasılık
albert,Albert
civil,sivil
june,haziran
germans,Almanlar
baseball,beyzbol
express,ifade etmek
miserable,acınası
tuesday,Salı
parker,parker
lion,aslan
joseph,Joseph
refused,reddetti
shine,parlamak
assault,saldırı
hong,Hong
jokes,şakalar
breaks,molalar
argue,tartışmak
you—,Sen-
trail,iz
option,seçenek
recall,hatırlamak
mighty,güçlü
collection,koleksiyon
oliver,Oliver
wilson,Wilson
accent,aksan
believes,inanıyor
decisions,kararlar
embarrassed,utanmış
mobile,mobil
customer,müşteri
terribly,korkunç
sec,saniye
charity,hayır kurumu
considering,dikkate alarak
pussy,kedi
donna,Donna
protecting,koruma
flag,bayrak
kidnapped,kaçırıldı
italy,İtalya
balance,denge
creatures,yaratıklar
nuclear,nükleer
wallet,cüzdan
shout,bağırmak
vincent,Vincent
entered,girdi
impression,izlenim
angela,Angela
jay,Jay
degrees,dereceler
favour,iyilik
reaction,tepki
network,ağ
jessica,Jessica
version,versiyon
concert,konser
gear,vites
singer,şarkıcı
diamond,elmas
defeat,yenmek
steven,Steven
lane,Lane
blast,büyük patlama
wounded,yaralı
anytime,herhangi bir zamanda
partners,ortaklar
ages,yaşlar
charlotte,Charlotte
ceremony,tören
league,lig
bars,barlar
orange,turuncu
specific,özel
conditions,koşullar
plastic,plastik
crisis,kriz
fifth,beşinci
term,terim
self,kendi
offering,teklif
bud,tomurcuk
suffered,acı çekti
reported,bildirildi
commissioner,komiser
rip,Huzur içinde yatsın
mysterious,gizemli
entrance,giriş
messed,karışık
tunnel,tünel
designed,tasarlanmış
neighbor,komşu
aboard,gemide
sweat,ter
justin,Justin
ghosts,hayaletler
crimes,suçlar
costs,maliyetler
deserves,hak ediyor
dreaming,rüya görmek
bust,baskın yapmak
el,el
teddy,oyuncak ayı
kong,Kong
messages,mesajlar
enjoying,keyif alarak
afterwards,daha sonrasında
comfort,konfor
mason,mason
surrender,teslim olmak
gym,spor salonu
kitty,kedi
crush,ezmek
yup,Evet
arranged,düzenlenmiş
suits,takım elbiseler
pee,işemek
stress,stres
cave,mağara
wing,kanat
jordan,Ürdün
arrange,düzenlemek
comrade,yoldaş
noble,soylu
tricks,hileler
betty,Betty
launch,öğle yemeği
legend,efsane
mix,karışım
golf,golf
imagination,hayal gücü
fox,tilki
kissing,öpüşmek
butter,tereyağı
tax,vergi
gross,brüt
edward,Edward
texas,Teksas
insist,ısrar etmek
marcus,Marcus
classic,klasik
selfish,bencil
skull,kafatası
frankie,Frankie
shown,gösterilen
bat,yarasa
survived,hayatta kaldı
print,yazdır
champion,şampiyon
bills,faturalar
therapy,terapi
lifetime,ömür boyu
throughout,boyunca
a.m.,sabah
nathan,Nathan
toward,karşı
sauce,sos
experiment,deney
margaret,Margaret
describe,betimlemek
ross,Ross
grass,çimen
cheat,aldatmak
attend,katılmak
homework,Ev ödevi
lewis,Lewis
betrayed,ihanete uğradı
servant,hizmetkar
cap,şapka
tyler,Tyler
bible,İncil
practically,pratikte
