you,εσείς
monster,τέρας
loud,μεγαλόφωνος
photo,φωτογραφία
aw,αου
nearly,σχεδόν
sight,θέαμα
greatest,μέγιστος
games,παιχνίδια
bridge,γέφυρα
dressed,ντυμένος
arrested,συνελήφθη
horrible,φρικτός
coach,προπονητής
planning,σχεδίαση
checked,τετραγωνισμένος
breaking,σπάσιμο
noticed,παρατήρησα
fantastic,φανταστικός
screams,κραυγές
serve,σερβίρισμα
ideas,ιδέες
investigation,έρευνα
center,κέντρο
older,μεγαλύτερος
pack,πακέτο
soldiers,στρατιώτες
nonsense,ανοησίες
doc,έγγραφο
project,σχέδιο
training,εκπαίδευση
example,παράδειγμα
trick,τέχνασμα
prepared,έτοιμος
science,επιστήμη
united,ενωμένος
travel,ταξίδι
incredible,απίστευτος
grandpa,παππούς
paying,δικαιούχος
character,χαρακτήρας
teeth,δόντια
criminal,εγκληματίας
charles,Κάρολος
chinese,κινέζικα
truly,όντως
honestly,τίμια
bro,αδερφέ
survive,επιζώ
bobby,άγγλος αστυφύλακας
target,στόχος
feed,τροφή
nurse,νοσοκόμα
e,μι
fake,απομίμηση
records,αρχεία
breathing,αναπνοή
sweetie,γλυκιά μου
numbers,αριθμοί
oil,έλαιο
suicide,αυτοκτονία
belong,ανήκω
whoo,ουάου
perfectly,τέλεια
amy,Έιμι
forgotten,ξεχασμένος
remain,μένω
original,πρωτότυπο
papa,μπαμπάς
onto,επάνω σε
concerned,ενδιαφερόμενος
credit,πίστωση
ugh,αχ
invited,καλεσμένος
discuss,συζητώ
research,έρευνα
easier,ευκολότερο
view,θέα
chair,καρέκλα
hurts,πονάει
strike,απεργία
roger,Ρόγηρος
fill,γέμισμα
condition,κατάσταση
mountain,βουνό
dr,Δρ.
nowhere,πουθενά
sheriff,σερίφης
kim,Κιμ
turning,στροφή
brown,καστανός
recognize,αναγνωρίζω
heads,κεφάλια
audience,ακροατήριο
‘all,'όλοι
jealous,ζηλιάρης
pretend,προσποιούμαι
society,κοινωνία
finding,εύρεση
shirt,πουκάμισο
comfortable,άνετος
meaning,έννοια
guest,επισκέπτης
pieces,κομμάτια
dry,ξηρός
letting,ενοικίαση
began,ξεκίνησε
aye,πάντοτε
jeff,Τζεφ
female,θηλυκός
release,ελευθέρωση
ho,χο
cards,καρτέλλες
pray,προσεύχομαι
unfortunately,δυστυχώς
balls,μπάλες
destroyed,καταστράφηκε από
ended,τελείωσε
universe,σύμπαν
prepare,προετοιμάζω
opinion,γνώμη
movies,κινηματογράφος
soldier,στρατιώτης
wash,πλύση
program,πρόγραμμα
heat,θερμότητα
usual,συνήθης
ticket,εισιτήριο
stolen,κλεμμένο
prefer,προτιμώ
aware,ενήμερος
surely,ασφαλώς
male,αρσενικός
base,βάση
matters,θέματα
lift,ανελκυστήρας
lab,εργαστήριο
command,εντολή
proof,απόδειξη
cream,κρέμα
selling,πώληση
believed,πίστευε
create,δημιουργώ
h,ω
afford,διαθέτω
sunday,Κυριακή
total,σύνολο
dumb,άλαλος
threw,έριξε
france,Γαλλία
birth,γέννηση
created,δημιουργήθηκε
realized,συνειδητοποίησα
british,Βρετανοί
noise,θόρυβος
nuts,καρύδια
students,φοιτητόκοσμος
birds,πουλιά
social,κοινωνικός
brilliant,λαμπρός
bodies,σώματα
tie,γραβάτα
opened,άνοιξε
ours,δικός μας
bucks,δολάρια
kevin,Κέβιν
mister,κύριος
ugly,άσχημος
ryan,Ράιαν
focus,εστία
dan,νταν
opens,ανοίγει
exist,υπάρχω
followed,ακολούθησε
england,Αγγλία
draw,ισοπαλία
purpose,σκοπός
letters,γράμματα
daniel,Δανιήλ
opening,άνοιγμα
bullet,σφαίρα
anna,Άννα
lately,πρόσφατα
stayed,έμεινε
falling,πτώση
season,εποχή
ends,τελειώνει
suggest,προτείνω
joy,χαρά
distance,απόσταση
responsibility,ευθύνη
whenever,οποτεδήποτε
issue,ζήτημα
thousands,χιλιάδες
process,διαδικασία
sword,σπαθί
shower,ντους
weak,αδύναμος
fucked,γαμημένος
lonely,μοναχικός
happiness,ευτυχία
eric,Έρικ
tiny,μικροσκοπικός
desk,γραφείο
pool,πισίνα
property,ιδιοκτησία
forced,αναγκασμένος
settle,εγκαθίσταμαι
indistinct,ασαφής
weight,βάρος
received,έλαβε
gang,συμμορία
bite,δάγκωμα
friday,Παρασκευή
disappeared,εξαφανίστηκε
interview,συνέντευξη
expecting,προσδοκώντας
kinda,κάπως
surgery,χειρουργική
horses,άλογα
mayor,δήμαρχος
babe,μωρό
ancient,αρχαίος
handsome,όμορφος
thomas,Θωμάς
saturday,Σάββατο
staff,προσωπικό
lines,γραμμές
unit,μονάδα
fan,ανεμιστήρας
gentleman,κύριος
introduce,παρουσιάζω
fate,μοίρα
split,σπλιτ
recently,πρόσφατα
expected,αναμενόμενο
add,προσθέτω
ordered,παρήγγειλα
slowly,αργά
alarm,τρομάζω
member,μέλος
slept,κοιμήθηκε
signed,υπογεγραμμένο
enter,εισάγω
spanish,ισπανικά
garden,κήπος
brings,φέρνει
brave,γενναίος
pig,χοίρος
model,μοντέλο
finger,δάχτυλο
medicine,φάρμακο
access,πρόσβαση
failed,αποτυχημένος
flat,επίπεδα
easily,εύκολα
discovered,ανακαλυφθείς
based,με βάση
screw,βίδα
insane,παράφρων
cares,νοιάζεται
weather,καιρός
fingers,δάχτυλα
san,σαν
scott,Σκοτ
path,μονοπάτι
soft,μαλακός
harm,βλάβη
style,στυλ
community,κοινότητα
sees,βλέπει
basically,βασικά
al,αλ
signal,σύνθημα
nope,όχι
spare,εφεδρικός
speech,ομιλία
covered,σκεπαστός
shake,σέικ
loose,χύμα
snow,χιόνι
russian,ρωσικός
lake,λίμνη
bright,ευφυής
roof,στέγη
ohh,ωωω
sending,αποστολή
paint,χρώμα
remind,υπενθυμίζω
pal,φιλαράκος
naked,γυμνός
post,θέση
sugar,ζάχαρη
heading,επικεφαλίδα
streets,δρόμους
damage,βλάβη
silence,σιωπή
doors,πόρτες
pete,πίτα
ed,ed
success,επιτυχία
wet,υγρός
nah,όχι
amount,ποσό
members,μέλη
kate,Καίτη
manage,διαχειρίζομαι
safety,ασφάλεια
returned,γύριστος
harder,πιο δύσκολο
fbi,FBI
block,φραγμός
showing,επίδειξη
fancy,φαντασία
chef,σεφ
contract,σύμβαση
dig,σκάβω
chest,στήθος
goodbye,Αντίο
drinks,αναψυκτικά
dave,Ντέιβ
buried,θαμμένος
brian,Μπράιαν
trade,εμπόριο
journey,ταξίδι
stomach,στομάχι
changes,αλλαγές
details,καθέκαστα
thoughts,σκέψεις
divorce,διαζύγιο
funeral,κηδεία
maria,Μαρία
football,ποδόσφαιρο
reality,πραγματικότητα
theory,θεωρία
gosh,Θέε μου
ruined,ξεπεσμένος
gate,πύλη
william,Γουλιέλμος
spread,εξάπλωση
outta,έξω
japanese,Ιαπωνικά
sudden,αιφνίδιος
coat,παλτό
sooner,γρηγορότερα
cheese,τυρί
larry,Λάρι
spring,άνοιξη
page,σελίδα
ears,αυτιά
simon,Σάιμον
castle,κάστρο
hidden,κεκρυμμένος
storm,καταιγίδα
cos,γιατί
personally,προσωπικά
artist,καλλιτέχνης
hill,λόφος
exciting,συναρπαστικός
permission,άδεια
jerry,καθίκι
expensive,ακριβός
tickets,εισιτήρια
forest,δάσος
barely,μόλις
eggs,αυγά
goin,πηγαίνω
regret,λύπη
lesson,μάθημα
lover,εραστής
bread,ψωμί
andy,Άντι
subject,θέμα
legal,νομικός
growing,αυξανόμενος
ill,άρρωστος
jason,Ιάσονας
mood,διάθεση
owner,ιδιοκτήτης
caused,προκάλεσε
beeping,μπιπ
points,σημεία
dating,ραντεβού
loss,απώλεια
secretary,γραμματέας
revenge,εκδίκηση
santa,Άγιος Βασίλης
likely,πιθανός
rent,ενοίκιο
connection,σύνδεση
assistant,βοηθός
reasons,αιτιολογικό
yelling,δυνατή φωνή
painting,ζωγραφική
trees,δέντρα
doctors,γιατροί
rush,βιασύνη
foreign,αλλοδαπός
rough,τραχύς
murderer,δολοφόνος
century,αιώνας
nights,νύχτες
pair,ζεύγος
runs,τρέχει
pocket,τσέπη
farm,αγρόκτημα
matt,ματ
bike,ποδήλατο
obvious,φανερός
ate,έφαγε
grew,μεγάλωσε
professional,επαγγελματίας
tim,τιμ
goodness,καλοσύνη
parts,μέρη
alan,Άλαν
university,πανεπιστήμιο
square,πλατεία
grandfather,παππούς
europe,Ευρώπη
genius,ιδιοφυία
cases,περιπτώσεις
ruin,καταστροφή
winter,χειμώνας
tongue,γλώσσα
memories,αναμνήσεις
da,ντα
buying,εξαγορά
cancer,Καρκίνος
clock,ρολόι
ocean,ωκεανός
dna,DNA
liar,ψεύτης
tour,περιοδεία
thief,κλέφτης
bleep,μπιπ
lisa,Λίζα
rights,δικαιώματα
including,συμπεριλαμβανομένου
competition,ανταγωνισμός
smith,σιδηρουργός
planned,σχεδιασμένος
emily,Έμιλι
boring,ανιαρός
victims,θύματα
mentioned,αναφέρθηκε
bones,οστά
plant,φυτό
bless,ευλογώ
warning,προειδοποίηση
knocking,χτύπημα
re,σχετικά με
crash,σύγκρουση
bedroom,υπνοδωμάτιο
lower,χαμηλότερος
silver,ασήμι
groaning,στενάζοντας
madame,κυρία
defense,άμυνα
results,αποτελέσματα
toilet,τουαλέτα
event,συμβάν
complicated,περίπλοκος
shape,σχήμα
priest,παπάς
royal,βασιλικός
cheap,φτηνός
romantic,ρομαντικός
downstairs,κάτω πάτωμα
invite,καλώ
fortune,τύχη
tears,κλάματα
avoid,αποφεύγω
reached,έφτασε
higher,υψηλότερο
familiar,οικείος
telephone,τηλέφωνο
burning,καύση
filled,γεμάτο
kelly,Κέλι
alice,Αλίκη
airport,αεροδρόμιο
jobs,θέσεις εργασίας
grown,καλλιεργημένος
walter,Βαλτέρος
rachel,Ραχήλ
giant,γίγαντας
insurance,ασφάλιση
woods,δασάκι
n,ν
scare,φόβος
pleased,ευχαριστημένος
period,περίοδος
political,πολιτικός
player,παίχτης
stops,στάσεις
secrets,μυστικά
laura,Λαούρα
repeat,επαναλαμβάνω
photos,φωτογραφίες
finds,ευρήματα
statement,δήλωση
suck,ρουφώ
younger,μικρότερος
china,Κίνα
humans,άνθρωποι
delicious,υπέροχος
particular,ιδιαίτερος
proper,κατάλληλος
rome,Ρώμη
belongs,ανήκει
attacked,επιτέθηκε
bath,λούτρο
hired,μισθωτός
site,τοποθεσία
knowledge,γνώση
b,σι
led,οδήγησε
guests,επισκέπτες
celebrate,γιορτάζω
map,χάρτης
horn,κέρατο
eventually,τελικά
pity,κρίμα
powers,δυνάμεις
ashamed,ντροπιασμένος
assume,υποθέτω
glasses,γυαλιά
rise,αύξηση
fixed,σταθερός
request,αίτηση
officers,αξιωματικοί
pounds,λίβρες
data,δεδομένα
carefully,προσεκτικά
per,ανά
depends,εξαρτάται
jury,ένορκοι
waited,περίμενε
positive,θετικός
attorney,δικηγόρος
direction,κατεύθυνση
families,οικογένειες
‘clock,'ρολόι
doin,κάνω
forces,δυνάμεις
location,τοποθεσία
walls,τοίχοι
useless,άχρηστος
grant,χορήγηση
saving,οικονομία
speaks,μιλάει
fought,πολέμησε
meal,γεύμα
deliver,παραδίδω
answers,απαντήσεις
changing,αλλαγή
temple,ναός
scary,τρομακτικός
millions,εκατομμύρια
offered,προσφέρθηκε
regular,τακτικός
carrying,μεταφέρω
official,επίσημος ανώτερος υπάλληλος
jacket,σακάκι
switch,διακόπτης
grave,τάφος
chase,κυνηγητό
role,ρόλος
odd,περιττός
sexy,λάγνος
faces,πρόσωπα
becomes,γίνεται
closes,κλείνει
badly,κακώς
tall,ψηλός
confused,ταραγμένος
affair,υπόθεση
television,τηλεόραση
shock,σοκ
raised,υψωμένο
panting,λαχανιασμένος
pizza,πίτσα
image,εικών
clears,καθαρίζει
golden,χρυσαφένιος
patients,ασθενείς
watched,παρακολούθησα
committed,δεσμευμένος
sexual,σεξουαλικός
suffer,υποφέρω
arthur,Αρθούρος
wherever,οπουδήποτε
plate,πλάκα
appear,εμφανίζομαι
chocolate,σοκολάτα
clever,έξυπνος
hm,χμμ
mercy,έλεος
shots,βολές
lucy,Λούσι
dealing,μοιρασιά
trap,παγίδα
charges,ταρίφα
phil,φιλ
bang,πάταγος
poison,δηλητήριο
butt,βαρέλι
drove,αγέλη
yourselves,σείς οι ίδιοι
headed,επικεφαλής
babies,μωρά
yellow,κίτρινος
soup,σούπα
mystery,μυστήριο
picking,συλλογή
sat,κάθομαι
wound,πληγή
traffic,κυκλοφορία
courage,θάρρος
hunt,κυνήγι
indian,Ινδός
rat,αρουραίος
terms,όροι
italian,ιταλικά
emma,Έμμα
checking,έλεγχος
disease,ασθένεια
managed,διαχειριζόμενος
winner,νικητής
council,συμβούλιο
appointment,ραντεβού
monday,Δευτέρα
crack,ρωγμή
threat,απειλή
jenny,θήλυ ζώων τινών
physical,φυσικός
nation,έθνος
source,πηγή
chose,επέλεξε
