you,Anda
coat,mantel
sooner,lebih cepat
cheese,keju
larry,Larry
spring,musim semi
page,halaman
ears,telinga
simon,Simon
castle,kastil
hidden,tersembunyi
storm,badai
cos,karena
personally,sendiri
artist,artis
hill,bukit
exciting,seru
permission,izin
jerry,Jerry
expensive,mahal
tickets,tiket
forest,hutan
barely,hampir tidak
eggs,telur
goin,pergi
regret,menyesali
lesson,pelajaran
lover,kekasih
bread,roti
andy,Andy
subject,subjek
legal,legal
growing,pertumbuhan
ill,sakit
jason,Jason
mood,suasana hati
owner,pemilik
caused,disebabkan
beeping,berbunyi bip
points,poin
dating,penanggalan
loss,kehilangan
secretary,sekretaris
revenge,pembalasan dendam
santa,Santa
likely,mungkin
rent,menyewa
connection,koneksi
assistant,asisten
reasons,alasan
yelling,berteriak
painting,lukisan
trees,pohon
doctors,dokter
rush,bergegas
foreign,luar negeri
rough,kasar
murderer,pembunuh
century,abad
nights,malam
pair,pasangan
runs,lari
pocket,saku
farm,peternakan
matt,matt
bike,sepeda
obvious,jelas
ate,makan
grew,tumbuh
professional,profesional
tim,tim
goodness,kebaikan
parts,bagian-bagian
alan,Alan
university,universitas
square,persegi
grandfather,kakek
europe,Eropa
genius,jenius
cases,kasus
ruin,menghancurkan
winter,musim dingin
tongue,lidah
memories,memori
da,da
buying,pembelian
cancer,kanker
clock,jam
ocean,laut
dna,DNA
liar,pembohong
tour,wisata
thief,maling
bleep,bunyi bip
lisa,Lisa
rights,hak
including,termasuk
competition,kompetisi
smith,pandai besi
planned,berencana
emily,Emily
boring,membosankan
victims,korban
mentioned,tersebut
bones,tulang
plant,tanaman
bless,memberkati
warning,peringatan
knocking,ketukan
re,ulang
crash,menabrak
bedroom,kamar tidur
lower,lebih rendah
silver,perak
groaning,rintihan
madame,Nyonya
defense,pertahanan
results,hasil
toilet,toilet
event,peristiwa
complicated,rumit
shape,membentuk
priest,pendeta
royal,kerajaan
cheap,murah
romantic,romantis
downstairs,di bawah
invite,mengundang
fortune,harta benda
tears,air mata
avoid,menghindari
reached,dicapai
higher,lebih tinggi
familiar,akrab
telephone,telepon
burning,pembakaran
filled,dipenuhi
kelly,Kelly
alice,Alice
airport,bandara
jobs,pekerjaan
grown,dewasa
walter,Walter
rachel,Rachel
giant,raksasa
insurance,asuransi
woods,hutan
n,N
scare,ketakutan
pleased,senang
period,periode
political,politik
player,pemain
stops,berhenti
secrets,rahasia
laura,Laura
repeat,mengulang
photos,foto
finds,menemukan
statement,penyataan
suck,mengisap
younger,lebih muda
china,Cina
humans,manusia
delicious,lezat
particular,tertentu
proper,sesuai
rome,Roma
belongs,milik
attacked,terserang
bath,mandi
hired,dipekerjakan
site,lokasi
knowledge,pengetahuan
b,B
led,dipimpin
guests,tamu
celebrate,merayakan
map,peta
horn,klakson
eventually,pada akhirnya
pity,disayangkan
powers,kekuatan
ashamed,malu
assume,menganggap
glasses,kacamata
rise,bangkit
fixed,tetap
request,meminta
officers,petugas
pounds,pon
data,data
carefully,dengan hati-hati
per,per
depends,bergantung
jury,juri
waited,menunggu
positive,positif
attorney,pengacara
direction,arah
families,keluarga
‘clock,'jam
doin,melakukan
forces,kekuatan
location,lokasi
walls,dinding
useless,tidak berguna
grant,menganugerahkan
saving,penghematan
speaks,berbicara
fought,berjuang
meal,makanan
deliver,mengantarkan
answers,jawaban
changing,berubah
temple,kuil
scary,menakutkan
millions,jutaan
offered,ditawarkan
regular,biasa
carrying,membawa
official,resmi
jacket,jaket
switch,mengalihkan
grave,kuburan
chase,mengejar
role,peran
odd,aneh
sexy,seksi
faces,wajah
becomes,menjadi
closes,menutup
badly,dengan buruk
tall,tinggi
confused,bingung
affair,perselingkuhan
television,televisi
shock,terkejut
raised,dinaikkan
panting,terengah-engah
pizza,pizza
image,gambar
clears,membersihkan
golden,keemasan
patients,pasien
watched,menonton
committed,berkomitmen
sexual,seksual
suffer,menderita
arthur,Arthur
wherever,di manapun
plate,piring
appear,muncul
chocolate,cokelat
clever,cerdik
hm,hm
mercy,belas kasihan
shots,tembakan
lucy,Lucy
dealing,berurusan dengan
trap,perangkap
charges,biaya
phil,phil
bang,bang
poison,racun
butt,pantat
drove,mengemudi
yourselves,Kalian
headed,menuju
babies,bayi
yellow,kuning
soup,sup
mystery,misteri
picking,pemetikan
sat,duduk
wound,luka
traffic,lalu lintas
courage,keberanian
hunt,berburu
indian,India
rat,tikus
terms,ketentuan
italian,Italia
emma,Emma
checking,memeriksa
disease,penyakit
managed,dikelola
winner,pemenang
council,dewan
appointment,janji temu
monday,Senin
crack,retakan
threat,ancaman
jenny,Jenny
physical,fisik
nation,bangsa
source,sumber
chose,memilih
healthy,sehat
carl,Carl
victory,kemenangan
rick,Rick
stood,berdiri
kicked,menendang
annie,Annie
disgusting,menjijikkan
palace,istana
below,di bawah
shopping,belanja
neighborhood,lingkungan
march,berbaris
lips,bibir
midnight,tengah malam
piss,kencing
advantage,keuntungan
pure,murni
india,India
aside,ke samping
jerk,berengsek
mail,surat
dawn,fajar
effect,memengaruhi
spell,mengeja
freak,orang aneh
wood,kayu
screwed,sekrup
enemies,musuh
gary,Gary
awake,bangun
chuckling,tertawa kecil
vacation,liburan
violence,kekerasan
leo,Leo
grandmother,nenek
modern,modern
luke,Lukas
firm,tegas
prime,utama
heh,heh
touched,tersentuh
talent,bakat
whore,pelacur
piano,piano
license,lisensi
cooking,memasak
honour,menghormati
concern,kekhawatiran
moves,bergerak
available,tersedia
factory,pabrik
gods,dewa-dewa
value,nilai
central,pusat
union,serikat
mirror,cermin
studio,studio
media,media
taxi,taksi
dies,meninggal
iron,besi
hearts,hati
desire,menginginkan
rob,merampok
claire,Claire
fred,Fred
songs,lagu-lagu
washington,Washington
monkey,monyet
pride,kebanggaan
pills,pil
miracle,keajaiban
swim,berenang
burned,terbakar
smells,bau
joking,bercanda
christian,Kristen
bleeding,perdarahan
hook,kait
beating,pukulan
protection,perlindungan
treatment,perlakuan
ear,telinga
carter,tukang gerobak
metal,logam
disappear,menghilang
grateful,bersyukur
extremely,sangat
treasure,harta karun
rescue,menyelamatkan
capable,mampu
passing,lewat
chatter,obrolan
result,hasil
suffering,menderita
sisters,saudara perempuan
laid,dibaringkan
governor,gubernur
guards,penjaga
louis,Louis
text,teks
literally,secara harfiah
remove,menghapus
becoming,menjadi
performance,pertunjukan
stronger,lebih kuat
rate,kecepatan
deeply,dalam
scream,berteriak
desert,gurun
vehicle,kendaraan
illegal,liar
pulling,menarik
throwing,pelemparan
josh,Josh
unbelievable,sulit dipercaya
ted,ted
zero,nol
dean,dekan
curious,penasaran
sean,Sean
candy,permen
bone,tulang
tied,terikat
edge,tepian
load,memuat
susan,Susan
ahh,ahh
mountains,pegunungan
boom,ledakan
former,mantan
holiday,hari libur
riding,berkuda
scoffs,mencemooh
hundreds,ratusan
motherfucker,bajingan
sue,menuntut
bags,tas
stealing,pencurian
appears,tampak
arrive,tiba
remains,tetap
decent,baik
issues,masalah
tip,tip
fail,gagal
bride,pengantin perempuan
pissed,marah
penny,sen dolar
claim,mengeklaim
friendship,persahabatan
desperate,putus asa
flower,bunga
dramatic,dramatis
refuse,menolak
solve,menyelesaikan
theme,tema
loving,penuh kasih
properly,dengan baik
dragon,naga
mostly,sebagian besar
chuck,membuang
directly,secara langsung
surface,permukaan
false,PALSU
cast,pemeran
junior,muda
hunting,memburu
silent,diam
thou,engkau
egg,telur
germany,Jerman
punch,memukul
africa,Afrika
woke,terbangun
intelligence,intelijen
borrow,meminjam
winning,kemenangan
falls,air terjun
popular,populer
escaped,melarikan diri
witch,penyihir
convinced,yakin
warn,memperingatkan
announcer,penyiar
champagne,sampanye
dust,debu
kyle,Kyle
someday,suatu hari nanti
fallen,jatuh
stranger,lebih aneh
presence,kehadiran
tear,merobek
st.,St.
internet,Internet
monsieur,Tuan
therefore,Karena itu
technology,teknologi
tires,ban
toast,roti panggang
wise,bijak
clark,Clark
americans,orang Amerika
notes,catatan
smoking,merokok
hank,gulungan
ls,ls
april,April
wolf,serigala
precious,berharga
rooms,kamar
coast,pesisir
treated,diperlakukan
material,bahan
released,dilepaskan
uniform,seragam
hated,membenci
considered,dipertimbangkan
rice,beras
exchange,menukarkan
steps,tangga
blake,Blake
convince,meyakinkan
beast,binatang buas
cow,sapi
files,berkas
signs,tanda-tanda
drag,menyeret
cab,taksi
hung,tergantung
carried,telah membawa
ordinary,biasa
successful,berhasil
eve,malam
mistakes,kesalahan
houses,rumah
chattering,berceloteh
brains,otak
japan,Jepang
creature,makhluk
fourth,keempat
separate,memisahkan
cleaning,pembersihan
california,California
lf,lf
ll,II
shift,menggeser
elizabeth,Elizabeth
chicago,Chicago
exact,akurat
karen,Karen
goal,sasaran
expert,pakar
served,disajikan
direct,langsung
score,skor
row,baris
marks,nilai
twenty,dua puluh
receive,menerima
series,seri
section,bagian
pilot,pilot
jackson,Jackson
darkness,kegelapan
thy,engkau
sale,penjualan
destiny,takdir
cure,menyembuhkan
spoken,lisan
armed,bersenjata
rare,langka
helen,Helen
grade,nilai
juice,jus
wide,lebar
tower,menara
solution,larutan
schedule,jadwal
explosion,ledakan
wheel,roda
cigarette,rokok
julie,Julie
fruit,buah
blew,tertiup
victor,pemenang
talks,pembicaraan
sacrifice,pengorbanan
range,jangkauan
button,tombol
reports,laporan
prisoner,tawanan
pie,pai
effort,upaya
youth,anak muda
pot,pot
eaten,dimakan
taylor,Taylor
knees,lutut
garage,garasi
parking,parkir
ambulance,ambulans
staring,menatap
chances,peluang
circumstances,keadaan
sin,dosa
gordon,Gordon
progress,kemajuan
unusual,tidak biasa
county,daerah
stairs,tangga
campaign,kampanye
‘mon,Senin
vision,penglihatan
reporter,reporter
equipment,peralatan
moments,momen
joey,Joey
mass,massa
alien,asing
trapped,terjebak
helps,membantu
route,rute
defend,membela
trace,jejak
nasty,tidak menyenangkan
tests,tes
magazine,majalah
rocks,batu
dump,membuang
rude,kasar
searching,mencari
clue,petunjuk
connected,terhubung
amen,Amin
pushed,didorong
merry,ceria
zone,daerah
senior,senior
closing,penutupan
freeze,membekukan
emperor,kaisar
incident,insiden
snake,ular
mexico,Meksiko
lily,bunga bakung
actor,aktor
newspaper,koran
sentence,kalimat
greg,Greg
leading,terkemuka
friendly,ramah
jones,Jones
chosen,terpilih
engaged,bertunangan
julia,Julia
charming,menawan
mustn,tidak boleh
anger,amarah
spending,pengeluaran
learning,sedang belajar
spy,mengintai
sharp,tajam
shadow,bayangan
warrant,menjamin
elevator,lift
kingdom,kerajaan
ricky,Ricky
jamie,Jamie
squad,pasukan
shoulder,bahu
wave,melambai
amanda,Amanda
highness,kebesaran
kinds,jenis
fishing,penangkapan ikan
sometime,beberapa waktu
attitude,sikap
sucks,menyebalkan
negative,negatif
screen,layar
workers,pekerja
bored,bosan
cameras,kamera
similar,serupa
understanding,memahami
beeps,bunyi bip
chain,rantai
bull,banteng
gasping,terengah-engah
fully,sepenuhnya
robin,burung robin
collect,mengumpulkan
gorgeous,sangat indah
morgan,Morgan
passion,gairah
writer,penulis
empire,kerajaan
international,internasional
curse,menyumpahi
hire,mempekerjakan
bastards,bajingan
puts,menempatkan
leads,prospek
id,pengenal
blows,pukulan
sons,anak laki-laki
estate,perkebunan
customers,pelanggan
maggie,Maggie
gunshot,suara tembakan
i—,Saya-
device,perangkat
troops,pasukan
hug,memeluk
design,desain
movement,pergerakan
thunder,guruh
object,obyek
loser,pecundang
pen,pena
sobbing,terisak-isak
politics,politik
despite,meskipun
alcohol,alkohol
climb,mendaki
clients,klien
conference,konferensi
provide,menyediakan
marty,Marty
seek,mencari
witnesses,saksi
earn,menghasilkan
trash,sampah
valley,lembah
fashion,mode
howard,Howard
episode,episode
prize,hadiah
previously,sebelumnya
sports,olahraga
wanting,ingin
debt,utang
wishes,harapan
hitler,Hitler
wire,kabel
thee,engkau
circle,lingkaran
approach,mendekati
stock,saham
facts,fakta
remembered,diingat
percent,persen
normally,biasanya
tail,ekor
joined,bergabung
education,pendidikan
bravo,bravo
library,perpustakaan
rape,memperkosa
wings,sayap
growling,menggeram
thrown,dilempar
tank,tangki
exhales,menghembuskan napas
authority,otoritas
current,saat ini
failure,kegagalan
nightmare,mimpi buruk
hitting,memukul
glory,kejayaan
knocked,mengetuk
studying,mempelajari
barry,Barry
agency,agen
apple,apel
border,berbatasan
rope,tali
duck,bebek
reputation,reputasi
confidence,kepercayaan diri
yard,halaman
beloved,kesayangan
lack,kekurangan
actual,sebenarnya
skills,keterampilan
films,film
mental,mental
salt,garam
flesh,daging
anne,Anne
secure,aman
highly,sangat
federal,federal
sand,pasir
emotional,emosional
setting,pengaturan
nothin,tidak ada apa-apa
senator,senator
services,layanan
robbery,perampokan
hates,membenci
fed,diberi makan
reward,hadiah
theater,teater
johnson,Johnson
commit,melakukan
patrick,Patrick
entirely,sepenuhnya
extraordinary,luar biasa
ships,kapal
opposite,di depan
parties,pesta
stands,berdiri
terry,terry
chat,mengobrol
events,acara
mummy,mumi
bay,teluk
slip,tergelincir
disappointed,kecewa
settled,mapan
begins,dimulai
andrew,Andrew
alert,peringatan
detail,detail
pink,berwarna merah muda
fellas,teman-teman
accepted,diterima
background,latar belakang
garbage,sampah
panic,panik
minds,pikiran
belt,sabuk
blowing,hembusan
hollywood,Hollywood
agreement,perjanjian
jackie,Jackie
pushing,mendorong
ability,kemampuan
tiger,harimau
whispering,bisikan
culture,budaya
saint,santo
jesse,Jesse
task,tugas
solid,padat
doll,boneka
intend,bermaksud
district,daerah
pa,pa
gee,Wah
custody,hak asuh
ignore,mengabaikan
naturally,tentu saja
useful,berguna
attempt,percobaan
abandoned,ditinggalkan
cutting,pemotongan
kissed,dicium
guarantee,menjamin
barking,gonggongan
gather,mengumpulkan
policy,kebijakan
u.s.,kita.
violent,brutal
maid,pembantu
embarrassing,memalukan
childhood,masa kecil
wasting,menyia nyiakan
bow,busur
chick,anak ayam
sara,Sara
disaster,bencana
revolution,revolusi
online,on line
f,F
demon,setan
heavily,sangat
coincidence,kebetulan
perform,melakukan
thin,tipis
terrific,hebat
mac,Mac
crown,mahkota
identity,identitas
virgin,perawan
impressive,menakjubkan
windows,jendela
no-one,tidak seorang pun
potential,potensi
guitar,gitar
committee,komite
dozen,lusin
delivery,pengiriman
advance,maju
quietly,diam-diam
stan,stan
teaching,pengajaran
hunter,pemburu
latest,terbaru
hurting,menyakitkan
swing,mengayun
capital,modal
counting,perhitungan
drew,menggambar
dirt,kotoran
whistle,peluit
marie,marie
hits,pukulan
doug,Doug
deny,membantah
urgent,mendesak
threatened,terancam
behavior,perilaku
molly,molly
mixed,campur aduk
stays,menginap
assure,memastikan
subtitles,teks terjemahan
explanation,penjelasan
wins,kemenangan
unique,unik
chasing,mengejar
billion,miliar
duke,duke
production,produksi
slave,budak
agents,agen
carol,Carol
lets,mari kita
cruel,kejam
mask,masker
sally,Sally
behave,berperilaku baik
bury,mengubur
massive,besar sekali
pathetic,menyedihkan
species,jenis
approaching,mendekati
jo,jo
loan,meminjamkan
struggle,berjuang
dish,piring
trusted,tepercaya
jumped,melompat
firing,penembakan
channel,saluran
abby,abby
stopping,henti
asks,bertanya
jean,celana jeans
swimming,renang
daily,sehari-hari
basement,ruang bawah tanah
linda,Linda
quarter,seperempat
erm,erm
bound,melompat
navy,angkatan laut
article,artikel
guide,memandu
accused,dituduh
transfer,transfer
guts,nyali
quality,kualitas
fella,kawan
roman,Roma
greater,lebih besar
damned,terkutuk
couch,sofa
cheer,bersorak
vegas,Vegas
shoe,sepatu
title,judul
shy,malu
punishment,hukuman
los,los
clicks,klik
‘you,'Anda
closet,lemari
bye-bye,selamat tinggal
fever,demam
coward,pengecut
flash,kilatan
impressed,terkesan
bruce,Bruce
siren,sirene
prisoners,tahanan
sides,sisi
bowl,mangkuk
katie,Katie
supply,memasok
sensitive,peka
hopefully,semoga
rolling,bergulir
roy,roy
dollar,dolar
tone,nada
voices,suara
g,G
‘i,'Saya
cheating,curang
confess,mengakui
demand,tuntutan
museum,museum
unknown,tidak dikenal
drama,drama
suspicious,mencurigakan
adult,dewasa
todd,Todd
frightened,takut
warned,memperingatkan
steady,stabil
kills,membunuh
crossed,menyeberang
lou,lou
particularly,khususnya
sandwich,sandwich
laws,hukum
joint,persendian
bullets,peluru
package,kemasan
trained,terlatih
thursday,Kamis
boots,sepatu bot
possibility,kemungkinan
albert,Albert
civil,sipil
june,Juni
germans,orang Jerman
baseball,baseball
express,cepat
miserable,menderita
tuesday,Selasa
parker,Parker
lion,singa
joseph,Joseph
refused,ditolak
shine,bersinar
assault,menyerang
hong,Hong
jokes,candaan
breaks,istirahat
argue,membantah
you—,Anda-
trail,jejak
option,pilihan
recall,mengingat
mighty,kuat
collection,koleksi
oliver,Oliver
wilson,Wilson
accent,aksen
believes,percaya
decisions,keputusan
embarrassed,malu
mobile,ponsel
customer,pelanggan
terribly,sangat
sec,detik
charity,amal
considering,mempertimbangkan
pussy,cat
donna,donna
protecting,melindungi
flag,bendera
kidnapped,diculik
italy,Italia
balance,keseimbangan
creatures,makhluk
nuclear,nuklir
wallet,dompet
shout,berteriak
vincent,Vincent
entered,masuk
impression,kesan
angela,Angela
jay,jay
degrees,derajat
favour,kebaikan
reaction,reaksi
network,jaringan
jessica,Jessica
version,versi
concert,konser
gear,gigi
singer,penyanyi
diamond,berlian
defeat,mengalahkan
steven,Steven
lane,jalur
blast,ledakan
wounded,luka
anytime,kapan pun
partners,mitra
ages,usia
charlotte,Charlotte
ceremony,upacara
league,liga
bars,bar
orange,oranye
specific,spesifik
conditions,kondisi
plastic,plastik
crisis,krisis
fifth,kelima
term,ketentuan
self,diri sendiri
offering,menawarkan
bud,tunas
suffered,menderita
reported,dilaporkan
commissioner,komisaris
rip,merobek
mysterious,misterius
entrance,pintu masuk
messed,berantakan
tunnel,terowongan
designed,dirancang
neighbor,tetangga
aboard,di atas kapal
sweat,keringat
justin,Justin
ghosts,hantu
crimes,kejahatan
costs,biaya
deserves,pantas
dreaming,bermimpi
bust,menyergap
el,el
teddy,boneka beruang
kong,Kong
messages,pesan
enjoying,menikmati
afterwards,setelah itu
comfort,kenyamanan
mason,tukang batu
surrender,menyerah
gym,pusat kebugaran
kitty,kucing
crush,menghancurkan
yup,ya
arranged,diatur
suits,setelan jas
pee,kencing
stress,menekankan
cave,gua
wing,sayap
jordan,Yordania
arrange,mengatur
comrade,kawan
noble,bangsawan
tricks,trik
betty,Betty
launch,meluncurkan
legend,legenda
mix,mencampur
golf,golf
imagination,imajinasi
fox,rubah
kissing,berciuman
butter,mentega
tax,pajak
gross,bruto
edward,Edward
texas,Texas
insist,bersikeras
marcus,Marcus
classic,klasik
selfish,egois
skull,tengkorak
frankie,Frankie
shown,ditampilkan
bat,kelelawar
survived,selamat
print,mencetak
champion,juara
bills,tagihan
therapy,terapi
lifetime,seumur hidup
throughout,selama
a.m.,pagi
nathan,Nathan
toward,ke arah
sauce,saus
experiment,percobaan
margaret,Margaret
describe,menggambarkan
ross,Ross
grass,rumput
cheat,mencurangi
attend,menghadiri
homework,pekerjaan rumah
lewis,Lewis
betrayed,dikhianati
servant,pelayan
cap,topi
tyler,Tyler
bible,Alkitab
practically,praktis
catherine,Catherine
steel,baja
wipe,menghapus
burns,luka bakar
j,J
generation,generasi
cabin,kabin
financial,finansial
industry,industri
bond,menjalin kedekatan
