you,Jij
mentioned,genoemd
bones,botten
plant,plant
bless,zegenen
warning,waarschuwing
knocking,kloppen
re,met betrekking tot
crash,crash
bedroom,slaapkamer
lower,lager
silver,zilver
groaning,gekreun
madame,mevrouw
defense,verdediging
results,resultaten
toilet,toilet
event,evenement
complicated,ingewikkeld
shape,vorm
priest,priester
royal,koninklijk
cheap,goedkoop
romantic,romantisch
downstairs,beneden
invite,uitnodiging
fortune,fortuin
tears,tranen
avoid,voorkomen
reached,bereikt
higher,hoger
familiar,bekend
telephone,telefoon
burning,brandend
filled,gevuld
kelly,Kelly
alice,Alice
airport,luchthaven
jobs,banen
grown,gekweekt
walter,Walter
rachel,Rachel
giant,reus
insurance,verzekering
woods,bos
n,N
scare,schrik
pleased,tevreden
period,periode
political,politiek
player,speler
stops,stopt
secrets,geheimen
laura,Laura
repeat,herhalen
photos,foto's
finds,vindt
statement,stelling
suck,zuigen
younger,jonger
china,China
humans,mensen
delicious,verrukkelijk
particular,bijzonder
proper,juist
rome,Rome
belongs,behoort
attacked,aangevallen
bath,bad
hired,ingehuurd
site,site
knowledge,kennis
b,B
led,geleid
guests,gasten
celebrate,vieren
map,kaart
horn,hoorn
eventually,eventueel
pity,medelijden
powers,bevoegdheden
ashamed,beschaamd
assume,aannemen
glasses,bril
rise,opstaan
fixed,vast
request,verzoek
officers,agenten
pounds,ponden
data,gegevens
carefully,voorzichtig
per,per
depends,hangt ervan af
jury,jury
waited,wachtte
positive,positief
attorney,advocaat
direction,richting
families,gezinnen
‘clock,'klok
doin,doen
forces,krachten
location,locatie
walls,muren
useless,nutteloos
grant,studiebeurs
saving,besparing
speaks,spreekt
fought,gevochten
meal,maaltijd
deliver,leveren
answers,antwoorden
changing,veranderen
temple,tempel
scary,eng
millions,miljoenen
offered,aangeboden
regular,normaal
carrying,dragen
official,officieel
jacket,jasje
switch,schakelaar
grave,graf
chase,achtervolging
role,rol
odd,vreemd
sexy,sexy
faces,gezichten
becomes,wordt
closes,sluit
badly,slecht
tall,lang
confused,verward
affair,affaire
television,televisie
shock,schok
raised,verhoogd
panting,hijgen
pizza,pizza
image,afbeelding
clears,clears
golden,gouden
patients,patiënten
watched,bekeken
committed,betrokken
sexual,seksueel
suffer,lijden
arthur,Arthur
wherever,waar dan ook
plate,bord
appear,verschijnen
chocolate,chocolade
clever,slim
hm,hm
mercy,genade
shots,schoten
lucy,Lucy
dealing,handelen
trap,val
charges,kosten
phil,phil
bang,knal
poison,vergif
butt,kont
drove,reed
yourselves,jullie
headed,gericht
babies,baby's
yellow,geel
soup,soep
mystery,mysterie
picking,plukken
sat,zat
wound,wond
traffic,verkeer
courage,moed
hunt,jacht
indian,Indiase
rat,rat
terms,voorwaarden
italian,Italiaans
emma,Emma
checking,controleren
disease,ziekte
managed,beheerd
winner,winnaar
council,raad
appointment,afspraak
monday,Maandag
crack,scheur
threat,bedreiging
jenny,Jenny
physical,fysiek
nation,natie
source,bron
chose,kozen
healthy,gezond
carl,Carl
victory,overwinning
rick,rick
stood,stond
kicked,geschopt
annie,Annie
disgusting,afschuwelijk
palace,paleis
below,onderstaand
shopping,winkelen
neighborhood,buurt
march,maart
lips,lippen
midnight,middernacht
piss,pis
advantage,voordeel
pure,zuiver
india,India
aside,af
jerk,eikel
mail,mail
dawn,ochtendgloren
effect,effect
spell,spellen
freak,freak
wood,hout
screwed,genaaid
enemies,vijanden
gary,gary
awake,wakker
chuckling,grinniken
vacation,vakantie
violence,geweld
leo,leeuw
grandmother,grootmoeder
modern,modern
luke,Lucas
firm,stevig
prime,prime
heh,heh
touched,aangeraakt
talent,talent
whore,hoer
piano,piano
license,licentie
cooking,koken
honour,eer
concern,zorg
moves,bewegingen
available,beschikbaar
factory,fabriek
gods,goden
value,waarde
central,centraal
union,unie
mirror,spiegel
studio,studio
media,media
taxi,taxi
dies,sterft
iron,ijzer
hearts,harten
desire,wens
rob,beroven
claire,Claire
fred,Fred
songs,liedjes
washington,Washington
monkey,aap
pride,trots
pills,pillen
miracle,wonder
swim,zwemmen
burned,verbrand
smells,geuren
joking,grappen maken
christian,christelijk
bleeding,bloeding
hook,haak
beating,slaan
protection,bescherming
treatment,behandeling
ear,oor
carter,voerman
metal,metaal
disappear,verdwijnen
grateful,dankbaar
extremely,extreem
treasure,schat
rescue,redden
capable,geschikt
passing,passeren
chatter,geklets
result,resultaat
suffering,lijden
sisters,zussen
laid,neergelegd
governor,gouverneur
guards,bewakers
louis,Louis
text,tekst
literally,letterlijk
remove,verwijderen
becoming,worden
performance,prestatie
stronger,sterker
rate,tarief
deeply,diep
scream,schreeuw
desert,woestijn
vehicle,voertuig
illegal,illegaal
pulling,trekken
throwing,gooien
josh,Josh
unbelievable,ongelooflijk
ted,Ted
zero,nul
dean,decaan
curious,nieuwsgierig
sean,zeehond
candy,snoep
bone,bot
tied,gebonden
edge,rand
load,laden
susan,Susan
ahh,ahh
mountains,bergen
boom,boom
former,voormalig
holiday,vakantie
riding,rijden
scoffs,spot
hundreds,honderden
motherfucker,klootzak
sue,aanklagen
bags,tassen
stealing,stelen
appears,verschijnt
arrive,aankomen
remains,blijft
decent,redelijk
issues,problemen
tip,tip
fail,mislukking
bride,bruid
pissed,boos
penny,cent
claim,claim
friendship,vriendschap
desperate,wanhopig
flower,bloem
dramatic,dramatisch
refuse,weigeren
solve,oplossen
theme,thema
loving,liefdevol
properly,op de juiste manier
dragon,draak
mostly,grotendeels
chuck,troep
directly,direct
surface,oppervlak
false,onjuist
cast,vorm
junior,junior
hunting,jacht
silent,stil
thou,gij
egg,ei
germany,duitsland
punch,stoot
africa,Afrika
woke,werd wakker
intelligence,intelligentie-
borrow,lenen
winning,winnen
falls,valt
popular,populair
escaped,ontsnapt
witch,heks
convinced,overtuigd
warn,waarschuwen
announcer,omroeper
champagne,Champagne
dust,stof
kyle,Kyle
someday,ooit
fallen,gevallen
stranger,vreemdeling
presence,aanwezigheid
tear,traan
st.,st.
internet,internet
monsieur,meneer
therefore,daarom
technology,technologie
tires,banden
toast,toast
wise,verstandig
clark,Clark
americans,Amerikanen
notes,notities
smoking,roken
hank,streng
ls,ls
april,april
wolf,wolf
precious,schitterend
rooms,kamers
coast,kust
treated,behandeld
material,materiaal
released,uitgegeven
uniform,uniform
hated,gehaat
considered,beschouwd
rice,rijst
exchange,aandelenbeurs
steps,stappen
blake,Blake
convince,overtuigen
beast,beest
cow,koe
files,bestanden
signs,borden
drag,sleuren
cab,taxi
hung,opgehangen
carried,gedragen
ordinary,normaal
successful,succesvol
eve,vooravond
mistakes,fouten
houses,huizen
chattering,geklets
brains,hersenen
japan,Japan
creature,schepsel
fourth,vierde
separate,verschillend
cleaning,schoonmaak
california,Californië
lf,lf
ll,ll
shift,verschuiving
elizabeth,Elizabeth
chicago,Chicago
exact,exact
karen,Karen
goal,doel
expert,deskundige
served,geserveerd
direct,direct
score,score
row,rij
marks,merken
twenty,twintig
receive,ontvangen
series,serie
section,sectie
pilot,piloot
jackson,Jackson
darkness,duisternis
thy,uw
sale,verkoop
destiny,bestemming
cure,genezing
spoken,gesproken
armed,gewapend
rare,zeldzaam
helen,Helen
grade,cijfer
juice,sap
wide,breed
tower,toren
solution,oplossing
schedule,schema
explosion,explosie
wheel,wiel
cigarette,sigaret
julie,Julie
fruit,fruit
blew,waaide
victor,Victor
talks,gesprekken
sacrifice,offer
range,bereik
button,knop
reports,rapporten
prisoner,gevangene
pie,taart
effort,poging
youth,jeugd
pot,pot
eaten,gegeten
taylor,Taylor
knees,knieën
garage,garage
parking,parkeren
ambulance,ambulance
staring,staren
chances,kansen
circumstances,omstandigheden
sin,zonde
gordon,Gordon
progress,voortgang
unusual,ongebruikelijk
county,district
stairs,trap
campaign,campagne
‘mon,‘mon
vision,visie
reporter,verslaggever
equipment,apparatuur
moments,momenten
joey,Joey
mass,massa
alien,vreemdeling
trapped,gevangen
helps,helpt
route,route
defend,verdedigen
trace,spoor
nasty,vervelend
tests,tests
magazine,tijdschrift
rocks,rotsen
dump,stortplaats
rude,brutaal
searching,zoeken
clue,aanwijzing
connected,aangesloten
amen,amen
pushed,duwde
merry,Vrolijk
zone,zone
senior,senior
closing,sluiting
freeze,bevriezen
emperor,keizer
incident,incident
snake,slang
mexico,Mexico
lily,lelie
actor,acteur
newspaper,krant
sentence,zin
greg,Greg
leading,leidend
friendly,vriendelijk
jones,Jones
chosen,gekozen
engaged,betrokken
julia,Julia
charming,charmant
mustn,moet
anger,woede
spending,uitgaven
learning,leren
spy,spion
sharp,scherp
shadow,schaduw
warrant,borg
elevator,lift
kingdom,koninkrijk
ricky,Ricky
jamie,Jamie
squad,selectie
shoulder,schouder
wave,golf
amanda,Amanda
highness,hoogheid
kinds,soorten
fishing,vissen
sometime,soms
attitude,houding
sucks,klote
negative,negatief
screen,scherm
workers,werknemers
bored,verveeld
cameras,camera's
similar,vergelijkbaar
understanding,begrip
beeps,piepjes
chain,ketting
bull,stier
gasping,hijgend
fully,volledig
robin,roodborstje
collect,verzamelen
gorgeous,heerlijk
morgan,Morgan
passion,passie
writer,schrijver
empire,Empire
international,Internationale
curse,vloek
hire,arbeidskracht
bastards,klootzakken
puts,zet
leads,leads
id,id
blows,klappen
sons,zonen
estate,landgoed
customers,klanten
maggie,Maggie
gunshot,schot
i—,i-
device,apparaat
troops,troepen
hug,knuffel
design,ontwerp
movement,beweging
thunder,donder
object,voorwerp
loser,verliezer
pen,pen
sobbing,snikken
politics,politiek
despite,ondanks
alcohol,alcohol
climb,beklimmen
clients,klanten
conference,conferentie
provide,voorzien
marty,martelaar
seek,zoeken
witnesses,getuigen
earn,verdienen
trash,afval
valley,vallei
fashion,mode
howard,Howard
episode,aflevering
prize,prijs
previously,eerder
sports,sport-
wanting,willen
debt,schuld
wishes,wensen
hitler,Hitler
wire,draad
thee,u
circle,cirkel
approach,benadering
stock,voorraad
facts,feiten
remembered,herinnerde zich
percent,procent
normally,normaal
tail,staart
joined,lid geworden
education,onderwijs
bravo,Bravo
library,bibliotheek
rape,verkrachting
wings,vleugels
growling,grommen
thrown,gegooid
tank,tank
exhales,ademt uit
authority,autoriteit
current,huidig
failure,mislukking
nightmare,nachtmerrie
hitting,raken
glory,heerlijkheid
knocked,geklopt
studying,studeren
barry,Barry
agency,bureau
apple,appel
border,grens
rope,touw
duck,eend
reputation,reputatie
confidence,vertrouwen
yard,tuin
beloved,geliefd
lack,gebrek
actual,werkelijke
skills,vaardigheden
films,films
mental,mentaal
salt,zout
flesh,vlees
anne,Anne
secure,zeker
highly,zeer
federal,federaal
sand,zand
emotional,emotioneel
setting,instelling
nothin,niets
senator,senator
services,diensten
robbery,beroving
hates,haat
fed,gevoed
reward,beloning
theater,theater
johnson,Johnson
commit,verbinden
patrick,Patrick
entirely,geheel
extraordinary,uitzonderlijk
ships,schepen
opposite,tegenovergestelde
parties,partijen
stands,staat
terry,Terry
chat,chat
events,evenementen
mummy,mama
bay,baai
slip,slip
disappointed,teleurgesteld
settled,gevestigd
begins,begint
andrew,Andrew
alert,waarschuwing
detail,detail
pink,roze
fellas,jongens
accepted,geaccepteerd
background,achtergrond
garbage,afval
panic,paniek
minds,geesten
belt,riem
blowing,blazen
hollywood,Hollywood
agreement,overeenkomst
jackie,Jackie
pushing,duwen
ability,vaardigheid
tiger,tijger
whispering,gefluister
culture,cultuur
saint,heilige
jesse,Jesse
task,taak
solid,stevig
doll,POP
intend,bedoeling
district,wijk
pa,pa
gee,jee
custody,voogdij
ignore,negeren
naturally,natuurlijk
useful,bruikbaar
attempt,poging
abandoned,verlaten
cutting,snijden
kissed,gekust
guarantee,garantie
barking,blaffen
gather,bijeenkomen
policy,beleid
u.s.,ons.
violent,gewelddadig
maid,huishoudelijke hulp
embarrassing,gênant
childhood,jeugd
wasting,verspillen
bow,boog
chick,kuiken
sara,Sara
disaster,ramp
revolution,revolutie
online,online
f,F
demon,demon
heavily,zwaar
coincidence,toeval
perform,presteren
thin,dun
terrific,geweldig
mac,mac
crown,kroon
identity,identiteit
virgin,maagd
impressive,indrukwekkend
windows,ramen
no-one,niemand
potential,potentieel
guitar,gitaar
committee,commissie
dozen,dozijn
delivery,levering
advance,voorschot
quietly,rustig
stan,stan
teaching,onderwijs
hunter,jager
latest,nieuwste
hurting,pijn doen
swing,schommel
capital,hoofdstad
counting,tellen
drew,tekende
dirt,vuil
whistle,fluit
marie,Marie
hits,hits
doug,Doug
deny,ontkennen
urgent,dringend
threatened,bedreigd
behavior,gedrag
molly,molly
mixed,gemengd
stays,blijft
assure,verzekeren
subtitles,ondertitels
explanation,uitleg
wins,wint
unique,uniek
chasing,achternajagen
billion,miljard
duke,hertog
production,productie
slave,slaaf
agents,agenten
carol,Carol
lets,laten
cruel,wreed
mask,masker
sally,Sally
behave,gedragen
bury,begraven
massive,enorm
pathetic,ellendig
species,soort
approaching,naderend
jo,jo
loan,lening
struggle,strijd
dish,gerecht
trusted,vertrouwd
jumped,sprong
firing,schieten
channel,kanaal
abby,Abby
stopping,stoppen
asks,vraagt
jean,jean
swimming,zwemmen
daily,dagelijks
basement,kelder
linda,Linda
quarter,kwartaal
erm,eh
bound,gebonden
navy,marine
article,artikel
guide,gids
accused,beschuldigd
transfer,overdracht
guts,ingewanden
quality,kwaliteit
fella,kerel
roman,Romeinse
greater,groter
damned,verdoemd
couch,bank
cheer,juichen
vegas,Vegas
shoe,schoen
title,titel
shy,verlegen
punishment,straf
los,los
clicks,klikken
‘you,'Jij
closet,kast
bye-bye,tot ziens
fever,koorts
coward,lafaard
flash,flash
impressed,onder de indruk
bruce,Bruce
siren,sirene
prisoners,gevangenen
sides,zijkanten
bowl,schaal
katie,Katie
supply,levering
sensitive,gevoelig
hopefully,hopelijk
rolling,rollen
roy,koning
dollar,dollar
tone,toon
voices,stemmen
g,G
‘i,'i
cheating,bedriegen
confess,toegeven
demand,vraag
museum,museum
unknown,onbekend
drama,drama
suspicious,verdacht
adult,volwassen
todd,todd
frightened,bang
warned,gewaarschuwd
steady,stabiel
kills,doodt
crossed,gekruist
lou,lou
particularly,bijzonder
sandwich,sandwich
laws,wetten
joint,gewricht
bullets,kogels
package,pakket
trained,getraind
thursday,Donderdag
boots,laarzen
possibility,mogelijkheid
albert,Albert
civil,burgerlijk
june,juni
germans,Duitsers
baseball,honkbal
express,nadrukkelijk
miserable,miserabel
tuesday,Dinsdag
parker,parker
lion,leeuw
joseph,Jozef
refused,geweigerd
shine,glans
assault,overval
hong,hong
jokes,grappen
breaks,pauzes
argue,ruzie maken
you—,Jij-
trail,pad
option,optie
recall,herinneren
mighty,machtig
collection,verzameling
oliver,Oliver
wilson,Wilson
accent,accent
believes,gelooft
decisions,beslissingen
embarrassed,gegeneerd
mobile,mobiel
customer,klant
terribly,vreselijk
sec,sec
charity,goed doel
considering,overwegende
pussy,kutje
donna,Donna
protecting,beschermen
flag,vlag
kidnapped,ontvoerd
italy,Italië
balance,evenwicht
creatures,wezens
nuclear,kern
wallet,portemonnee
shout,schreeuwen
vincent,Vincent
entered,ingevoerd
impression,indruk
angela,engel
jay,Jay
degrees,graden
favour,gunst
reaction,reactie
network,netwerk
jessica,Jessica
version,versie
concert,concert
gear,versnelling
singer,zanger
diamond,diamant
defeat,verlies
steven,Steven
lane,rijstrook
blast,ontploffing
wounded,gewond
anytime,altijd
partners,partners
ages,leeftijden
charlotte,Charlotte
ceremony,ceremonie
league,competitie
bars,bars
orange,oranje
specific,specifiek
conditions,voorwaarden
plastic,plastic
crisis,crisis
fifth,vijfde
term,termijn
self,zelf
offering,aanbod
bud,knop
suffered,leed
reported,meldde
commissioner,commissaris
rip,scheur
mysterious,mysterieus
entrance,Ingang
messed,verknoeid
tunnel,tunnel
designed,ontworpen
neighbor,buurman
aboard,aan boord
sweat,zweet
justin,Justin
ghosts,spoken
crimes,misdaden
costs,kosten
deserves,verdient
dreaming,dromen
bust,borstbeeld
el,el
teddy,teddy
kong,kong
messages,berichten
enjoying,genieten
afterwards,daarna
comfort,comfort
mason,metselaar
surrender,overgave
gym,sportschool
kitty,pot
crush,verbrijzeling
yup,ja
arranged,geregeld
suits,pakken
pee,plassen
stress,spanning
cave,grot
wing,vleugel
jordan,Jordanië
arrange,regelen
comrade,kameraad
noble,edele
tricks,trucs
betty,Betty
launch,launch
legend,legende
mix,mengen
golf,golf
imagination,verbeelding
fox,vos
kissing,kussen
butter,boter
tax,belasting
gross,goor
edward,Edward
texas,Texas
insist,volharden
marcus,Marcus
classic,klassiek
selfish,egoïstisch
skull,schedel
frankie,Frankie
shown,getoond
bat,knuppel
survived,overleefd
print,afdrukken
champion,kampioen
bills,rekeningen
therapy,therapie
lifetime,levensduur
throughout,door
a.m.,ben.
nathan,Nathan
toward,richting
sauce,saus
experiment,experiment
margaret,Margaret
describe,beschrijven
ross,Ross
grass,gras
cheat,bedriegen
attend,bijwonen
homework,huiswerk
lewis,Lewis
betrayed,bedrogen
servant,bediende
cap,pet
tyler,Tyler
bible,Bijbel
practically,praktisch
catherine,Catherine
steel,staal
wipe,afvegen
burns,brandwonden
j,J
generation,generatie
cabin,cabine
financial,financieel
industry,industrie
bond,obligatie
sheep,schaap
scientists,wetenschappers
beaten,geslagen
heck,verdorie
deck,dek
fans,fans
script,script
brand,merk
degree,rang
painful,pijnlijk
coughing,hoesten
religion,religie
cats,katten
stephen,Stephen
influence,invloed
fuel,brandstof
drawing,tekening
uh-oh,oei
rabbit,konijn
exercise,oefening
attractive,aantrekkelijk
touching,aanraken
virus,virus
realise,realiseren
torture,marteling
blessed,gezegend
plain,vlak
rebecca,Rebecca
recent,recent
barbara,Barbara
footsteps,voetstappen
sacred,heilig
removed,VERWIJDERD
pretending,doen alsof
wasted,stomdronken
jewish,joods
goodnight,Welterusten
robot,robot
crystal,kristal
confirm,bevestigen
lad,jongen
mile,mijl
division,divisie
scratch,kras
reminds,herinnert
walks,wandelingen
ending,einde
russia,Rusland
contest,wedstrijd
valuable,waardevol
distant,verre
dumped,gedumpt
motion,beweging
electricity,elektriciteit
centre,centrum
murders,moorden
tina,tina
jeremy,Jeremy
seal,zegel
standard,standaard
ellen,Ellen
wore,droeg
surrounded,omringd
struck,geraakt
inform,informeren
gentle,teder
status,status
purse,tas
prints,afdrukken
players,spelers
charged,aangeklaagd
begging,smeken
delivered,afgeleverd
kenny,Kenny
buck,bok
nina,nina
construction,bouw
confirmed,bevestigd
confession,bekentenis
trigger,trekker
cells,cellen
frankly,eerlijk gezegd
ali,Ali
exit,Uitgang
response,antwoord
cancel,annuleren
argument,argument
principal,voornaam
turkey,kalkoen
lucas,Lucas
clinic,kliniek
greetings,groeten
neighbors,buren
vice,zonde
toy,speelgoed-
hannah,Hannah
everyday,elke dag
generous,genereus
gain,verdienen
idiots,idioten
holly,hulst
enjoyed,genoten
jungle,jungle
link,link
underground,ondergronds
smiling,glimlachend
mistress,meesteres
teams,teams
product,product
beef,rundvlees
whispers,gefluister
religious,religieus
presents,presenteert
