you,너
burning,타고 있는
filled,채우는
kelly,켈리
alice,앨리스
airport,공항
jobs,일자리
grown,자란
walter,월터
rachel,레이첼
giant,거대한
insurance,보험
woods,숲
n,N
scare,공황
pleased,기쁜
period,기간
political,정치적인
player,플레이어
stops,정지
secrets,기미
laura,로라
repeat,반복하다
photos,사진
finds,발견하다
statement,성명
suck,빨다
younger,더 젊은
china,중국
humans,인간
delicious,맛있는
particular,특정한
proper,적절한
rome,로마
belongs,속합니다
attacked,공격받다
bath,욕조
hired,고용됨
site,대지
knowledge,지식
b,비
led,~ 주도의
guests,손님들
celebrate,축하하다
map,지도
horn,뿔
eventually,결국
pity,연민
powers,권력
ashamed,부끄러운
assume,추정하다
glasses,안경
rise,증가
fixed,결정된
request,요구
officers,장교들
pounds,파운드
data,데이터
carefully,주의하여
per,대
depends,의존한다
jury,배심
waited,기다렸다
positive,긍정적인
attorney,변호사
direction,방향
families,가족
‘clock,'시계
doin,하는 중
forces,군대
location,위치
walls,벽
useless,쓸모 없는
grant,승인하다
saving,절약
speaks,말하다
fought,싸웠다
meal,식사
deliver,배달하다
answers,답변
changing,작고 보기 어리석은 동물
temple,절
scary,무서운
millions,수백만
offered,제공된
regular,정기적인
carrying,적재
official,공식적인
jacket,재킷
switch,스위치
grave,무덤
chase,뒤쫓다다
role,역할
odd,이상한
sexy,섹시한
faces,얼굴
becomes,되다
closes,닫힙니다
badly,심하게
tall,키가 큰
confused,혼란스러운
affair,일
television,텔레비전
shock,충격
raised,높은
panting,헐떡거리며
pizza,피자
image,영상
clears,클리어
golden,황금
patients,환자
watched,봤다
committed,헌신적인
sexual,성적
suffer,시달리다
arthur,아서
wherever,대체 어디로
plate,그릇
appear,나타나다
chocolate,초콜릿
clever,영리한
hm,음
mercy,자비
shots,샷
lucy,루시
dealing,취급
trap,덫
charges,요금
phil,필
bang,쾅
poison,독
butt,대상
drove,굵은 정
yourselves,당신 자신들
headed,향하는
babies,아기들
yellow,노란색
soup,국
mystery,신비
picking,선발
sat,앉았다
wound,상처
traffic,교통
courage,용기
hunt,사냥
indian,옥수수
rat,쥐
terms,자귀
italian,이탈리아 사람
emma,엠마
checking,확인 중
disease,질병
managed,관리됨
winner,우승자
council,이사회
appointment,약속
monday,월요일
crack,금이 가다
threat,위협
jenny,암컷
physical,물리적
nation,국가
source,원천
chose,선택했다
healthy,건강한
carl,칼
victory,승리
rick,약간 뒤틀리게 하다
stood,서 있었다
kicked,킥했다
annie,애니
disgusting,역겨운
palace,궁전
below,아래에
shopping,쇼핑
neighborhood,이웃
march,3월
lips,입술
midnight,자정
piss,소변
advantage,이점
pure,순수한
india,인도
aside,곁에
jerk,바보
mail,우편
dawn,새벽
effect,효과
spell,주문
freak,괴물
wood,목재
screwed,나사로 죈
enemies,적들
gary,게리
awake,깨어 있는
chuckling,낄낄거리며
vacation,휴가
violence,폭행
leo,사자 별자리
grandmother,할머니
modern,현대의
luke,루크
firm,단단한
prime,초기
heh,헤헤
touched,감동받았습니다
talent,재능
whore,매춘부
piano,피아노
license,특허
cooking,요리
honour,명예
concern,우려
moves,움직임
available,사용 가능
factory,공장
gods,신들
value,값
central,본부
union,노동 조합
mirror,거울
studio,사진관
media,메디아
taxi,택시
dies,죽는다
iron,철
hearts,심장
desire,욕구
rob,롭
claire,클레어
fred,프레드
songs,노래
washington,워싱턴
monkey,원숭이
pride,자부심
pills,의사
miracle,기적
swim,헤엄
burned,불에 탄
smells,냄새
joking,농담
christian,신자
bleeding,출혈
hook,훅
beating,고동
protection,보호
treatment,치료
ear,귀
carter,카터
metal,금속
disappear,사라지다
grateful,고마워하는
extremely,극도로
treasure,보물
rescue,구조하다
capable,유능한
passing,통과
chatter,끽끽 우는 소리
result,결과
suffering,고통
sisters,자매들
laid,놓았다
governor,지사
guards,근위 연대
louis,루이스
text,텍스트
literally,문자 그대로
remove,제거하다
becoming,어울리는
performance,성능
stronger,더 강하게
rate,비율
deeply,깊이
scream,비명
desert,사막
vehicle,차량
illegal,불법적인
pulling,당기기
throwing,던지기
josh,조롱
unbelievable,믿을 수 없는
ted,테드
zero,영
dean,학장
curious,궁금한
sean,션
candy,사탕
bone,뼈
tied,묶인
edge,가장자리
load,짐
susan,수잔
ahh,아
mountains,산
boom,팔
former,이전의
holiday,휴일
riding,승마
scoffs,비웃다
hundreds,수백
motherfucker,개자식
sue,여자 이름
bags,바지
stealing,훔침
appears,나타나는
arrive,도착하다
remains,유적
decent,품위 있는
issues,문제
tip,팁
fail,실패하다
bride,신부
pissed,성난
penny,페니
claim,주장하다
friendship,우정
desperate,자포자기한
flower,꽃
dramatic,극적인
refuse,거절하다
solve,해결하다
theme,주제
loving,사랑하는
properly,제대로
dragon,용
mostly,주로
chuck,척
directly,곧장
surface,표면
false,거짓
cast,깁스
junior,후진
hunting,수렵
silent,조용한
thou,천개
egg,계란
germany,독일
punch,펀치
africa,아프리카
woke,깨어있는
intelligence,지능
borrow,빌리다
winning,승리
falls,폭포
popular,인기 있는
escaped,탈출했다
witch,마녀
convinced,확신한다
warn,경고하다
announcer,아나운서
champagne,샴페인
dust,먼지
kyle,카일
someday,언젠가
fallen,타락한
stranger,낯선 사람
presence,있음
tear,눈물
st.,성.
internet,인터넷
monsieur,당신
therefore,그러므로
technology,기술
tires,타이어
toast,토스트
wise,지혜로운
clark,클라크
americans,미국인들
notes,메모
smoking,흡연
hank,다발
ls,ls
april,4월
wolf,늑대
precious,귀중한
rooms,객실
coast,해안
treated,치료됨
material,재료
released,출시된
uniform,제복
hated,미움받다
considered,존경받는
rice,쌀
exchange,교환
steps,단계
blake,블레이크
convince,확신시키다
beast,짐승
cow,암소
files,파일
signs,손짓
drag,견인
cab,택시
hung,매달린
carried,운반됨
ordinary,평범한
successful,성공적인
eve,이브
mistakes,실수
houses,집
chattering,수다스러운
brains,두뇌
japan,일본
creature,생물
fourth,네번째
separate,분리된
cleaning,청소
california,캘리포니아
lf,lf
ll,ll
shift,옮기다
elizabeth,엘리자베스
chicago,시카고
exact,정확한
karen,여자 이름
goal,목표
expert,전문가
served,제공됨
direct,직접
score,점수
row,열
marks,점수
twenty,이십
receive,받다
series,시리즈
section,부분
pilot,조종사
jackson,잭슨
darkness,어둠
thy,그대의
sale,판매
destiny,운명
cure,치유법
spoken,말하다
armed,무장
rare,희귀한
helen,헬렌
grade,등급
juice,주스
wide,넓은
tower,탑
solution,해결책
schedule,일정
explosion,폭발
wheel,바퀴
cigarette,담배
julie,줄리
fruit,과일
blew,불었다
victor,승리자
talks,대화
sacrifice,희생
range,범위
button,단추
reports,보고서
prisoner,죄인
pie,파이
effort,노력
youth,청년
pot,냄비
eaten,먹음
taylor,테일러
knees,무릎
garage,차고
parking,주차
ambulance,구급차
staring,응시하다
chances,가능성
circumstances,상황
sin,죄
gordon,고든
progress,진전
unusual,특이한
county,군
stairs,계단
campaign,운동
‘mon,'몬
vision,비전
reporter,보고자
equipment,장비
moments,순간들
joey,잡역부
mass,대량의
alien,외계인
trapped,갇혔다
helps,도움
route,노선
defend,지키다
trace,추적하다
nasty,끔찍한
tests,테스트
magazine,잡지
rocks,바위
dump,덤프
rude,무례한
searching,수색
clue,단서
connected,연결된
amen,아멘
pushed,밀었다
merry,즐거운
zone,존
senior,상위
closing,폐쇄
freeze,꼭 매달리게 하다
emperor,황제
incident,사건
snake,뱀
mexico,멕시코
lily,백합
actor,배우
newspaper,신문
sentence,문장
greg,그렉
leading,주요한
friendly,친숙한
jones,존스
chosen,선택된
engaged,약혼한
julia,줄리아
charming,매력적인
mustn,반드시
anger,화
spending,지출
learning,학습
spy,스파이
sharp,날카로운
shadow,그림자
warrant,보증
elevator,엘리베이터
kingdom,왕국
ricky,리키
jamie,제이미
squad,분대
shoulder,어깨
wave,파도
amanda,아만다
highness,높음
kinds,종류
fishing,어업
sometime,언젠가
attitude,태도
sucks,형편없어
negative,부정적인
screen,화면
workers,노동자들
bored,지루한
cameras,카메라
similar,비슷한
understanding,이해
beeps,삐 소리
chain,체인
bull,황소
gasping,숨가쁨
fully,충분히
robin,남자 이름
collect,모으다
gorgeous,아주 멋진
morgan,모건
passion,열정
writer,작가
empire,제국
international,국제적인
curse,저주
hire,고용하다
bastards,개자식들
puts,놓다
leads,리드
id,ID
blows,타격
sons,자제
estate,사유지
customers,고객
maggie,매기
gunshot,사격
i—,나-
device,장치
troops,군대
hug,껴안다
design,설계
movement,움직임
thunder,우뢰
object,물체
loser,실패자
pen,펜
sobbing,흐느껴 우는
politics,정치
despite,~에도 불구하고
alcohol,술
climb,오르다
clients,고객
conference,회의
provide,제공하다
marty,마티
seek,구하다
witnesses,증인들
earn,벌다
trash,쓰레기
valley,골짜기
fashion,패션
howard,하워드
episode,삽화
prize,상
previously,이전에
sports,스포츠
wanting,이 없이
debt,빚
wishes,소원
hitler,히틀러
wire,철사
thee,너를
circle,원
approach,접근하다
stock,재고
facts,사리
remembered,기억된
percent,퍼센트
normally,보통
tail,꼬리
joined,합류했습니다
education,교육
bravo,브라보
library,도서관
rape,강간
wings,날개
growling,으르렁거리는
thrown,던져진
tank,탱크
exhales,숨을 내쉰다
authority,권한
current,현재의
failure,실패
nightmare,악몽
hitting,타격
glory,영광
knocked,노크했다
studying,공부하는
barry,배리
agency,대행사
apple,사과
border,국경
rope,로프
duck,오리
reputation,평판
confidence,신뢰
yard,마당
beloved,인기 많은
lack,부족
actual,실제
skills,기술
films,영화
mental,정신적인
salt,소금
flesh,육체
anne,앤
secure,안전한
highly,고도로
federal,연방
sand,모래
emotional,감정적인
setting,환경
nothin,아무것도
senator,평의원
services,서비스
robbery,강도
hates,증오하다
fed,먹은
reward,보상
theater,극장
johnson,존슨
commit,저지르다
patrick,패트릭
entirely,전적으로
extraordinary,기이한
ships,배
opposite,반대
parties,파티
stands,스탠드
terry,테리 직물
chat,채팅
events,이벤트
mummy,엄마
bay,만
slip,슬립
disappointed,실망한
settled,안정된
begins,시작하다
andrew,앤드류
alert,알리다
detail,세부 사항
pink,분홍색
fellas,여러분
accepted,수락됨
background,배경
garbage,쓰레기
panic,공황
minds,마음
belt,벨트
blowing,취주
hollywood,할리우드
agreement,합의
jackie,재키
pushing,미는
ability,능력
tiger,호랑이
whispering,속삭이는
culture,문화
saint,성자
jesse,제시
task,일
solid,단단한
doll,인형
intend,의도하다
district,구역
pa,아빠
gee,말
custody,보관
ignore,무시하다
naturally,당연히
useful,유용한
attempt,시도
abandoned,버려진
cutting,절단
kissed,키스했다
guarantee,보장하다
barking,짖는
gather,모으다
policy,정책
u.s.,우리를.
violent,폭력적인
maid,하녀
embarrassing,당혹스러운
childhood,어린 시절
wasting,낭비
bow,절하다
chick,병아리
sara,사라
disaster,재해
revolution,혁명
online,온라인
f,에프
demon,악마
heavily,무겁게
coincidence,우연의 일치
perform,공연하다
thin,얇은
terrific,훌륭한
mac,스코틀랜드 사람
crown,왕관
identity,신원
virgin,숫처녀
impressive,인상적인
windows,윈도우
no-one,아무도
potential,잠재적인
guitar,기타
committee,위원회
dozen,다스
delivery,배달
advance,전진
quietly,조용히
stan,스탠
teaching,가르침
hunter,사냥꾼
latest,최신
hurting,아프다
swing,그네
capital,수도
counting,세는 중
drew,그린
dirt,흙
whistle,휘파람
marie,마리
hits,히트
doug,더그
deny,부인하다
urgent,긴급한
threatened,위협받다
behavior,행동
molly,정부
mixed,혼합
stays,숙박
assure,확신하다
subtitles,자막
explanation,설명
wins,승리
unique,고유한
chasing,몰이
billion,10억
duke,공작
production,생산
slave,노예
agents,자치령 대표
carol,축가
lets,하자
cruel,잔혹한
mask,마스크
sally,출격
behave,행동하다
bury,묻다
massive,엄청난
pathetic,불쌍한
species,종
approaching,접근하고 있다
jo,조
loan,대출
struggle,고심하다
dish,접시
trusted,신뢰받는
jumped,점프했다
firing,발사
channel,채널
abby,애비
stopping,멎는
asks,묻습니다
jean,여자 이름
swimming,수영
daily,일일
basement,최하부
linda,린다
quarter,4분의 1
erm,음
bound,경계
navy,해군
article,기사
guide,가이드
accused,고발 당한
transfer,옮기다
guts,끈기
quality,품질
fella,친구
roman,로마 인
greater,보다 큰
damned,저주 받은
couch,침상
cheer,환호
vegas,베가스
shoe,구두
title,제목
shy,수줍은
punishment,처벌
los,로스
clicks,클릭
‘you,'너
closet,벽장
bye-bye,안녕
fever,발열
coward,겁쟁이
flash,플래시
impressed,감명받았습니다
bruce,브루스
siren,사이렌
prisoners,죄수들
sides,측면
bowl,그릇
katie,케이티
supply,공급
sensitive,예민한
hopefully,바라건대
rolling,구르는
roy,로이
dollar,달러
tone,음정
voices,목소리
g,g
‘i,'나
cheating,부정행위
confess,불다
demand,수요
museum,박물관
unknown,알려지지 않은
drama,드라마
suspicious,의심스러운
adult,성인
todd,토드
frightened,겁먹은
warned,경고했다
steady,꾸준한
kills,죽인다
crossed,교차
lou,루
particularly,특히
sandwich,샌드위치
laws,법률
joint,관절
bullets,총알
package,패키지
trained,훈련된
thursday,목요일
boots,부츠
possibility,가능성
albert,알버트
civil,예의 바른
june,6월
germans,독일인들
baseball,야구
express,표현하다
miserable,비참한
tuesday,화요일
parker,파커
lion,사자
joseph,조셉
refused,거부됨
shine,빛나는
assault,폭행
hong,홍
jokes,농담
breaks,휴식
argue,다투다
you—,너-
trail,자취
option,옵션
recall,상기하다
mighty,거대한
collection,수집
oliver,올리버
wilson,윌슨
accent,악센트
believes,믿는다
decisions,결정
embarrassed,당황스러운
mobile,이동하는
customer,고객
terribly,몹시
sec,비서
charity,자선 단체
considering,치고는
pussy,고양이
