you,du
role,rolle
odd,ulige
sexy,sexet
faces,ansigter
becomes,bliver
closes,lukker
badly,dårligt
tall,høj
confused,forvirret
affair,affære
television,television
shock,stød
raised,hævet
panting,gispende
pizza,pizza
image,billede
clears,rydder
golden,gylden
patients,patienter
watched,så på
committed,engageret
sexual,seksuel
suffer,lide
arthur,Arthur
wherever,hvor som helst
plate,plade
appear,fremstå
chocolate,chokolade
clever,dygtig
hm,hmm
mercy,barmhjertighed
shots,skud
lucy,Lucy
dealing,håndtering
trap,fælde
charges,afgifter
phil,phil
bang,bang
poison,gift
butt,numse
drove,kørte
yourselves,jer selv
headed,på vej
babies,babyer
yellow,gul
soup,suppe
mystery,mysterium
picking,plukning
sat,lør
wound,sår
traffic,trafik
courage,mod
hunt,jage
indian,indisk
rat,rotte
terms,vilkår
italian,italiensk
emma,Emma
checking,kontrol
disease,sygdom
managed,administreret
winner,vinder
council,råd
appointment,udnævnelse
monday,mandag
crack,sprække
threat,trussel
jenny,Jenny
physical,fysisk
nation,nation
source,kilde
chose,valgte
healthy,sund
carl,Karl
victory,sejr
rick,Rick
stood,stod
kicked,sparket
annie,Annie
disgusting,modbydelig
palace,palads
below,under
shopping,indkøb
neighborhood,kvarter
march,marts
lips,læber
midnight,midnat
piss,pisse
advantage,fordel
pure,ren
india,Indien
aside,til side
jerk,idiot
mail,post
dawn,daggry
effect,effekt
spell,fortryllelse
freak,freak
wood,træ
screwed,skruet
enemies,fjender
gary,Gary
awake,vågen
chuckling,fnisende
vacation,ferie
violence,vold
leo,løve
grandmother,bedstemor
modern,moderne
luke,Lukas
firm,fast
prime,førsteklasses
heh,heh
touched,rørt
talent,talent
whore,luder
piano,klaver
license,licens
cooking,madlavning
honour,ære
concern,bekymring
moves,bevægelser
available,tilgængelig
factory,fabrik
gods,guder
value,værdi
central,central
union,union
mirror,spejl
studio,studiet
media,medier
taxi,taxa
dies,dør
iron,jern
hearts,hjerter
desire,ønske
rob,røve
claire,Claire
fred,Fred
songs,sange
washington,Washington
monkey,abe
pride,stolthed
pills,piller
miracle,mirakel
swim,svømme
burned,brændt
smells,lugter
joking,spøg
christian,kristen
bleeding,blødende
hook,krog
beating,prygl
protection,beskyttelse
treatment,behandling
ear,øre
carter,vognmand
metal,metal
disappear,forsvinde
grateful,taknemmelig
extremely,ekstremt
treasure,skat
rescue,redde
capable,i stand til
passing,forbipasserende
chatter,snakke
result,resultat
suffering,lidelse
sisters,søstre
laid,lagt
governor,guvernør
guards,vagter
louis,louis
text,tekst
literally,bogstavelig talt
remove,fjerne
becoming,blive
performance,præstation
stronger,stærkere
rate,sats
deeply,dybt
scream,skrige
desert,ørken
vehicle,køretøj
illegal,ulovlig
pulling,trækker
throwing,kaste
josh,Josh
unbelievable,utrolig
ted,Ted
zero,nul
dean,dekan
curious,nysgerrig
sean,Sean
candy,slik
bone,knogle
tied,bundet
edge,kant
load,belastning
susan,Susan
ahh,åh
mountains,bjerge
boom,boom
former,tidligere
holiday,ferie
riding,ridning
scoffs,spotter
hundreds,hundredvis
motherfucker,røvhul
sue,sagsøge
bags,tasker
stealing,stjæle
appears,vises
arrive,ankomme
remains,resterne
decent,anstændig
issues,problemer
tip,tip
fail,svigte
bride,brud
pissed,pisset
penny,øre
claim,krav
friendship,venskab
desperate,desperat
flower,blomst
dramatic,dramatisk
refuse,nægte
solve,løse
theme,tema
loving,kærlig
properly,ordentligt
dragon,drage
mostly,for det meste
chuck,chuck
directly,direkte
surface,overflade
false,falsk
cast,rollebesætning
junior,junior-
hunting,jagt
silent,stille
thou,du
egg,æg
germany,Tyskland
punch,slag
africa,Afrika
woke,vågnede
intelligence,intelligens
borrow,låne
winning,vinder
falls,falder
popular,populær
escaped,undslap
witch,heks
convinced,overbevist
warn,advare
announcer,speaker
champagne,champagne
dust,støv
kyle,Kyle
someday,en dag
fallen,faldne
stranger,fremmed
presence,tilstedeværelse
tear,rive
st.,st.
internet,internettet
monsieur,hr.
therefore,derfor
technology,teknologi
tires,dæk
toast,ristet brød
wise,klog
clark,Clark
americans,amerikanere
notes,noter
smoking,rygning
hank,hanke
ls,ls
april,april
wolf,ulv
precious,kostbar
rooms,værelser
coast,kyst
treated,behandlet
material,materiale
released,frigivet
uniform,uniform
hated,hadede
considered,betragtet
rice,ris
exchange,udveksle
steps,trin
blake,Blake
convince,overbevise
beast,dyr
cow,ko
files,filer
signs,skilte
drag,træk
cab,taxa
hung,hængt
carried,båret
ordinary,almindelig
successful,vellykket
eve,aften
mistakes,fejl
houses,huse
chattering,snakken
brains,hjerner
japan,Japan
creature,væsen
fourth,fjerde
separate,adskille
cleaning,rensning
california,Californien
lf,lf
ll,ll
shift,flytte
elizabeth,Elisabeth
chicago,Chicago
exact,nøjagtig
karen,Karen
goal,mål
expert,ekspert
served,serveret
direct,direkte
score,score
row,række
marks,mærker
twenty,tyve
receive,modtage
series,serie
section,afsnit
pilot,pilot
jackson,Jackson
darkness,mørke
thy,din
sale,salg
destiny,skæbne
cure,helbrede
spoken,talt
armed,bevæbnet
rare,sjælden
helen,Helen
grade,grad
juice,juice
wide,bred
tower,tårn
solution,løsning
schedule,skema
explosion,eksplosion
wheel,hjul
cigarette,cigaret
julie,Julie
fruit,frugt
blew,blæste
victor,sejrherre
talks,samtaler
sacrifice,ofre
range,rækkevidde
button,knap
reports,rapporter
prisoner,fange
pie,pie
effort,forsøg
youth,ungdom
pot,gryde
eaten,spist
taylor,Taylor
knees,knæ
garage,garage
parking,parkering
ambulance,ambulance
staring,stirrende
chances,chancer
circumstances,omstændigheder
sin,synd
gordon,Gordon
progress,fremskridt
unusual,usædvanlig
county,amt
stairs,trappe
campaign,kampagne
‘mon,mandag
vision,vision
reporter,reporter
equipment,udstyr
moments,øjeblikke
joey,Joey
mass,masse
alien,fremmed
trapped,fanget
helps,hjælper
route,rute
defend,forsvare
trace,spor
nasty,grim
tests,test
magazine,magasin
rocks,klipper
dump,losseplads
rude,uhøflig
searching,søger
clue,nøgle
connected,forbundet
amen,amen
pushed,skubbet
merry,lystig
zone,zone
senior,senior-
closing,lukning
freeze,fryse
emperor,kejser
incident,hændelse
snake,slange
mexico,Mexico
lily,lilje
actor,skuespiller
newspaper,avis
sentence,dømme
greg,Greg
leading,førende
friendly,venlig
jones,Jones
chosen,valgt
engaged,engageret
julia,Julia
charming,charmerende
mustn,må
anger,vrede
spending,udgifter
learning,læring
spy,spion
sharp,skarp
shadow,skygge
warrant,arrestordre
elevator,elevator
kingdom,kongerige
ricky,Ricky
jamie,Jamie
squad,trup
shoulder,skulder
wave,bølge
amanda,Amanda
highness,højhed
kinds,slags
fishing,fiskeri
sometime,engang
attitude,holdning
sucks,stinker
negative,negativ
screen,skærm
workers,arbejdere
bored,keder sig
cameras,kameraer
similar,lignende
understanding,forståelse
beeps,biplyde
chain,kæde
bull,tyr
gasping,gispende
fully,fuldt ud
robin,rødhals
collect,samle
gorgeous,smuk
morgan,Morgan
passion,passion
writer,forfatter
empire,imperium
international,international
curse,forbande
hire,leje
bastards,idioter
puts,sætter
leads,kundeemner
id,id
blows,slag
sons,sønner
estate,ejendom
customers,kunder
maggie,Maggie
gunshot,skud
i—,jeg-
device,enhed
troops,tropper
hug,omfavne
design,design
movement,bevægelse
thunder,torden
object,objekt
loser,taber
pen,pen
sobbing,hulkende
politics,politik
despite,trods
alcohol,alkohol
climb,klatre
clients,klienter
conference,konference
provide,give
marty,Marty
seek,søge
witnesses,vidner
earn,tjene
trash,skrald
valley,dal
fashion,mode
howard,Howard
episode,episode
prize,præmie
previously,tidligere
sports,sport
wanting,ønsker
debt,gæld
wishes,ønsker
hitler,Hitler
wire,tråd
thee,dig
circle,cirkel
approach,nærme sig
stock,lager
facts,fakta
remembered,husket
percent,procent
normally,normalt
tail,hale
joined,tiltrådte
education,undervisning
bravo,bravo
library,bibliotek
rape,voldtage
wings,vinger
growling,knurren
thrown,kastet
tank,tank
exhales,udånder
authority,myndighed
current,strøm
failure,fiasko
nightmare,mareridt
hitting,at ramme
glory,ære
knocked,bankede
studying,studere
barry,Barry
agency,bureau
apple,æble
border,grænse
rope,reb
duck,and
reputation,omdømme
confidence,tillid
yard,gård
beloved,elskede
lack,mangel
actual,faktisk
skills,færdigheder
films,film
mental,mental
salt,salt
flesh,kød
anne,Anne
secure,sikker
highly,meget
federal,føderal
sand,sand
emotional,følelsesmæssig
setting,indstilling
nothin,ingenting
senator,senator
services,tjenester
robbery,røveri
hates,hader
fed,fodret
reward,belønne
theater,teater
johnson,Johnson
commit,begå
patrick,Patrick
entirely,helt
extraordinary,ekstraordinær
ships,skibe
opposite,modsat
parties,fester
stands,står
terry,frotté
chat,snak
events,begivenheder
mummy,mumie
bay,bugt
slip,glide
disappointed,skuffet
settled,bosatte sig
begins,begynder
andrew,Andreas
alert,alert
detail,detalje
pink,lyserød
fellas,fyre
accepted,accepteret
background,baggrund
garbage,affald
panic,panik
minds,sind
belt,bælte
blowing,blæser
hollywood,Hollywood
agreement,aftale
jackie,Jackie
pushing,skubber
ability,evne
tiger,tiger
whispering,hvisken
culture,kultur
saint,helgen
jesse,Jesse
task,opgave
solid,solid
doll,dukke
intend,har til hensigt
district,distrikt
pa,forælder
gee,hold da op
custody,forældremyndighed
ignore,ignorere
naturally,naturligt
useful,nyttig
attempt,forsøg
abandoned,forladt
cutting,skæring
kissed,kyssede
guarantee,garanti
barking,gøen
gather,samle
policy,politik
u.s.,os.
violent,voldsom
maid,pige
embarrassing,pinlig
childhood,barndom
wasting,spild
bow,sløjfe
chick,kylling
sara,Sara
disaster,katastrofe
revolution,revolution
online,online
f,f
demon,dæmon
heavily,kraftigt
coincidence,sammentræf
perform,udføre
thin,tynd
terrific,fantastisk
mac,mac
crown,krone
identity,identitet
virgin,jomfru
impressive,imponerende
windows,vinduer
no-one,ingen
potential,potentiel
guitar,guitar
committee,udvalg
dozen,dusin
delivery,levering
advance,fremrykning
quietly,stille og roligt
stan,stan
teaching,undervisning
hunter,jæger
latest,seneste
hurting,sårende
swing,svinge
capital,kapital
counting,optælling
drew,tegnede
dirt,smuds
whistle,fløjte
marie,Marie
hits,hits
doug,Doug
deny,nægte
urgent,presserende
threatened,truet
behavior,opførsel
molly,Molly
mixed,blandet
stays,ophold
assure,forsikre
subtitles,undertekster
explanation,forklaring
wins,vinder
unique,enestående
chasing,jagter
billion,milliard
duke,hertug
production,produktion
slave,slave
agents,agenter
carol,julesang
lets,lader
cruel,grusom
mask,maske
sally,sally
behave,opføre sig
bury,begrave
massive,massiv
pathetic,patetisk
species,arter
approaching,nærmer sig
jo,jo
loan,lån
struggle,kamp
dish,fad
trusted,betroet
jumped,sprang
firing,affyring
channel,kanal
abby,Abby
stopping,stopper
asks,spørger
jean,jeans
swimming,svømning
daily,daglig
basement,kælder
linda,Linda
quarter,kvarter
erm,øh
bound,bundet
navy,flåde
article,artikel
guide,guide
accused,anklagede
transfer,overførsel
guts,indvolde
quality,kvalitet
fella,fyr
roman,romersk
greater,større
damned,forbandet
couch,sofa
cheer,opmuntre
vegas,Vegas
shoe,sko
title,titel
shy,genert
punishment,straf
los,los
clicks,klik
‘you,'du
closet,skab
bye-bye,farvel
fever,feber
coward,kujon
flash,blitz
impressed,imponeret
bruce,Bruce
siren,sirene
prisoners,fanger
sides,sider
bowl,skål
katie,Katie
supply,levere
sensitive,følsom
hopefully,forhåbentlig
rolling,rullende
roy,Roy
dollar,dollar
tone,tone
voices,stemmer
g,g
‘i,'jeg
cheating,snyd
confess,indrømme
demand,efterspørgsel
museum,museum
unknown,ukendt
drama,drama
suspicious,mistænksom
adult,voksen
todd,Todd
frightened,bange
warned,advaret
steady,stabil
kills,dræber
crossed,krydsede
lou,lou
particularly,især
sandwich,sandwich
laws,love
joint,led
bullets,kugler
package,pakke
trained,trænet
thursday,torsdag
boots,støvler
possibility,mulighed
albert,albert
civil,civil
june,juni
germans,tyskere
baseball,baseball
express,ekspres
miserable,elendig
tuesday,tirsdag
parker,parker
lion,løve
joseph,Josef
refused,afviste
shine,skinne
assault,angreb
hong,hong
jokes,vittigheder
breaks,pauser
argue,hævde
you—,du-
trail,sti
option,valgmulighed
recall,minde om
mighty,mægtig
collection,samling
oliver,Oliver
wilson,Wilson
accent,accent
believes,mener
decisions,beslutninger
embarrassed,flov
mobile,mobil
customer,kunde
terribly,forfærdeligt
sec,sek.
charity,næstekærlighed
considering,i betragtning af
pussy,fisse
donna,dame
protecting,beskytte
flag,flag
kidnapped,kidnappet
italy,Italien
balance,balance
creatures,skabninger
nuclear,nuklear
wallet,tegnebog
shout,råbe
vincent,Vincent
entered,indtastet
impression,indtryk
angela,angela
jay,skovskade
degrees,grader
favour,favorisere
reaction,reaktion
network,netværk
jessica,Jessica
version,version
concert,koncert
gear,gear
singer,sanger
diamond,diamant
defeat,nederlag
steven,Steven
lane,bane
blast,eksplosion
wounded,såret
anytime,når som helst
partners,partnere
ages,aldre
charlotte,Charlotte
ceremony,ceremoni
league,liga
bars,barer
orange,orange
specific,bestemt
conditions,betingelser
plastic,plast
crisis,krise
fifth,femte
term,semester
self,selv
offering,tilbud
bud,knop
suffered,led
reported,rapporteret
commissioner,kommissær
rip,rive
mysterious,mystisk
entrance,indgang
messed,rodet
tunnel,tunnel
designed,designet
neighbor,nabo
aboard,ombord
sweat,sved
justin,Justin
ghosts,spøgelser
crimes,forbrydelser
costs,omkostninger
deserves,fortjener
dreaming,drømmende
bust,buste
el,el
teddy,bamse
kong,Kong
messages,beskeder
enjoying,nyder
afterwards,bagefter
comfort,komfort
mason,murer
surrender,overgivelse
gym,fitnesscenter
kitty,killing
crush,knus
yup,jep
arranged,arrangeret
suits,jakkesæt
pee,tisse
stress,stress
cave,hule
wing,vinge
jordan,Jordan
arrange,arrangere
comrade,kammerat
noble,ædel
tricks,tricks
betty,Betty
launch,lancering
legend,legende
mix,blande
golf,golf
imagination,fantasi
fox,ræv
kissing,kysse
butter,smør
tax,skat
gross,brutto
edward,Edvard
texas,Texas
insist,insistere
marcus,Marcus
classic,klassisk
selfish,selvisk
skull,kranium
frankie,Frankie
shown,vist
bat,flagermus
survived,overlevede
print,trykke
champion,champion
bills,regninger
therapy,terapi
lifetime,levetid
throughout,hele vejen igennem
a.m.,er.
nathan,Nathan
toward,imod
sauce,sovs
experiment,eksperiment
margaret,Margaret
describe,beskrive
ross,Ross
grass,græs
cheat,snyde
attend,deltage
homework,lektier
lewis,Lewis
betrayed,forrådt
servant,tjener
cap,kasket
tyler,Tyler
bible,Bibel
practically,praktisk talt
catherine,Katharina
steel,stål
wipe,tørre
burns,forbrændinger
j,j
generation,generation
cabin,kabine
financial,finansiel
industry,industri
bond,bånd
sheep,får
scientists,forskere
beaten,slået
heck,pokker
deck,dæk
fans,fans
script,manuskript
brand,mærke
degree,grad
painful,smertefuld
coughing,hoste
religion,religion
cats,katte
stephen,Stephen
influence,indflydelse
fuel,brændstof
drawing,tegning
uh-oh,åh-åh
rabbit,kanin
exercise,øvelse
attractive,tiltrækkende
touching,rørende
virus,virus
realise,realisere
torture,tortur
blessed,velsignet
plain,almindelig
rebecca,Rebekka
recent,nylig
barbara,Barbara
footsteps,fodspor
sacred,hellig
removed,fjernet
pretending,foregiver
wasted,spildt
jewish,jødisk
goodnight,godnat
robot,robot
crystal,krystal
confirm,bekræfte
lad,dreng
mile,mil
division,afdeling
scratch,kradse
reminds,minder
walks,gåture
ending,slutter
russia,Rusland
contest,konkurrence
valuable,værdifuld
distant,fjern
dumped,dumpet
motion,bevægelse
electricity,elektricitet
centre,centrum
murders,mord
tina,Tina
jeremy,Jeremy
seal,forsegle
standard,standard
ellen,Ellen
wore,bar
surrounded,omringet
struck,ramte
inform,informere
gentle,mild
status,status
purse,pung
prints,udskrifter
players,spillere
charged,opkrævet
begging,tiggeri
delivered,leveret
kenny,Kenny
buck,bukke
nina,Nina
construction,konstruktion
confirmed,bekræftet
confession,tilståelse
trigger,udløser
cells,celler
frankly,ærligt talt
ali,ali
exit,udgang
response,svar
cancel,ophæve
argument,argument
principal,rektor
turkey,kalkun
lucas,Lucas
clinic,klinik
greetings,hilsner
neighbors,naboer
vice,vice
toy,legetøj
hannah,Hannah
everyday,hver dag
generous,gavmild
gain,gevinst
idiots,idioter
holly,kristtorn
enjoyed,nød
jungle,jungle
link,forbindelse
underground,underjordisk
smiling,smilende
mistress,elskerinde
teams,hold
product,produkt
beef,oksekød
whispers,hvisker
religious,religiøs
presents,gaver
identify,identificere
chip,chippen
chffffff,chffff
surveillance,overvågning
carlos,Carlos
vampire,vampyr
routine,rutine
uses,bruger
michelle,Michelle
underneath,under
systems,systemer
temperature,temperatur
waves,bølger
tribe,stamme
brad,Brad
deputy,stedfortræder
sophie,Sofie
headquarters,hovedkvarter
equal,lige
phones,telefoner
ken,Ken
reckon,regne med
related,relateret
incredibly,utroligt
chill,afslapning
spit,spytte
tracks,spor
oscar,Oscar
makeup,makeup
bug,fejl
sounded,lød
spirits,spiritus
nerve,nerve
divorced,skilt
stake,indsats
port,havn
doorbell,dørklokke
worries,bekymringer
nephew,nevø
miller,møller
units,enheder
just—,lige-
proceed,fortsætte
landing,landing
traitor,forræder
outfit,tøj
chloe,Chloe
bail,kaution
fields,marker
patience,tålmodighed
recording,indspilning
foolish,tåbelige
loaded,indlæst
tokyo,Tokyo
davis,Davis
costume,kostume
wayne,Wayne
injured,såret
somethin,noget
ian,Ian
pet,kæledyr
cage,bur
digging,gravning
spain,Spanien
seats,sæder
awkward,akavet
cleaned,rengjort
pattern,mønster
filthy,beskidt
visiting,besøger
jews,jøder
answering,svare
concentrate,koncentrere
someplace,et sted
citizens,borgere
aim,sigte
nancy,Nancy
affairs,anliggender
thick,tyk
sport,sport
basic,grundlæggende
electric,elektrisk
pleasant,behagelig
cliff,klint
nail,søm
russell,Russell
environment,miljø
western,vestlig
average,gennemsnit
ease,lethed
raped,voldtaget
interrupt,afbryde
judy,Judy
satisfied,tilfreds
beep,bip
starving,sultende
documents,dokumenter
anniversary,jubilæum
beth,Beth
