you,Du
theory,Theorie
gosh,Meine Güte!
ruined,ruiniert
gate,Tor
william,William
spread,verbreiten
outta,aus
japanese,japanisch
sudden,plötzlich
coat,Mantel
sooner,früher
cheese,Käse
larry,Larry
spring,Frühling
page,Seite
ears,Ohren
simon,Simon
castle,Schloss
hidden,versteckt
storm,Sturm
cos,cos
personally,persönlich
artist,Künstler
hill,hügel
exciting,spannend
permission,Erlaubnis
jerry,Jerry
expensive,teuer
tickets,Tickets
forest,Wald
barely,kaum
eggs,Eier
goin,gehen
regret,Reue
lesson,Lektion
lover,Liebhaber
bread,brot
andy,Andy
subject,Thema
legal,legal
growing,Anbau
ill,krank
jason,Jason
mood,Stimmung
owner,Eigentümer
caused,verursacht
beeping,Piepen
points,Punkte
dating,Dating
loss,Verlust
secretary,Sekretär
revenge,Rache
santa,Weihnachtsmann
likely,wahrscheinlich
rent,mieten
connection,Verbindung
assistant,Assistent
reasons,Gründe
yelling,Geschrei
painting,Malerei
trees,Bäume
doctors,Ärzte
rush,eilen
foreign,ausländisch
rough,rauh
murderer,Mörder
century,Jahrhundert
nights,Nächte
pair,Paar
runs,Läufe
pocket,Tasche
farm,Bauernhof
matt,matt
bike,Fahrrad
obvious,offensichtlich
ate,aß
grew,wuchs
professional,Professional
tim,Tim
goodness,Güte
parts,Teile
alan,Alan
university,Universität
square,Quadrat
grandfather,Großvater
europe,Europa
genius,Genius
cases,Fälle
ruin,Ruine
winter,Winter
tongue,Zunge
memories,Erinnerungen
da,da
buying,Kauf
cancer,Krebs
clock,Uhr
ocean,Ozean
dna,DNA
liar,Lügner
tour,Tour
thief,Dieb
bleep,Piep
lisa,Lisa
rights,Rechte
including,einschließlich
competition,Wettbewerb
smith,Schmied
planned,geplant
emily,Emily
boring,langweilig
victims,Opfer
mentioned,erwähnt
bones,Knochen
plant,Anlage
bless,segnen
warning,Warnung
knocking,Klopfen
re,Re
crash,Absturz
bedroom,Schlafzimmer
lower,untere
silver,Silber
groaning,Stöhnen
madame,Madame
defense,Verteidigung
results,Ergebnisse
toilet,Toilette
event,Ereignis
complicated,kompliziert
shape,Form
priest,Priester
royal,königliche
cheap,billig
romantic,romantisch
downstairs,unten
invite,einladen
fortune,Vermögen
tears,Tränen
avoid,vermeiden
reached,erreicht
higher,höher
familiar,vertraut
telephone,Telefon
burning,Verbrennung
filled,gefüllt
kelly,Kelly
alice,Alice
airport,Flughafen
jobs,Jobs
grown,gewachsen
walter,Walter
rachel,Rachel
giant,Riese
insurance,Versicherung
woods,Wald
n,N
scare,Schrecken
pleased,erfreut
period,Zeitraum
political,politisch
player,Spieler
stops,Haltestellen
secrets,Geheimnisse
laura,Laura
repeat,wiederholen
photos,Fotos
finds,findet
statement,Stellungnahme
suck,saugen
younger,jünger
china,China
humans,Menschen
delicious,lecker
particular,besondere
proper,richtig
rome,Rom
belongs,gehört
attacked,angegriffen
bath,Bad
hired,gemietet
site,Website
knowledge,Wissen
b,B
led,geführt
guests,Gäste
celebrate,feiern
map,Karte
horn,Horn
eventually,letztlich
pity,Mitleid
powers,Kräfte
ashamed,beschämt
assume,annehmen
glasses,Gläser
rise,erheben
fixed,behoben
request,Anfrage
officers,Offiziere
pounds,Pfund
data,Daten
carefully,sorgfältig
per,pro
depends,kommt darauf an
jury,Jury
waited,wartete
positive,positiv
attorney,Rechtsanwalt
direction,Richtung
families,Familien
‘clock,'Uhr
doin,tun
forces,Streitkräfte
location,Standort
walls,Mauern
useless,nutzlos
grant,gewähren
saving,sparen
speaks,spricht
fought,gekämpft
meal,Mahlzeit
deliver,liefern
answers,Antworten
changing,Ändern
temple,Tempel
scary,beängstigend
millions,Millionen
offered,angeboten
regular,regulär
carrying,Tragen
official,offiziell
jacket,Jacke
switch,schalten
grave,Grab
chase,Verfolgungsjagd
role,Rolle
odd,seltsam
sexy,sexy
faces,Gesichter
becomes,wird
closes,schließt
badly,schlecht
tall,groß
confused,verwirrt
affair,Affäre
television,Fernsehen
shock,Schock
raised,erzogen
panting,keuchend
pizza,Pizza
image,Bild
clears,räumt
golden,golden
patients,Patienten
watched,beobachtete
committed,engagiert
sexual,sexuell
suffer,leiden
arthur,Arthur
wherever,wo immer
plate,Platte
appear,erscheinen
chocolate,Schokolade
clever,clever
hm,Hm
mercy,Barmherzigkeit
shots,Aufnahmen
lucy,Lucy
dealing,Umgang
trap,fangen
charges,Anklagen
phil,Phil
bang,Knall
poison,Gift
butt,Hintern
drove,fuhr
yourselves,euch
headed,geleitet
babies,Babys
yellow,Gelb
soup,Suppe
mystery,Geheimnis
picking,Pflücken
sat,Sa
wound,Wunde
traffic,Verkehr
courage,Mut
hunt,Jagd
indian,indisch
rat,Ratte
terms,Bedingungen
italian,Italienisch
emma,Emma
checking,Überprüfung
disease,Krankheit
managed,verwaltet
winner,Gewinner
council,Rat
appointment,Termin
monday,Montag
crack,Riss
threat,Gefahr
jenny,Jenny
physical,physisch
nation,Nation
source,Quelle
chose,wählte
healthy,gesund
carl,Carl
victory,Sieg
rick,Rick
stood,stand
kicked,getreten
annie,Annie
disgusting,ekelhaft
palace,Palast
below,unten
shopping,Einkaufen
neighborhood,Nachbarschaft
march,Marsch
lips,Lippen
midnight,Mitternacht
piss,Piss
advantage,Vorteil
pure,rein
india,Indien
aside,beiseite
jerk,Ruck
mail,Post
dawn,Dämmerung
effect,Wirkung
spell,Fluch
freak,Freak
wood,Holz
screwed,verschraubt
enemies,Feinde
gary,Gary
awake,wach
chuckling,kichernd
vacation,Urlaub
violence,Gewalt
leo,Löwe
grandmother,Großmutter
modern,modern
luke,Luke
firm,Firma
prime,Haupt
heh,heh
touched,berührt
talent,Talent
whore,Hure
piano,Klavier
license,Lizenz
cooking,Kochen
honour,Ehre
concern,Sorge
moves,Züge
available,verfügbar
factory,Fabrik
gods,Götter
value,Wert
central,zentral
union,Union
mirror,Spiegel
studio,Studio
media,Medien
taxi,Taxi
dies,stirbt
iron,Eisen
hearts,Herzen
desire,Wunsch
rob,rauben
claire,Claire
fred,Fred
songs,Lieder
washington,Washington
monkey,Affe
pride,Stolz
pills,Pillen
miracle,Wunder
swim,schwimmen
burned,verbrannt
smells,Gerüche
joking,scherzhaft
christian,Christian
bleeding,Blutung
hook,Haken
beating,schlagen
protection,Schutz
treatment,Behandlung
ear,Ohr
carter,Fuhrmann
metal,Metall
disappear,verschwinden
grateful,dankbar
extremely,äußerst
treasure,Schatz
rescue,Rettung
capable,fähig
passing,vorbei
chatter,Geplauder
result,Ergebnis
suffering,leiden
sisters,Schwestern
laid,gelegt
governor,Gouverneur
guards,Wachen
louis,Louis
text,Text
literally,buchstäblich
remove,entfernen
becoming,Werden
performance,Leistung
stronger,stärker
rate,Rate
deeply,tief
scream,schreien
desert,Wüste
vehicle,Fahrzeug
illegal,illegal
pulling,ziehen
throwing,werfen
josh,Josh
unbelievable,unglaublich
ted,Ted
zero,null
dean,Dean
curious,neugierig
sean,Sean
candy,Süßigkeiten
bone,Knochen
tied,gebunden
edge,Rand
load,laden
susan,Susan
ahh,ahh
mountains,Gebirge
boom,Boom
former,ehemalig
holiday,Urlaub
riding,Reiten
scoffs,spottet
hundreds,Hunderte
motherfucker,Hurensohn
sue,verklagen
bags,Taschen
stealing,stehlen
appears,erscheint
arrive,ankommen
remains,Überreste
decent,anständig
issues,Probleme
tip,Tipp
fail,scheitern
bride,Braut
pissed,sauer
penny,Penny
claim,beanspruchen
friendship,Freundschaft
desperate,verzweifelt
flower,Blume
dramatic,dramatisch
refuse,verweigern
solve,lösen
theme,Thema
loving,liebend
properly,richtig
dragon,Drachen
mostly,meistens
chuck,Futter
directly,direkt
surface,Oberfläche
false,FALSCH
cast,gießen
junior,Junior-
hunting,Jagd
silent,still
thou,du
egg,Ei
germany,Deutschland
punch,Stempel
africa,Afrika
woke,aufgewacht
intelligence,Intelligenz
borrow,ausleihen
winning,gewinnen
falls,Falls
popular,beliebt
escaped,entkam
witch,Hexe
convinced,überzeugt
warn,warnen
announcer,Ansager
champagne,Sekt
dust,Staub
kyle,Kyle
someday,eines Tages
fallen,gefallen
stranger,Fremder
presence,Gegenwart
tear,Träne
st.,St.
internet,Internet
monsieur,Monsieur
therefore,daher
technology,Technologie
tires,Reifen
toast,Toast
wise,weise
clark,Clark
americans,Amerikaner
notes,Notizen
smoking,Rauchen
hank,Strang
ls,ls
april,April
wolf,Wolf
precious,wertvoll
rooms,Zimmer
coast,Küste
treated,behandelt
material,Material
released,freigegeben
uniform,Uniform
hated,gehasst
considered,berücksichtigt
rice,Reis
exchange,Austausch
steps,Schritte
blake,Blake
convince,überzeugen
beast,Tier
cow,Kuh
files,Dateien
signs,Schilder
drag,ziehen
cab,Taxi
hung,gehängt
carried,getragen
ordinary,normal
successful,erfolgreich
eve,Vorabend
mistakes,Fehler
houses,Häuser
chattering,Geplapper
brains,Gehirne
japan,Japan
creature,Kreatur
fourth,vierte
separate,separate
cleaning,Reinigung
california,Kalifornien
lf,lf
ll,ll
shift,Schicht
elizabeth,Elisabeth
chicago,Chicago
exact,genau
karen,Karen
goal,Ziel
expert,Experte
served,serviert
direct,direkt
score,Punktzahl
row,Reihe
marks,Marken
twenty,zwanzig
receive,erhalten
series,Serie
section,Abschnitt
pilot,Pilot
jackson,Jackson
darkness,Dunkelheit
thy,deine
sale,Verkauf
destiny,Bestimmung
cure,Heilung
spoken,gesprochen
armed,bewaffnet
rare,selten
helen,Helen
grade,Grad
juice,Saft
wide,breit
tower,Turm
solution,Lösung
schedule,Zeitplan
explosion,Explosion
wheel,Rad
cigarette,Zigarette
julie,Julie
fruit,Obst
blew,blies
victor,Sieger
talks,Gespräche
sacrifice,opfern
range,Reichweite
button,Taste
reports,Berichte
prisoner,Gefangene
pie,Torte
effort,Bemühung
youth,Jugend
pot,Pot
eaten,gegessen
taylor,Taylor
knees,Knie
garage,Garage
parking,Parken
ambulance,Krankenwagen
staring,starren
chances,Chancen
circumstances,Umstände
sin,Sünde
gordon,Gordon
progress,Fortschritt
unusual,ungewöhnlich
county,County
stairs,Treppe
campaign,Kampagne
‘mon,'Mon
vision,Vision
reporter,Reporter
equipment,Ausrüstung
moments,Momente
joey,Joey
mass,Masse
alien,Ausländer
trapped,gefangen
helps,hilft
route,Route
defend,verteidigen
trace,verfolgen
nasty,böse
tests,Tests
magazine,Magazin
rocks,Felsen
dump,entsorgen
rude,unhöflich
searching,Suche
clue,Hinweis
connected,verbunden
amen,Amen
pushed,geschoben
merry,Fröhlich
zone,Zone
senior,Senior
closing,Schließen
freeze,einfrieren
emperor,Kaiser
incident,Vorfall
snake,Schlange
mexico,Mexiko
lily,Lilie
actor,Schauspieler
newspaper,Zeitung
sentence,Satz
greg,Greg
leading,führend
friendly,freundlich
jones,Jones
chosen,gewählt
engaged,beschäftigt
julia,Julia
charming,charmant
mustn,darf
anger,Wut
spending,Ausgaben
learning,Lernen
spy,Spion
sharp,scharf
shadow,Schatten
warrant,Gewährleistung
elevator,Aufzug
kingdom,Königreich
ricky,Ricky
jamie,Jamie
squad,Kader
shoulder,Schulter
wave,Welle
amanda,Amanda
highness,Hoheit
kinds,Arten
fishing,Angeln
sometime,irgendwann
attitude,Attitüde
sucks,ist scheiße
negative,Negativ
screen,Bildschirm
workers,Arbeiter
bored,gelangweilt
cameras,Kameras
similar,ähnlich
understanding,Verständnis
beeps,Pieptöne
chain,Kette
bull,Stier
gasping,keuchend
fully,voll
robin,Robin
collect,sammeln
gorgeous,wunderschön
morgan,Morgan
passion,Hingabe
writer,Schriftsteller
empire,Reich
international,international
curse,Fluch
hire,mieten
bastards,Bastarde
puts,setzt
leads,führt
id,Ausweis
blows,Schläge
sons,Söhne
estate,Anwesen
customers,Kunden
maggie,Maggie
gunshot,Schuss
i—,ich-
device,Gerät
troops,Truppen
hug,Umarmung
design,Design
movement,Bewegung
thunder,Donner
object,Objekt
loser,Verlierer
pen,Stift
sobbing,Schluchzen
politics,Politik
despite,trotz
alcohol,Alkohol
climb,Aufstieg
clients,Kunden
conference,Konferenz
provide,bieten
marty,Marty
seek,suchen
witnesses,Zeugen
earn,verdienen
trash,Müll
valley,Schlucht
fashion,Mode
howard,Howard
episode,Folge
prize,Preis
previously,vorher
sports,Sport
wanting,wollen
debt,Schulden
wishes,Wünsche
hitler,Hitler
wire,Draht
thee,dich
circle,Kreis
approach,Ansatz
stock,Aktie
facts,Fakten
remembered,erinnerte
percent,Prozent
normally,normalerweise
tail,Schwanz
joined,beigetreten
education,Ausbildung
bravo,Bravo
library,Bibliothek
rape,vergewaltigen
wings,Flügel
growling,knurrend
thrown,geworfen
tank,Tank
exhales,Ausatmen
authority,Behörde
current,aktuell
failure,Versagen
nightmare,Alptraum
hitting,Schlag
glory,Ruhm
knocked,umgeklopft
studying,Studium
barry,Barry
agency,Agentur
apple,Apfel
border,Grenze
rope,Seil
duck,Ente
reputation,Ruf
confidence,Vertrauen
yard,Hof
beloved,geliebten
lack,Mangel
actual,tatsächlich
skills,Fähigkeiten
films,Filme
mental,mental
salt,Salz
flesh,Fleisch
anne,Anne
secure,sicher
highly,hoch
federal,föderal
sand,Sand
emotional,emotional
setting,Einstellung
nothin,nichts
senator,Senator
services,Dienstleistungen
robbery,Raub
hates,hasst
fed,gefüttert
reward,belohnen
theater,Theater
johnson,Johnson
commit,begehen
patrick,Patrick
entirely,vollständig
extraordinary,außergewöhnlich
ships,Schiffe
opposite,Gegenteil
parties,Parteien
stands,Stand
terry,Terry
chat,Chat
events,Veranstaltungen
mummy,Mumie
bay,Bucht
slip,Beleg
disappointed,enttäuscht
settled,beschlossen
begins,beginnt
andrew,Andrew
alert,Alarm
detail,Detail
pink,Rosa
fellas,Jungs
accepted,akzeptiert
background,Hintergrund
garbage,Müll
panic,Panik
minds,Gedanken
belt,Gürtel
blowing,blasen
hollywood,Hollywood
agreement,Vereinbarung
jackie,Jackie
pushing,schieben
ability,Fähigkeit
tiger,Tiger
whispering,Flüstern
culture,Kultur
saint,Heilige
jesse,Jesse
task,Aufgabe
solid,solide
doll,Puppe
intend,beabsichtigen
district,Bezirk
pa,pa
gee,Mann
custody,Gewahrsam
ignore,ignorieren
naturally,natürlich
useful,nützlich
attempt,versuchen
abandoned,verlassen
cutting,Schneiden
kissed,geküsst
guarantee,Garantie
barking,Gebell
gather,versammeln
policy,Politik
u.s.,uns.
violent,gewalttätig
maid,Dienstmädchen
embarrassing,peinlich
childhood,Kindheit
wasting,Verschwendung
bow,Bogen
chick,Küken
sara,Sara
disaster,Katastrophe
revolution,Revolution
online,online
f,F
demon,Dämon
heavily,stark
coincidence,Zufall
perform,durchführen
thin,dünn
terrific,ausgezeichnet
mac,Mac
crown,Krone
identity,Identität
virgin,Jungfrau
impressive,beeindruckend
windows,Windows
no-one,niemand
potential,Potenzial
guitar,Gitarre
committee,Ausschuss
dozen,Dutzend
delivery,Lieferung
advance,Vorauszahlung
quietly,ruhig
stan,Stan
teaching,Lehre
hunter,Jäger
latest,letzte
hurting,Schmerzen
swing,Swing
capital,Hauptstadt
counting,Zählen
drew,zog
dirt,Schmutz
whistle,Pfeife
marie,Marie
hits,Treffer
doug,Doug
deny,leugnen
urgent,dringend
threatened,bedroht
behavior,Verhalten
molly,Molly
mixed,gemischt
stays,Aufenthalte
assure,versichern
subtitles,Untertitel
explanation,Erläuterung
wins,Siege
unique,einzigartig
chasing,jagend
billion,Milliarde
duke,Herzog
production,Produktion
slave,Sklave
agents,Agenten
carol,Carol
lets,lass uns
cruel,grausam
mask,Maske
sally,Ausfall
behave,benehmen
bury,begraben
massive,massiv
pathetic,erbärmlich
species,Spezies
approaching,nähert sich
jo,jo
loan,Darlehen
struggle,Kampf
dish,Gericht
trusted,vertrauenswürdig
jumped,sprang
firing,Brennen
channel,Kanal
abby,Abby
stopping,Anhalten
asks,fragt
jean,Jean
swimming,Baden
daily,täglich
basement,Keller
linda,Linda
quarter,Quartal
erm,ähm
bound,gebunden
navy,Marine
article,Artikel
guide,Führung
accused,beschuldigt
transfer,überweisen
guts,Innereien
quality,Qualität
fella,Kerl
roman,römisch
greater,größer
damned,verdammt
couch,Couch
cheer,jubeln
vegas,Vegas
shoe,Schuh
title,Titel
shy,schüchtern
punishment,Bestrafung
los,los
clicks,Klicks
‘you,'Du
closet,Kleiderschrank
bye-bye,Tschüss
fever,Fieber
coward,Feigling
flash,Blitz
impressed,beeindruckt
bruce,Bruce
siren,Sirene
prisoners,Gefangene
sides,Seiten
bowl,Schüssel
katie,Katie
supply,liefern
sensitive,empfindlich
hopefully,hoffentlich
rolling,rollend
roy,Roy
dollar,Dollar
tone,Ton
voices,Stimmen
g,G
‘i,'ich
cheating,schummeln
confess,bekennen
demand,Nachfrage
museum,Museum
unknown,unbekannt
drama,Drama
suspicious,verdächtig
adult,Erwachsene
todd,Todd
frightened,erschrocken
warned,warnte
steady,stetig
kills,tötet
crossed,gekreuzt
lou,Lou
particularly,insbesondere
sandwich,Sandwich
laws,Gesetze
joint,gemeinsam
bullets,Kugeln
package,Paket
trained,ausgebildet
thursday,Donnerstag
boots,Stiefel
possibility,Wahrscheinlichkeit
albert,Albert
civil,bürgerlich
june,Juni
germans,Deutsche
baseball,Baseball
express,äußern
miserable,miserabel
tuesday,Dienstag
parker,Parker
lion,Löwe
joseph,Joseph
refused,abgelehnt
shine,Glanz
assault,Angriff
hong,Hongkong
jokes,Witze
breaks,Pausen
argue,argumentieren
you—,Du-
trail,Pfad
option,Option
recall,abrufen
mighty,mächtig
collection,Sammlung
oliver,Oliver
wilson,Wilson
accent,Akzent
believes,glaubt
decisions,Entscheidungen
embarrassed,beschämt
mobile,Mobile
customer,Kunde
terribly,schrecklich
sec,Sekunde
charity,Wohltätigkeit
considering,angesichts
pussy,Muschi
donna,Donna
protecting,Schutz
flag,Flagge
kidnapped,entführt
italy,Italien
balance,Gleichgewicht
creatures,Kreaturen
nuclear,Kernenergie
wallet,Geldbörse
shout,schreien
vincent,Vincent
entered,eingegeben
impression,Eindruck
angela,Angela
jay,Eichelhäher
degrees,Abschlüsse
favour,favorisieren
reaction,Reaktion
network,Netzwerk
jessica,Jessica
version,Version
concert,Konzert
gear,Gang
singer,Sänger
diamond,Diamant
defeat,Verlust
steven,Steven
lane,Fahrbahn
blast,Explosion
wounded,verwundet
anytime,jederzeit
partners,Partner
ages,Alter
charlotte,Charlotte
ceremony,Zeremonie
league,Liga
bars,Barren
orange,orange
specific,spezifisch
conditions,Bedingungen
plastic,Plastik
crisis,Krise
fifth,fünfte
term,Begriff
self,selbst
offering,Angebot
bud,Knospe
suffered,litten
reported,berichtete
commissioner,Kommissar
rip,Ruhe in Frieden
mysterious,geheimnisvoll
entrance,Eingang
messed,vermasselt
tunnel,Tunnel
designed,entworfen
neighbor,Nachbar
aboard,an Bord
sweat,Schweiß
justin,Justin
ghosts,Geister
crimes,Verbrechen
costs,Kosten
deserves,verdient
dreaming,träumen
bust,Büste
el,el
teddy,Teddy
kong,Kong
messages,Nachrichten
enjoying,genießen
afterwards,nachher
comfort,Komfort
mason,Mason
surrender,aufgeben
gym,Fitnessstudio
kitty,Kätzchen
crush,zerquetschen
yup,Jawohl
arranged,arrangiert
suits,Anzüge
pee,pinkeln
stress,Stress
cave,Höhle
wing,Flügel
jordan,Jordanien
arrange,arrangieren
comrade,Genosse
noble,edel
tricks,Tricks
betty,Betty
launch,Start
legend,Legende
mix,mischen
golf,Golf
imagination,Vorstellung
fox,Fuchs
kissing,Küssen
butter,Butter
tax,Steuer
gross,brutto
edward,Edward
texas,Texas
insist,pochen
marcus,Marcus
classic,Klassiker
selfish,egoistisch
skull,Schädel
frankie,Frankie
shown,gezeigt
bat,Schläger
survived,überlebte
print,drucken
champion,Champion
bills,Rechnungen
therapy,Therapie
lifetime,Lebensdauer
throughout,hindurch
a.m.,Bin.
nathan,Nathan
toward,zu
sauce,Sauce
experiment,Experiment
margaret,Margaret
describe,beschreiben
ross,Ross
grass,Gras
cheat,schummeln
attend,teilnehmen
homework,Hausaufgaben
lewis,Lewis
betrayed,verraten
servant,Diener
cap,Kappe
tyler,Tyler
bible,Bibel
practically,praktisch
catherine,Catherine
steel,Stahl
wipe,wischen
burns,Verbrennungen
j,J
generation,Generation
cabin,Kabine
financial,finanzielle
industry,Industrie
bond,Bindung
sheep,Schaf
scientists,Wissenschaftler
beaten,geschlagen
heck,Teufel
deck,Deck
fans,Fans
script,Skript
brand,Marke
degree,Grad
painful,schmerzhaft
coughing,Husten
religion,Religion
cats,Katzen
stephen,Stephen
influence,beeinflussen
fuel,Kraftstoff
drawing,Zeichnung
uh-oh,Oh-oh
rabbit,Kaninchen
exercise,Übung
attractive,attraktiv
touching,berührend
virus,Virus
realise,realisieren
torture,Folter
blessed,gesegnet
plain,schmucklos
rebecca,Rebecca
recent,jüngste
barbara,Barbara
footsteps,Schritte
sacred,heilig
removed,ENTFERNT
pretending,vortäuschend
wasted,verschwendet
jewish,jüdisch
goodnight,Gute Nacht
robot,Roboter
crystal,Kristall
confirm,bestätigen
lad,Junge
mile,Meile
division,Division
scratch,kratzen
reminds,erinnert
walks,Spaziergänge
ending,Ende
russia,Russland
contest,Wettbewerb
valuable,wertvoll
distant,entfernt
dumped,abgeladen
motion,Bewegung
electricity,Strom
centre,Center
murders,Morde
