you,אַתָה
treat,לְטַפֵּל
roll,גָלִיל
double,לְהַכפִּיל
spirit,רוּחַ
danger,סַכָּנָה
cost,עֲלוּת
empty,רֵיק
level,רָמָה
memory,זֵכֶר
itself,עצמו
acting,מִשְׂחָק
interest,אִינטֶרֶס
nose,אַף
plans,תוכניות
following,הַבָּא
bathroom,חֲדַר אַמְבַּטִיָה
built,בנוי
closer,קרוב יותר
ray,קֶרֶן
sarah,שרה
band,לְהִתְאַגֵד
groans,גניחות
apparently,כַּנִראֶה
excited,נִרגָשׁ
richard,ריצ'רד
losing,הפסד
animals,בַּעֲלֵי חַיִים
flight,טִיסָה
nature,טֶבַע
raise,הַעֲלָאָה
pop,פּוֹפּ
client,לָקוּחַ
bomb,פְּצָצָה
neck,עוֹרֶף
suspect,חָשׁוּד
warm,חַם
extra,תוֹסֶפֶת
bottle,בַּקבּוּק
van,טֶנדֶר
heavy,כָּבֵד
mommy,אמא
dogs,כלבים
wild,פְּרָאִי
ridiculous,מְגוּחָך
simply,פָּשׁוּט
lee,לי
animal,חַיָה
showed,הראה
billy,בילי
shooting,יְרִי
keeps,שומר
camp,מַחֲנֶה
guns,רובים
medical,רְפוּאִי
shame,בּוּשָׁה
hoping,מקווה
whom,מִי
bird,צִפּוֹר
majesty,גָאוֹן
flowers,פרחים
famous,מְפוּרסָם
asleep,יָשֵׁן
beauty,יוֹפִי
driver,נֶהָג
keys,מפתחות
rain,גֶשֶׁם
awful,נוֹרָא
large,גָדוֹל
local,מְקוֹמִי
deserve,ראוי
goddamn,לעזאזל
stone,אֶבֶן
jane,ג'יין
grace,חֶסֶד
consider,לִשְׁקוֹל
weekend,סוֹף שָׁבוּעַ
wondering,תוהה
lay,לְהַנִיחַ
plenty,הַרבֵּה
willing,מוּכָן
pants,מִכְנָסַיִים
sweetheart,מוֹתֶק
skin,עוֹר
excellent,מְעוּלֶה
asshole,מְטוּמטָם
beach,חוֹף
c,ג
faith,אֱמוּנָה
beg,לְהִתְחַנֵן
fuckin,לעזאזל
responsible,אַחֲרַאִי
military,צְבָאִי
cheering,תְשׁוּאוֹת
opportunity,הִזדַמְנוּת
common,מְשׁוּתָף
bottom,תַחתִית
german,גֶרמָנִיָת
whoever,מִי
cook,לְבַשֵׁל
walked,הלכתי
papers,ניירות
justice,צֶדֶק
hall,אוּלָם
commander,מְפַקֵד
drug,תְרוּפָה
main,רָאשִׁי
knife,סַכִּין
devil,שָׂטָן
necessary,הֶכְרֵחִי
although,לַמרוֹת
princess,נְסִיכָה
lights,אורות
flying,עַף
dick,זַיִן
rose,וֶרֶד
knowing,יוֹדֵעַ
clearly,בְּבִירוּר
hat,כּוֹבַע
agreed,מוּסכָּם
johnny,ג'וני
corner,קֶרֶן
code,קוד
note,פֶּתֶק
tommy,טומי
due,עקב
correct,נָכוֹן
apologize,לְהִתְנַצֵל
language,שָׂפָה
stars,כוכבים
faster,מהיר יותר
cars,מכוניות
folks,אנשים
bullshit,שְׁטוּיוֹת
i.,אֲנִי.
fellow,עָמִית
several,כַּמָה
grandma,סַבתָא
shows,מופעים
leader,מַנהִיג
leaves,עלים
restaurant,מִסעָדָה
east,מִזְרָח
shouting,צעקות
blind,לְסַמֵא
ghost,רוּחַ
cup,גָבִיעַ
gotten,קיבל
tight,צָמוּד
conversation,שִׂיחָה
tells,מספר
lies,שקרים
nor,גַם לֹא
pulled,משך
hanging,תְלִיָה
speed,מְהִירוּת
stories,סיפורים
health,בְּרִיאוּת
advice,עֵצָה
held,מוּחזָק
uh-huh,אה-הא
murdered,נִרצָח
beyond,מעבר
rule,כְּלָל
hardly,בְּקוֹשִׁי
possibly,יִתָכֵן
inspector,מְפַקֵחַ
cousin,בֶּן דוֹד
trial,מִשׁפָּט
emergency,חֵרוּם
ought,צריך
eddie,אדי
somehow,איכשהו
hearing,שְׁמִיעָה
states,מדינות
account,חֶשְׁבּוֹן
spoke,דיבר
file,קוֹבֶץ
understood,הבנתי
angel,מַלְאָך
tape,סֶרֶט
milk,חָלָב
powerful,חָזָק
weapons,כלי נשק
practice,לְתַרְגֵל
manager,מְנַהֵל
pardon,חֲנִינָה
vote,הַצבָּעָה
jake,ג'ייק
national,לְאוּמִי
career,קריירה
minister,שַׂר
super,סוּפֶּר
taught,לימד
robert,רוברט
biggest,הכי גדול
plays,מחזות
natural,טִבעִי
dancing,ריקודים
copy,לְהַעְתִיק
plus,פְּלוּס
martin,סְנוּנִית
cake,עוּגָה
freedom,חוֹפֶשׁ
among,בֵּין
breath,נְשִׁימָה
operation,מִבצָע
chris,כריס
crew,צוות
challenge,אֶתגָר
market,שׁוּק
meat,בָּשָׂר
towards,לִקרַאת
bringing,להביא
dropped,ירד
student,סטוּדֶנט
lied,שיקר
strength,כּוֹחַ
size,גוֹדֶל
breathe,לִנְשׁוֹם
color,צֶבַע
monster,מִפלֶצֶת
loud,בְּקוֹל רָם
photo,תַצלוּם
aw,אוו
nearly,כִּמעַט
sight,מַרְאֶה
greatest,הגדול ביותר
games,משחקים
bridge,לְגַשֵׁר
dressed,לָבוּשׁ
arrested,נֶעצָר
horrible,מַחרִיד
coach,מְאַמֵן
planning,תִכנוּן
checked,בָּדוּק
breaking,שְׁבִירָה
noticed,שם לב
fantastic,פַנטַסטִי
screams,צרחות
serve,לְשָׁרֵת
ideas,רעיונות
investigation,חֲקִירָה
center,מֶרְכָּז
older,מבוגר יותר
pack,לֶאֱרוֹז
soldiers,חיילים
nonsense,שְׁטוּיוֹת
doc,דוק
project,פּרוֹיֶקט
training,הַדְרָכָה
example,דוּגמָה
trick,טְרִיק
prepared,מוּכָן
science,מַדָע
united,מְאוּחָד
travel,לִנְסוֹעַ
incredible,מדהים
grandpa,סָבָּא
paying,משלם
character,אוֹפִי
teeth,שיניים
criminal,פְּלִילִי
charles,צ'ארלס
chinese,סִינִית
truly,בֶּאֱמֶת
honestly,בִּיוֹשֶׁר
bro,אחי
survive,לִשְׂרוֹד
bobby,בובי
target,יַעַד
feed,לְהַאֲכִיל
nurse,אָחוֹת
e,ה
fake,מְזוּיָף
records,רשומות
breathing,נְשִׁימָה
sweetie,מוֹתֶק
numbers,מספרים
oil,שֶׁמֶן
suicide,הִתאַבְּדוּת
belong,שייך
whoo,וואו
perfectly,בצורה מושלמת
amy,איימי
forgotten,שָׁכוּחַ
remain,לְהִשָׁאֵר
original,מְקוֹרִי
papa,אַבָּא
onto,עַל גַבֵּי
concerned,מוּדְאָג
credit,אַשׁרַאי
ugh,אוף
invited,מוזמן
discuss,לָדוּן
research,מֶחקָר
easier,קל יותר
view,נוֹף
chair,כִּסֵא
hurts,כואב
strike,לְהַכּוֹת
roger,רוג'ר
fill,לְמַלֵא
condition,מַצָב
mountain,הַר
dr,ד"ר
nowhere,לְשׁוּם מָקוֹם
sheriff,שֶׁרִיף
kim,קים
turning,חֲרִיטָה
brown,חוּם
recognize,לְהַכִּיר
heads,ראשים
audience,קהל
‘all,'כֹּל
jealous,קַנָאִי
pretend,לְהַעֲמִיד פָּנִים
society,חֶברָה
finding,מִמצָא
shirt,חוּלצָה
comfortable,נוֹחַ
meaning,מַשְׁמָעוּת
guest,אוֹרֵחַ
pieces,חתיכות
dry,יָבֵשׁ
letting,השכרה
began,התחיל
aye,כן
jeff,ג'ף
female,נְקֵבָה
release,לְשַׁחְרֵר
ho,הו
cards,כרטיסים
pray,לְהִתְפַּלֵל
unfortunately,לְמַרְבֶּה הַצַעַר
balls,כדורים
destroyed,הָרוּס
ended,הסתיים
universe,עוֹלָם
prepare,לְהַכִין
opinion,דֵעָה
movies,סרטים
soldier,לוֹחֶם
wash,לִשְׁטוֹף
program,תָכְנִית
heat,חוֹם
usual,רָגִיל
ticket,כַּרְטִיס
stolen,גָנוּב
prefer,לְהַעֲדִיף
aware,מוּדָע
surely,לְלֹא סָפֵק
male,זָכָר
base,בָּסִיס
matters,עניינים
lift,מַעֲלִית
lab,מַעבָּדָה
command,פְּקוּדָה
proof,הוֹכָחָה
cream,קרֶם
selling,מכירה
believed,האמין
create,לִיצוֹר
h,ח
afford,לְהַרְשׁוֹת לְעַצמוֹ
sunday,יוֹם רִאשׁוֹן
total,סַך הַכֹּל
dumb,מְטוּמטָם
threw,זרק
france,צָרְפַת
birth,הוּלֶדֶת
created,נוצר
realized,הבין
british,בְּרִיטִי
noise,רַעַשׁ
nuts,אֱגוֹזִים
students,סטודנטים
birds,ציפורים
social,חֶברָתִי
brilliant,מַברִיק
bodies,גופים
tie,עֲנִיבָה
opened,נפתח
ours,שֶׁלָנוּ
bucks,דולרים
kevin,קווין
mister,מַר
ugly,מְכוֹעָר
ryan,ריאן
focus,מוֹקֵד
dan,דן
opens,נפתח
exist,לְהִתְקַיֵם
followed,עקבתי אחריו
england,אַנְגלִיָה
draw,לִמְשׁוֹך
purpose,מַטָרָה
letters,אותיות
daniel,דניאל
opening,פְּתִיחָה
bullet,כַּדוּר
anna,אנה
lately,לָאַחֲרוֹנָה
stayed,נשאר
falling,נְפִילָה
season,עוֹנָה
ends,מסתיים
suggest,לְהַצִיעַ
joy,שִׂמְחָה
distance,מֶרְחָק
responsibility,אַחֲרָיוּת
whenever,בְּכָל פַּעַם
issue,לְהַנפִּיק
thousands,אלפים
process,תַהֲלִיך
sword,חֶרֶב
shower,מִקלַחַת
weak,חַלָשׁ
fucked,דפוק
lonely,בּוֹדֵד
happiness,שִׂמְחָה
eric,אריק
tiny,זָעִיר
desk,שׁוּלְחָן כְּתִיבָה
pool,פּוּל
property,נֶכֶס
forced,כָּפוּי
settle,לִשְׁקוֹעַ
indistinct,לֹא בָּרוּר
weight,מִשׁקָל
received,קיבל
gang,כְּנוּפִיָה
bite,נְשִׁיכָה
friday,יוֹם שִׁישִׁי
disappeared,נעלם
interview,רֵאָיוֹן
expecting,מצפה
kinda,סוג של
surgery,כִּירוּרגִיָה
horses,סוסים
mayor,רֹאשׁ הָעִיר
babe,תִינוֹק
ancient,עַתִיק
handsome,נָאֶה
thomas,תומאס
saturday,שַׁבָּת
staff,סֶגֶל
lines,קווים
unit,יְחִידָה
fan,מְנִיפָה
gentleman,ג'ֶנטֶלמֶן
introduce,לְהַצִיג
fate,גוֹרָל
split,לְפַצֵל
recently,לָאַחֲרוֹנָה
expected,צָפוּי
add,לְהוֹסִיף
ordered,הורה
slowly,לְאַט
alarm,אַזעָקָה
member,חָבֵר
slept,ישן
signed,חָתוּם
enter,לְהַכנִיס
spanish,סְפָרַדִית
garden,גַן
brings,מביא
brave,אַמִיץ
pig,חֲזִיר
model,דֶגֶם
finger,אֶצבַּע
medicine,תרופה
access,גִישָׁה
failed,נִכשָׁל
flat,שָׁטוּחַ
easily,בְּקַלוּת
discovered,גילה
based,מְבוּסָס
screw,לִדפּוֹק
insane,מְשׁוּגָע
cares,אכפתיות
weather,מֶזֶג אֲוִיר
fingers,אצבעות
san,סן
scott,סקוט
path,נָתִיב
soft,רַך
harm,לִפְגוֹעַ
style,סִגְנוֹן
community,קהילה
sees,רואה
basically,בעיקרון
al,אל
signal,אוֹת
nope,לֹא
spare,נוֹסָף
speech,נְאוּם
covered,מְכוּסֶה
shake,לְנַעֵר
loose,מְשׁוּחרָר
snow,שֶׁלֶג
russian,רוּסִי
lake,אֲגַם
bright,בָּהִיר
roof,גַג
ohh,אה
sending,שְׁלִיחָה
paint,צֶבַע
remind,לְהַזכִּיר
pal,יָדִיד
naked,עֵירוֹם
post,שֶׁלְאַחַר
sugar,סוּכָּר
heading,כּוֹתֶרֶת
streets,רחובות
damage,נֵזֶק
silence,לְהַשְׁתִיק
doors,דלתות
pete,פיט
ed,עורך
success,הַצלָחָה
wet,רָטוֹב
nah,לא
amount,סְכוּם
members,חברים
kate,קייט
manage,לְנַהֵל
safety,בְּטִיחוּת
returned,חזר
harder,קשה יותר
fbi,ה-FBI
block,לַחסוֹם
showing,הַצָגָה
fancy,לְחַבֵּב
chef,שֶׁף
contract,חוֹזֶה
dig,לַחפּוֹר
chest,חָזֶה
goodbye,להתראות
drinks,מַשׁקָאוֹת
dave,דייב
buried,קָבוּר
brian,בריאן
trade,סַחַר
journey,מַסָע
stomach,בֶּטֶן
changes,שינויים
details,פרטים
thoughts,מחשבות
divorce,לְהִתְגַרֵשׁ
funeral,הַלוָיָה
maria,מריה
football,כַּדוּרֶגֶל
reality,מְצִיאוּת
theory,תֵאוֹרִיָה
gosh,אלוהים
ruined,הָרוּס
gate,שַׁעַר
william,ויליאם
spread,התפשטות
outta,יוצא
japanese,יַפָּנִית
sudden,פִּתְאוֹמִי
coat,מְעִיל
sooner,מוקדם יותר
cheese,גְבִינָה
larry,לארי
spring,אָבִיב
page,עַמוּד
ears,אוזניים
simon,סיימון
castle,טִירָה
hidden,מוּסתָר
storm,סְעָרָה
cos,חַסַת עָלִים
personally,אִישִׁית
artist,אָמָן
hill,גִבעָה
exciting,מְרַגֵשׁ
permission,רְשׁוּת
jerry,ג'רי
expensive,יָקָר
tickets,כרטיסים
forest,יַעַר
barely,בְּקוֹשִׁי
eggs,ביצים
goin,הולך
regret,חֲרָטָה
lesson,לֶקַח
lover,מְאַהֵב
bread,לֶחֶם
andy,אנדי
subject,נוֹשֵׂא
legal,מִשׁפָּטִי
growing,גָדֵל
ill,חוֹלֶה
jason,ג'ייסון
mood,מַצַב רוּחַ
owner,בַּעַל
caused,גרם
beeping,צפצוף
points,נקודות
dating,דייטים
loss,הֶפסֵד
secretary,מַזכִּיר
revenge,נְקָמָה
santa,סנטה
likely,סָבִיר
rent,לִשְׂכּוֹר
connection,קֶשֶׁר
assistant,עוֹזֵר
reasons,סיבות
yelling,צעקות
painting,צִיוּר
trees,עצים
doctors,רופאים
rush,לְמַהֵר
foreign,זָר
rough,מְחוּספָּס
murderer,רוֹצֵחַ
century,מֵאָה
nights,לילות
pair,זוּג
runs,ריצות
pocket,כִּיס
farm,לְעַבֵּד
matt,מאט
bike,אופניים
obvious,בָּרוּר
ate,אכל
grew,גדל
professional,מִקצוֹעִי
tim,טים
goodness,טוּב לֵב
parts,חלקים
alan,אלן
university,אוּנִיבֶרְסִיטָה
square,מְרוּבָּע
grandfather,סָבָּא
europe,אֵירוֹפָּה
genius,גָאוֹן
cases,מקרים
ruin,לַהֲרוֹס
winter,חוֹרֶף
tongue,לָשׁוֹן
memories,זיכרונות
da,דה
buying,קְנִיָה
cancer,סַרְטָן
clock,שָׁעוֹן
ocean,יָם
dna,דנ"א
liar,שַׁקרָן
tour,סִיוּר
thief,גַנָב
bleep,צפצוף
lisa,ליסה
rights,זכויות
including,לְרַבּוֹת
competition,תַחֲרוּת
smith,נַפָּח
planned,מְתוּכנָן
emily,אמילי
boring,מְשַׁעֲמֵם
victims,קורבנות
mentioned,מוּזְכָּר
bones,עצמות
plant,לִשְׁתוֹל
bless,לְבָרֵך
warning,אַזהָרָה
knocking,דפיקות
re,מִחָדָשׁ
crash,לְהִתְרַסֵק
bedroom,חדר שינה
lower,לְהוֹרִיד
silver,כֶּסֶף
groaning,נַהֲמָה
madame,גְבֶרֶת
defense,הֲגָנָה
results,תוצאות
toilet,שֵׁרוּתִים
event,מִקרֶה
complicated,מְסוּבָּך
shape,צוּרָה
priest,כּוֹמֶר
royal,מַלכּוּתִי
cheap,זוֹל
romantic,רוֹמַנטִי
downstairs,לְמַטָה
invite,לְהַזמִין
fortune,מַזָל
tears,דמעות
avoid,לְהִמָנַע
reached,הגיע
higher,גבוה יותר
familiar,מוּכָּר
telephone,טֵלֵפוֹן
burning,בּוֹעֵר
filled,מְמוּלָא
kelly,קלי
alice,אליס
airport,נְמַל תְעוּפָה
jobs,עבודות
grown,מְגוּדָל
walter,וולטר
rachel,רייצ'ל
giant,עֲנָק
insurance,ביטוח
woods,יערות
n,נ
scare,לְהַפחִיד
pleased,מְרוּצֶה
period,תְקוּפָה
political,פּוֹלִיטִי
player,נַגָן
stops,עצירות
secrets,סודות
laura,לורה
repeat,לַחֲזוֹר עַל
photos,תמונות
finds,מוצאים
statement,הַצהָרָה
suck,לִמְצוֹץ
younger,צעיר יותר
china,סִין
humans,בני אדם
delicious,טָעִים מְאוֹד
particular,מְסוּיָם
proper,תָקִין
rome,רומא
belongs,שייך
attacked,תקף
bath,מֶרחָץ
hired,נִשׂכָּר
site,אֲתַר
knowledge,יֶדַע
b,ב'
led,הוביל
guests,אורחים
celebrate,לַחֲגוֹג
map,מַפָּה
horn,קֶרֶן
eventually,בסופו של דבר
pity,רַחֲמִים
powers,כוחות
ashamed,מְבוּיָשׁ
assume,לְהַנִיחַ
glasses,מִשׁקָפַיִם
rise,לַעֲלוֹת
fixed,קָבוּעַ
request,בַּקָשָׁה
officers,קצינים
pounds,פאונד
data,נְתוּנִים
carefully,בזהירות
per,לְכָל
depends,תלוי
jury,חֶבֶר מוּשׁבַּעִים
waited,חיכתה
positive,חִיוּבִי
attorney,עוֹרֵך דִין
direction,כיוון
families,משפחות
‘clock,'שָׁעוֹן
doin,עושה
forces,כוחות
location,מִקוּם
walls,קירות
useless,חֲסַר תוֹעֶלֶת
grant,מַעֲנָק
saving,חִסָכוֹן
speaks,מדבר
fought,נלחם
meal,אֲרוּחָה
deliver,לִמְסוֹר
answers,תשובות
changing,מִשְׁתַנֶה
temple,מִקדָשׁ
scary,מַפְחִיד
millions,מיליונים
offered,מוּצָע
regular,קָבוּעַ
carrying,נְשִׂיאָה
official,רִשְׁמִי
jacket,ז'ָקֵט
switch,מֶתֶג
grave,קֶבֶר
chase,מִרדָף
role,תַפְקִיד
odd,מְשׁוּנֶה
sexy,סֶקסִי
faces,פרצופים
becomes,הופך
closes,נסגר
badly,בצורה גרועה
tall,גָבוֹהַ
confused,מְבוּלבָּל
affair,פָּרָשָׁה
television,טֵלֶוִיזִיָה
shock,הֶלֶם
raised,מוּרָם
panting,הִתנַשְׁמוּת
pizza,פִּיצָה
image,תְמוּנָה
clears,מנקה
golden,זָהוּב
patients,חולים
watched,צפה
committed,מְחוּיָב
sexual,מִינִי
suffer,לִסְבּוֹל
arthur,ארתור
wherever,בַּאֲשֶׁר
plate,צַלַחַת
appear,לְהוֹפִיעַ
chocolate,שׁוֹקוֹלַד
clever,חָכָם
hm,הממ
mercy,רַחֲמִים
shots,יריות
lucy,לוסי
dealing,התמודדות
trap,מַלכּוֹדֶת
charges,חיובים
phil,פיל
bang,לִדפּוֹק
poison,רַעַל
butt,קַת
drove,נהג
yourselves,עַצמְכֶם
headed,בראשותו
babies,תינוקות
yellow,צָהוֹב
soup,מָרָק
mystery,מִסתוֹרִין
picking,קטיף
sat,ישב
wound,פֶּצַע
traffic,תְנוּעָה
courage,גְבוּרָה
hunt,לָצוּד
indian,הוֹדִי
rat,לְהַלשִׁין
terms,מונחים
italian,אִיטַלְקִית
emma,אמה
checking,בדיקה
disease,מַחֲלָה
managed,מְנוֹהָל
winner,זוֹכֵה
council,מועצה
appointment,פְּגִישָׁה
monday,יוֹם שֵׁנִי
crack,סֶדֶק
threat,אִיוּם
jenny,ג'ני
physical,גוּפָנִי
nation,אוּמָה
source,מָקוֹר
chose,בחר
healthy,בָּרִיא
carl,קרל
victory,נִצָחוֹן
rick,ריק
stood,עמד
kicked,בעט
annie,אנני
disgusting,מַגְעִיל
palace,אַרְמוֹן
below,לְהַלָן
shopping,קניות
neighborhood,שְׁכוּנָה
march,מַרס
lips,שפתיים
midnight,חֲצוֹת
piss,שֶׁתֶן
advantage,יִתרוֹן
pure,טָהוֹר
india,הוֹדוּ
aside,בַּצַד
jerk,אִידיוֹט
mail,דוֹאַר
dawn,שַׁחַר
effect,אֵפֶקְט
spell,לַחַשׁ
freak,מְשׁוּנֶה
wood,עֵץ
screwed,דָפוּק
enemies,אויבים
gary,גארי
awake,עֵר
chuckling,צחקוקים
vacation,חוּפשָׁה
violence,אַלִימוּת
leo,מַזַל אַריֵה
grandmother,סַבתָא
modern,מוֹדֶרנִי
luke,לוק
firm,מוּצָק
prime,רִאשׁוֹנִי
heh,חה
touched,נגע
talent,כִּשָׁרוֹן
whore,זוֹנָה
piano,פְּסַנְתֵר
license,רִשָׁיוֹן
cooking,בישול
honour,כָּבוֹד
concern,דְאָגָה
moves,מהלכים
available,זָמִין
factory,מִפְעָל
gods,אלים
value,עֵרֶך
central,מֶרכָּזִי
