you,tu
knowledge,conhecimento
b,b
led,levado
guests,convidados
celebrate,celebrar
map,mapa
horn,chifre
eventually,eventualmente
pity,pena
powers,poderes
ashamed,envergonhado
assume,assumir
glasses,óculos
rise,aumento
fixed,fixado
request,pedido
officers,policiais
pounds,libras
data,dados
carefully,cuidadosamente
per,por
depends,depende
jury,júri
waited,esperou
positive,positivo
attorney,advogado
direction,direção
families,famílias
‘clock,'relógio
doin,fazendo
forces,forças
location,localização
walls,paredes
useless,inútil
grant,subvenção
saving,economia
speaks,fala
fought,lutou
meal,refeição
deliver,entregar
answers,respostas
changing,mudando
temple,templo
scary,assustador
millions,milhões
offered,oferecido
regular,regular
carrying,carregando
official,oficial
jacket,casaco
switch,interruptor
grave,túmulo
chase,perseguição
role,papel
odd,estranho
sexy,sexy
faces,rostos
becomes,torna-se
closes,fecha
badly,seriamente
tall,alto
confused,confuso
affair,negócio
television,televisão
shock,choque
raised,levantado
panting,ofegante
pizza,pizza
image,imagem
clears,limpa
golden,dourado
patients,pacientes
watched,assistido
committed,empenhado
sexual,sexual
suffer,sofrer
arthur,arturo
wherever,onde quer que
plate,prato
appear,aparecer
chocolate,chocolate
clever,esperto
hm,hm
mercy,mercê
shots,tiros
lucy,Lucy
dealing,tratativa
trap,armadilha
charges,cobranças
phil,Filo
bang,pancada
poison,veneno
butt,bunda
drove,dirigiu
yourselves,vocês mesmos
headed,dirigido
babies,bebês
yellow,amarelo
soup,sopa
mystery,mistério
picking,escolhendo
sat,sentou-se
wound,ferida
traffic,trânsito
courage,coragem
hunt,caça
indian,indiano
rat,ratazana
terms,termos
italian,italiano
emma,Ema
checking,verificando
disease,doença
managed,gerenciou
winner,ganhador
council,concelho
appointment,consulta
monday,segunda-feira
crack,estalido
threat,ameaça
jenny,Jenny
physical,físico
nation,nação
source,fonte
chose,escolheu
healthy,saudável
carl,Carlos
victory,vitória
rick,Ricardo
stood,ficou de pé
kicked,chutado
annie,Annie
disgusting,nojento
palace,palácio
below,abaixo
shopping,compras
neighborhood,vizinho
march,março
lips,lábios
midnight,meia noite
piss,mijo
advantage,vantagem
pure,puro
india,Índia
aside,aparte
jerk,idiota
mail,correspondência
dawn,alvorecer
effect,efeito
spell,feitiço
freak,anormal
wood,madeira
screwed,parafusado
enemies,inimigos
gary,Gary
awake,acordado
chuckling,rindo baixinho
vacation,férias
violence,violência
leo,Leão
grandmother,avó
modern,moderno
luke,Lucas
firm,firmeza
prime,primeiro
heh,hehe
touched,tocado
talent,talento
whore,prostituta
piano,piano
license,licença
cooking,cozinhar
honour,honra
concern,preocupação
moves,movimentos
available,disponível
factory,fábrica
gods,deuses
value,valor
central,central
union,união
mirror,espelho
studio,estúdio
media,mídia
taxi,Táxi
dies,morre
iron,ferro
hearts,corações
desire,desejo
rob,roubar
claire,claire
fred,Fred
songs,músicas
washington,Washington
monkey,macaco
pride,orgulho
pills,comprimidos
miracle,milagre
swim,nadar
burned,queimado
smells,cheiros
joking,brincando
christian,cristão
bleeding,sangramento
hook,gancho
beating,batendo
protection,proteção
treatment,tratamento
ear,orelha
carter,carter
metal,metal
disappear,desaparecer
grateful,grato
extremely,extremamente
treasure,tesouro
rescue,resgate
capable,capaz
passing,passagem
chatter,tagarelice
result,resultado
suffering,sofrimento
sisters,irmãs
laid,disposto
governor,governador
guards,guardas
louis,Luís
text,texto
literally,literalmente
remove,remover
becoming,tornando-se
performance,desempenho
stronger,mais forte
rate,taxa
deeply,profundamente
scream,gritar
desert,deserto
vehicle,veículo
illegal,ilegal
pulling,puxando
throwing,arremessando
josh,Josh
unbelievable,inacreditável
ted,Ted
zero,zero
dean,decano
curious,curioso
sean,Sean
candy,doce
bone,osso
tied,ligado
edge,borda
load,carga
susan,Susana
ahh,ahh
mountains,montanhas
boom,boom
former,antigo
holiday,feriado
riding,cavalgando
scoffs,zomba
hundreds,centenas
motherfucker,filho da puta
sue,processar
bags,bolsas
stealing,roubo
appears,aparece
arrive,chegar
remains,restos
decent,decente
issues,problemas
tip,dica
fail,falta
bride,noiva
pissed,puto
penny,centavo
claim,reclamação
friendship,amizade
desperate,desesperado
flower,flor
dramatic,dramático
refuse,recusar
solve,resolver
theme,tema
loving,amando
properly,convenientemente
dragon,dragão
mostly,maioritariamente
chuck,mandril
directly,diretamente
surface,superfície
false,FALSO
cast,elenco
junior,júnior
hunting,caça
silent,silencioso
thou,porém
egg,ovo
germany,Alemanha
punch,soco
africa,África
woke,despertou
intelligence,inteligência
borrow,emprestar
winning,vitória
falls,quedas
popular,popular
escaped,escapou
witch,bruxa
convinced,convencido
warn,avisar
announcer,locutor
champagne,champanhe
dust,pó
kyle,Kyle
someday,algum dia
fallen,caído
stranger,estranho
presence,presença
tear,lágrima
st.,santo.
internet,Internet
monsieur,senhor
therefore,por isso
technology,tecnologia
tires,pneus
toast,brinde
wise,sábio
clark,Clark
americans,americanos
notes,notas
smoking,fumar
hank,Hank
ls,ls
april,abril
wolf,lobo
precious,precioso
rooms,quartos
coast,costa
treated,tratado
material,material
released,lançado
uniform,uniforme
hated,odiado
considered,considerado
rice,arroz
exchange,câmbio
steps,passos
blake,Blake
convince,convencer
beast,besta
cow,vaca
files,arquivos
signs,sinais
drag,arrastar
cab,táxi
hung,pendurado
carried,carregou
ordinary,comum
successful,bem sucedido
eve,véspera
mistakes,erros
houses,casas
chattering,tagarela
brains,cérebros
japan,Japão
creature,criatura
fourth,quarto
separate,separado
cleaning,limpeza
california,Califórnia
lf,lf
ll,ll
shift,turno
elizabeth,Elisabete
chicago,Chicago
exact,exato
karen,Carina
goal,objetivo
expert,especialista
served,servido
direct,direto
score,pontuação
row,linha
marks,marcas
twenty,vinte
receive,receber
series,série
section,secção
pilot,piloto
jackson,Jackson
darkness,escuridão
thy,teus
sale,promoção
destiny,destino
cure,cura
spoken,falado
armed,armado
rare,raro
helen,Helena
grade,nível
juice,sumo
wide,largo
tower,torre
solution,solução
schedule,horário
explosion,explosão
wheel,roda
cigarette,cigarro
julie,Julie
fruit,fruto
blew,soprou
victor,vencedor
talks,conversas
sacrifice,sacrifício
range,intervalo
button,botão
reports,relatórios
prisoner,prisioneiro
pie,torta
effort,esforço
youth,juventude
pot,panela
eaten,comido
taylor,Taylor
knees,joelhos
garage,garagem
parking,estacionamento
ambulance,ambulância
staring,olhando fixamente
chances,hipóteses
circumstances,circunstâncias
sin,pecado
gordon,Gordon
progress,progresso
unusual,invulgar
county,concelho
stairs,escadas
campaign,campanha
‘mon,'seg
vision,visão
reporter,repórter
equipment,equipamento
moments,momentos
joey,Joey
mass,massa
alien,estrangeiro
trapped,encurralado
helps,ajuda
route,rota
defend,defender
trace,indício
nasty,sórdido
tests,testes
magazine,revista
rocks,rochas
dump,lixeira
rude,mal-educado
searching,pesquisando
clue,pista
connected,conectado
amen,Amém
pushed,empurrado
merry,alegre
zone,zona
senior,sénior
closing,encerramento
freeze,congelar
emperor,imperador
incident,incidente
snake,cobra
mexico,México
lily,lírio
actor,ator
newspaper,jornal
sentence,frase
greg,Gregório
leading,principal
friendly,amigável
jones,Jones
chosen,escolhido
engaged,empenhado
julia,Júlia
charming,encantador
mustn,deve
anger,raiva
spending,gastos
learning,aprendizagem
spy,espião
sharp,afiado
shadow,sombra
warrant,mandado
elevator,elevador
kingdom,reino
ricky,Ricky
jamie,Jamie
squad,esquadrão
shoulder,ombro
wave,onda
amanda,Amanda
highness,alteza
kinds,tipos
fishing,pesca
sometime,algum dia
attitude,atitude
sucks,é uma droga
negative,negativo
screen,ecrã
workers,trabalhadores
bored,aborrecido
cameras,câmeras
similar,semelhante
understanding,entendimento
beeps,bipes
chain,corrente
bull,touro
gasping,ofegante
fully,completamente
robin,pisco-de-peito-ruivo
collect,recolher
gorgeous,lindíssimo
morgan,Morgan
passion,paixão
writer,escritor
empire,império
international,internacional
curse,maldição
hire,contratar
bastards,bastardos
puts,coloca
leads,pistas
id,eu ia
blows,golpes
sons,filhos
estate,estado
customers,clientes
maggie,Maggie
gunshot,tiro
i—,Eu-
device,dispositivo
troops,tropas
hug,abraço
design,estilo
movement,movimento
thunder,trovão
object,objeto
loser,perdedor
pen,caneta
sobbing,soluçando
politics,política
despite,apesar
alcohol,álcool
climb,escalada
clients,clientes
conference,conferência
provide,fornecer
marty,mártir
seek,procurar
witnesses,testemunhas
earn,ganhar
trash,lixo
valley,vale
fashion,moda
howard,Howard
episode,episódio
prize,prémio
previously,anteriormente
sports,esportes
wanting,querendo
debt,dívida
wishes,desejos
hitler,Hitler
wire,fio
thee,te
circle,círculo
approach,abordagem
stock,stock
facts,factos
remembered,lembrado
percent,por cento
normally,normalmente
tail,cauda
joined,ingressou
education,educação
bravo,bravo
library,biblioteca
rape,estupro
wings,asas
growling,rosnando
thrown,arremessado
tank,tanque
exhales,expira
authority,autoridade
current,atual
failure,falha
nightmare,pesadelo
hitting,batendo
glory,glória
knocked,bateu
studying,estudo
barry,Barry
agency,agência
apple,maçã
border,fronteira
rope,corda
duck,pato
reputation,reputação
confidence,confiança
yard,jarda
beloved,amado
lack,falta
actual,real
skills,competências
films,filmes
mental,mental
salt,sal
flesh,carne
anne,Ana
secure,seguro
highly,altamente
federal,federal
sand,areia
emotional,emocional
setting,definição
nothin,nada
senator,senador
services,serviços
robbery,roubo
hates,odeia
fed,alimentado
reward,recompensa
theater,teatro
johnson,Johnson
commit,cometer
patrick,Patrício
entirely,inteiramente
extraordinary,extraordinário
ships,navios
opposite,oposto
parties,festas
stands,estantes
terry,Terry
chat,conversa
events,eventos
mummy,múmia
bay,baía
slip,escorregar
disappointed,desapontado
settled,assentou
begins,começa
andrew,André
alert,alerta
detail,detalhe
pink,cor-de-rosa
fellas,pessoal
accepted,aceito
background,fundo
garbage,lixo
panic,pânico
minds,mentes
belt,cinto
blowing,sopro
hollywood,Hollywood
agreement,acordo
jackie,Jackie
pushing,empurrando
ability,capacidade
tiger,tigre
whispering,sussurrando
culture,cultura
saint,santo
jesse,Jessé
task,tarefa
solid,sólido
doll,boneca
intend,pretender
district,distrito
pa,pa
gee,A nossa
custody,custódia
ignore,ignorar
naturally,naturalmente
useful,útil
attempt,tentativa
abandoned,abandonado
cutting,corte
kissed,beijou
guarantee,garantia
barking,latindo
gather,recolher
policy,política
u.s.,nós.
violent,violento
maid,empregada
embarrassing,embaraçoso
childhood,infância
wasting,desperdiçando
bow,vénia
chick,pintinho
sara,Sara
disaster,desastre
revolution,revolução
online,online
f,f
demon,demónio
heavily,fortemente
coincidence,coincidência
perform,realizar
thin,fino
terrific,espantoso
mac,Mac
crown,coroa
identity,identidade
virgin,virgem
impressive,impressionante
windows,Windows
no-one,ninguém
potential,potencial
guitar,guitarra
committee,comitê
dozen,dúzia
delivery,entrega
advance,avanço
quietly,silenciosamente
stan,Stan
teaching,ensino
hunter,caçador
latest,último
hurting,machucando
swing,balanço
capital,capital
counting,contando
drew,atraiu
dirt,sujidade
whistle,assobio
marie,Maria
hits,sucessos
doug,Doug
deny,negar
urgent,urgente
threatened,ameaçado
behavior,comportamento
molly,Molly
mixed,misturado
stays,estadias
assure,assegurar
subtitles,legendas
explanation,explicação
wins,vitórias
unique,único
chasing,perseguindo
billion,bilhões
duke,duque
production,produção
slave,escravo
agents,agentes
carol,canção
lets,vamos
cruel,cruel
mask,máscara
sally,Sally
behave,comportar-se
bury,enterrar
massive,massivo
pathetic,patético
species,espécies
approaching,aproximando
jo,jo
loan,empréstimo
struggle,esforço
dish,prato
trusted,confiável
jumped,pulou
firing,disparo
channel,canal
abby,Abby
stopping,parando
asks,pergunta
jean,jeans
swimming,natação
daily,diariamente
basement,cave
linda,Linda
quarter,trimestre
erm,hum
bound,vinculado
navy,marinha
article,artigo
guide,guia
accused,acusado
transfer,transferir
guts,estômago
quality,qualidade
fella,cara
roman,romano
greater,maior
damned,maldito
couch,sofá
cheer,alegria
vegas,Las Vegas
shoe,sapato
title,título
shy,tímido
punishment,punição
los,los
clicks,cliques
‘you,'tu
closet,armário
bye-bye,Bye Bye
fever,febre
coward,cobarde
flash,clarão
impressed,impressionado
bruce,Bruce
siren,sirene
prisoners,prisioneiros
sides,lados
bowl,taça
katie,Katie
supply,suprimento
sensitive,sensível
hopefully,esperançosamente
rolling,rolando
roy,Roy
dollar,dólar
tone,tom
voices,vozes
g,g
‘i,'Eu
cheating,enganar
confess,confessar
demand,exigência
museum,museu
unknown,desconhecido
drama,drama
suspicious,suspeito
adult,adulto
todd,todd
frightened,assustado
warned,avisou
steady,estável
kills,mata
crossed,cruzado
lou,lou
particularly,particularmente
sandwich,sanduíche
laws,leis
joint,junta
bullets,balas
package,pacote
trained,treinado
thursday,Quinta-feira
boots,botas
possibility,possibilidade
albert,Alberto
civil,civil
june,junho
germans,alemães
baseball,beisebol
express,expresso
miserable,miserável
tuesday,Terça-feira
parker,Parker
lion,leão
joseph,José
refused,recusou
shine,brilho
assault,agressão
hong,Hong Kong
jokes,piadas
breaks,pausas
argue,argumentar
you—,tu-
trail,trilho
option,opção
recall,evocar
mighty,poderoso
collection,coleção
oliver,Oliver
wilson,Wilson
accent,pronúncia
believes,acredita
decisions,decisões
embarrassed,embaraçado
mobile,móvel
customer,cliente
terribly,terrivelmente
sec,seg
charity,caridade
considering,considerando
pussy,bichano
donna,Dona
protecting,protegendo
flag,bandeira
kidnapped,sequestrado
italy,Itália
balance,equilíbrio
creatures,criaturas
nuclear,nuclear
wallet,carteira
shout,gritar
vincent,Vicente
entered,entrou
impression,impressão
angela,Ângela
jay,Jay
degrees,graus
favour,favor
reaction,reação
network,rede
jessica,Jéssica
version,versão
concert,concerto
gear,engrenagem
singer,cantor
diamond,diamante
defeat,derrota
steven,Steven
lane,faixa
blast,rajada
wounded,feridos
anytime,a qualquer momento
partners,parceiros
ages,idades
charlotte,Charlotte
ceremony,cerimónia
league,liga
bars,bares
orange,laranja
specific,específico
conditions,condições
plastic,plástico
crisis,crise
fifth,quinto
term,termo
self,próprio
offering,oferta
bud,botão
suffered,sofreu
reported,relatado
commissioner,comissário
rip,rasgão
mysterious,misterioso
entrance,entrada
messed,bagunçado
tunnel,túnel
designed,projetado
neighbor,vizinho
aboard,a bordo
sweat,suor
justin,Justino
ghosts,fantasmas
crimes,crimes
costs,custos
deserves,merece
dreaming,sonhando
bust,busto
el,el
teddy,ursinho
kong,Kong
messages,mensagens
enjoying,curtindo
afterwards,mais tarde
comfort,conforto
mason,pedreiro
surrender,render-se
gym,ginásio
kitty,gatinho
crush,esmagamento
yup,sim
arranged,organizado
suits,se adequa
pee,chichi
stress,stress
cave,gruta
wing,asa
jordan,Jordânia
arrange,organizar
comrade,camarada
noble,nobre
tricks,truques
betty,Betty
launch,lançar
legend,legenda
mix,mistura
golf,golfe
imagination,imaginação
fox,raposa
kissing,beijo
butter,manteiga
tax,imposto
gross,bruto
edward,Eduardo
texas,Texas
insist,insistir
marcus,Marco
classic,clássico
selfish,egoísta
skull,crânio
frankie,Frankie
shown,mostrado
bat,bastão
survived,sobreviveu
print,imprimir
champion,campeão
bills,contas
therapy,terapia
lifetime,vida
throughout,aprofundado
a.m.,sou.
nathan,Nathan
toward,em execução
sauce,molho
experiment,experiência
margaret,Margarida
describe,descrever
ross,Ross
grass,relva
cheat,fazer batota
attend,participar
homework,trabalho de casa
lewis,Lewis
betrayed,traído
servant,servo
cap,boné
tyler,Tyler
bible,Bíblia
practically,praticamente
catherine,Catarina
steel,aço
wipe,toalhete
burns,queimaduras
j,j
generation,geração
cabin,cabine
financial,financeiro
industry,indústria
bond,vínculo
sheep,ovelha
scientists,cientistas
beaten,espancado
heck,diabos
deck,convés
fans,fãs
script,argumento
brand,marca
degree,grau
painful,doloroso
coughing,tosse
religion,religião
cats,gatos
stephen,Estêvão
influence,influência
fuel,combustível
drawing,desenho
uh-oh,Ih， rapaz!
rabbit,coelho
exercise,exercício
attractive,atrativo
touching,tocando
virus,vírus
realise,perceber
torture,tortura
blessed,abençoado
plain,plano
rebecca,Rebeca
recent,recente
barbara,barbara
footsteps,passos
sacred,sagrado
removed,removido
pretending,fingindo
wasted,desperdiçado
jewish,judaico
