you,أنت
snow,ثلج
russian,الروسية
lake,بحيرة
bright,ساطع
roof,سَطح
ohh,أوهه
sending,إرسال
paint,طلاء
remind,يتذكر
pal,صديق
naked,عارٍ
post,بريد
sugar,سكر
heading,عنوان
streets,الشوارع
damage,ضرر
silence,الصمت
doors,أبواب
pete,بيت
ed,إد
success,نجاح
wet,مبتل
nah,لا
amount,كمية
members,أعضاء
kate,كيت
manage,يدير
safety,أمان
returned,تم الإرجاع
harder,أصعب
fbi,مكتب التحقيقات الفيدرالي
block,حاجز
showing,عرض
fancy,باهِظ
chef,الشيف
contract,عقد
dig,حفر
chest,صدر
goodbye,مع السلامة
drinks,مشروبات
dave,ديف
buried,مدفون
brian,برايان
trade,تجارة
journey,رحلة
stomach,معدة
changes,التغييرات
details,تفاصيل
thoughts,أفكار
divorce,الطلاق
funeral,جنازة
maria,ماريا
football,كرة القدم
reality,الواقع
theory,نظرية
gosh,يا إلهي
ruined,مدمر
gate,بوابة
william,ويليام
spread,الانتشار
outta,خارج
japanese,اليابانية
sudden,فجأة
coat,معطف
sooner,عاجلاً
cheese,الجبن
larry,لاري
spring,ربيع
page,صفحة
ears,آذان
simon,سيمون
castle,قلعة
hidden,مختفي
storm,عاصفة
cos,كوس
personally,شخصيا
artist,فنان
hill,تلة
exciting,مثير
permission,إذن
jerry,جيري
expensive,غالي
tickets,تذاكر
forest,غابة
barely,بالكاد
eggs,بيض
goin,ذاهب
regret,يندم
lesson,درس
lover,حبيبي
bread,خبز
andy,أندي
subject,موضوع
legal,قانوني
growing,النمو
ill,سوف
jason,جيسون
mood,مزاج
owner,مالك
caused,تسبب
beeping,صوت تنبيه
points,نقاط
dating,مواعدة
loss,خسارة
secretary,سكرتيرة
revenge,انتقام
santa,سانتا
likely,محتمل
rent,إيجار
connection,اتصال
assistant,مساعد
reasons,أسباب
yelling,الصراخ
painting,تلوين
trees,الأشجار
doctors,الأطباء
rush,يسرع
foreign,أجنبي
rough,خشن
murderer,قاتل
century,قرن
nights,ليالي
pair,زوج
runs,يركض
pocket,جيب
farm,مزرعة
matt,مات
bike,دراجة
obvious,بديهي
ate,أكل
grew,نما
professional,احترافي
tim,تيم
goodness,يا للهول
parts,أجزاء
alan,آلان
university,جامعة
square,مربع
grandfather,الجد
europe,أوروبا
genius,عبقري
cases,حالات
ruin,يخرب
winter,شتاء
tongue,لسان
memories,ذكريات
da,دا
buying,شراء
cancer,سرطان
clock,ساعة
ocean,محيط
dna,الحمض النووي
liar,كذاب
tour,رحلة
thief,لص
bleep,بيب
lisa,ليزا
rights,حقوق
including,مشتمل
competition,مسابقة
smith,سميث
planned,مخطط
emily,إميلي
boring,ممل
victims,الضحايا
mentioned,مذكور
bones,عظام
plant,نبات
bless,يبارك
warning,تحذير
knocking,طرق
re,يكرر
crash,يتحطم
bedroom,غرفة
lower,أدنى
silver,فضي
groaning,أنين
madame,سيدتي
defense,الدفاع
results,نتائج
toilet,مرحاض
event,حدث
complicated,معقد
shape,شكل
priest,كاهن
royal,ملكي
cheap,رخيص
romantic,رومانسي
downstairs,الطابق السفلي
invite,يدعو
fortune,حظ
tears,دموع
avoid,يتجنب
reached,وصل
higher,أعلى
familiar,مألوف
telephone,هاتف
burning,يحترق
filled,مملوء
kelly,كيلي
alice,أليس
airport,مطار
jobs,الوظائف
grown,نام
walter,والتر
rachel,راشيل
giant,عملاق
insurance,تأمين
woods,غابة
n,ن
scare,خوف
pleased,مسرور
period,فترة
political,سياسي
player,اللاعبون
stops,توقفات
secrets,أسرار
laura,لورا
repeat,يكرر
photos,صور
finds,النتائج
statement,إفادة
suck,مص
younger,أصغر سناً
china,الصين
humans,البشر
delicious,لذيذ
particular,خاص
proper,سليم
rome,روما
belongs,ينتمي
attacked,تعرض للهجوم
bath,حمام
hired,تم توظيفه
site,موقع
knowledge,معرفة
b,ب
led,قاد
guests,الضيوف
celebrate,احتفل
map,رسم خريطة
horn,بوق
eventually,مؤخراً
pity,شفقة
powers,قوى
ashamed,خجلان
assume,يفترض
glasses,نظارات
rise,يعلو
fixed,مُثَبَّت
request,طلب
officers,الضباط
pounds,رطل
data,بيانات
carefully,بعناية
per,لكل
depends,يعتمد على
jury,هيئة المحلفين
waited,انتظر
positive,إيجابي
attorney,محامي
direction,اتجاه
families,العائلات
‘clock,'ساعة
doin,القيام
forces,القوات
location,موقع
walls,الجدران
useless,عديم الفائدة
grant,منحة
saving,توفير
speaks,يتحدث
fought,قاتل
meal,وجبة
deliver,يسلم
answers,الإجابات
changing,التغيير
temple,معبد
scary,مخيف
millions,الملايين
offered,عرض
regular,عادي
carrying,حمل
official,رسمي
jacket,سترة
switch,يُحوّل
grave,خطير
chase,يطارد
role,دور
odd,غريب
sexy,جنسي
faces,وجوه
becomes,يصبح
closes,يغلق
badly,بشكل سيء
tall,طويل
confused,مشوش
affair,شأن
television,تلفزيون
shock,صدمة
raised,نشأ
panting,يلهث
pizza,بيتزا
image,صورة
clears,يزيل
golden,ذهبي
patients,مرضى
watched,شاهد
committed,ملتزم
sexual,جنسي
suffer,يعاني
arthur,آرثر
wherever,أينما
plate,طبق
appear,يظهر
chocolate,الشوكولاتة
clever,ماهر
hm,همم
mercy,رحمة
shots,لقطات
lucy,لوسي
dealing,التعامل
trap,فخ
charges,رسوم
phil,فيل
bang,انفجار
poison,سم
butt,مؤخرة
drove,قاد
yourselves,أنفسكم
headed,رأس
babies,الأطفال
yellow,أصفر
soup,حساء
mystery,أُحجِيَّة
picking,اختيار
sat,قعد
wound,جرح
traffic,مرور
courage,شجاعة
hunt,مطاردة
indian,هندي
rat,فأر
terms,شروط
italian,إيطالي
emma,إيما
checking,التحقق
disease,مرض
managed,إدارة
winner,الفائز
council,مجلس
appointment,ميعاد
monday,الاثنين
crack,كسر
threat,تهديد
jenny,جيني
physical,بدني
nation,أمة
source,مصدر
chose,تم الاختيار
healthy,صحيح
carl,كارل
victory,انتصار
rick,ريك
stood,وقف
kicked,ركل
annie,آني
disgusting,مقزز
palace,قصر
below,أقل
shopping,التسوق
neighborhood,حيّ
march,يمشي
lips,شفه
midnight,منتصف الليل
piss,شخ
advantage,ميزة
pure,نقي
india,الهند
aside,جانبا
jerk,هَزَّة
mail,بريد
dawn,فَجر
effect,تأثير
spell,يتهجى
freak,غريب الأطوار
wood,خشب
screwed,ثمل
enemies,الأعداء
gary,غاري
awake,مستيقظ
chuckling,يضحك
vacation,أجازة
violence,عنف
leo,برج الأسد
grandmother,جدة
modern,حديث
luke,لوقا
firm,حازم
prime,برايم
heh,هه
touched,تأثر
talent,موهبة
whore,عاهرة
piano,بيانو
license,رخصة
cooking,طبخ
honour,شرف
concern,هَم
moves,تحركات
available,متاح
factory,مصنع
gods,الآلهة
value,قيمة
central,وسط المدينة
union,الاتحاد
mirror,مرآة
studio,استوديو
media,وسائط
taxi,تاكسي
dies,يموت
iron,حديد
hearts,قلوب
desire,يرغب
rob,روب
claire,كلير
fred,فريد
songs,الأغاني
washington,واشنطن
monkey,قرد
pride,فخر
pills,حبوب
miracle,معجزة
swim,السباحة
burned,محترق
smells,روائح
joking,جوك
christian,مسيحي
bleeding,نزيف
hook,خطاف
beating,الضرب
protection,حماية
treatment,علاج
ear,أذن
carter,كارتر
metal,معدن
disappear,يختفي
grateful,شاكر
extremely,لأقصى حد
treasure,كنز
rescue,ينقذ
capable,قادر
passing,مرور
chatter,ثرثرة
result,نتيجة
suffering,معاناة
sisters,أخوات
laid,وضع
governor,محافظ
guards,حراس
louis,لويس
text,نص
literally,حرفياً
remove,يزيل
becoming,أصبح
performance,أداء
stronger,أقوى
rate,معدل
deeply,بعمق
scream,صرخة
desert,صحراء
vehicle,عربة
illegal,غير قانوني
pulling,سحب
throwing,رمي
josh,جوش
unbelievable,لا يصدق
ted,تيد
zero,صفر
dean,عميد
curious,فضولي
sean,شون
candy,حلوى
bone,عظم
tied,تعادل
edge,حافة
load,حمولة
susan,سوزان
ahh,آه
mountains,الجبال
boom,ازدهار
former,سابق
holiday,عطلة
riding,ركوب الخيل
scoffs,يسخر
hundreds,المئات
motherfucker,ابن العاهرة
sue,مقاضاة
bags,أكياس
stealing,سرقة
appears,يظهر
arrive,يصل
remains,بقايا
decent,مقبول
issues,مشاكل
tip,نصيحة
fail,يفشل
bride,زوجة
pissed,سكران
penny,بنس واحد
claim,مطالبة
friendship,صداقة
desperate,متحرّق إلى
flower,ورد
dramatic,درامي
refuse,رفض
solve,يحل
theme,سمة
loving,محبة
properly,على وجه صحيح
dragon,التنين
mostly,في الغالب
chuck,تشاك
directly,مباشرة
surface,سطح
false,خطأ شنيع
cast,يقذف
junior,مبتدئ
hunting,الصيد
silent,صامت
thou,أنت
egg,بيضة
germany,ألمانيا
punch,لكمات
africa,أفريقيا
woke,استيقظ
intelligence,ذكاء
borrow,يستعير
winning,فائز
falls,السقوط
popular,شائع
escaped,هرب
witch,ساحرة
convinced,مقتنع
warn,تحذير
announcer,مذيع
champagne,الشمبانيا
dust,تراب
kyle,كايل
someday,يوماً ما
fallen,سقط
stranger,غريب
presence,حضور
tear,يٌقطِّع
st.,شارع.
internet,إنترنت
monsieur,سيدي
therefore,لذلك
technology,تكنولوجيا
tires,إطارات
toast,خبز محمص
wise,حكيم
clark,كلارك
americans,الأمريكيون
notes,ملحوظات
smoking,تدخين
hank,هانك
ls,ls
april,أبريل
wolf,ذئب
precious,ثمين
rooms,غرف
coast,ساحل
treated,تم علاجه
material,مادة
released,مطلق سراحه
uniform,زي مُوحد
hated,مكروه
considered,يعتبر
rice,أرز
exchange,تبادل
steps,خطوات
blake,بليك
convince,يقنع
beast,وحش
cow,بقرة
files,ملفات
signs,اللافتات
drag,يجر
cab,سيارة أجرة
hung,معلق
carried,حمل
ordinary,عادي
successful,ناجح
eve,حواء
mistakes,أخطاء
houses,منازل
chattering,ثرثرة
brains,عقول
japan,اليابان
creature,مخلوق
fourth,رابعًا
separate,متفرق
cleaning,تنظيف
california,كاليفورنيا
lf,lf
ll,ll
shift,يحول
elizabeth,إليزابيث
chicago,شيكاغو
exact,بالضبط
karen,كارين
goal,هدف
expert,خبير
served,تم تقديمها
direct,مباشر
score,نتيجة
row,صف
marks,علامات
twenty,عشرون
receive,يستلم
series,مسلسل
section,قسم
pilot,طيار
jackson,جاكسون
darkness,ظلام
thy,خاصتك
sale,أُوكَازيُون
destiny,قدر
cure,دواء
spoken,تحدثت عن ذلك.
armed,مسلح
rare,نادر
helen,هيلين
grade,درجة
juice,عصير
wide,واسع
tower,برج
solution,حل
schedule,جدول
explosion,انفجار
wheel,عجلة
cigarette,سيجارة
julie,جولي
fruit,فاكهة
blew,انفجر
victor,المنتصر
talks,محادثات
sacrifice,تصحية
range,يتراوح
button,زر
reports,تقرير
prisoner,سجين
pie,فطيرة
effort,جهد
youth,شباب
pot,وعاء
eaten,تم تناوله
taylor,خياط
knees,الركبتين
garage,كراج
parking,موقف سيارات
ambulance,سيارة إسعاف
staring,التحديق
chances,فرص
circumstances,ظروف
sin,الخطيئة
gordon,غوردون
progress,تقدم
unusual,غير عادي
county,مقاطعة
stairs,سلالم
campaign,حملة
‘mon,مون
vision,رؤية
reporter,مراسل
equipment,معدات
moments,لحظات
joey,جوي
mass,كتلة
alien,كائن فضائي
trapped,مُحاصَر
helps,يساعد
route,طريق
defend,الدفاع
trace,يتعقب
nasty,مقرف
tests,اختبار
magazine,مجلة
rocks,الصخور
dump,أحمق
rude,غير مهذب
searching,البحث
clue,فكرة
connected,متصل
amen,آمين
pushed,دفع
merry,مرح
zone,منطقة
senior,كبير
closing,إغلاق
freeze,تجميد
emperor,الإمبراطور
incident,حادثة
snake,ثعبان
mexico,المكسيك
lily,زنبق
actor,ممثل
newspaper,صحيفة
sentence,جملة
greg,جريج
leading,القيادة
friendly,ودي
jones,جونز
chosen,اختيار
engaged,مرتبط
julia,جوليا
charming,أَخَّاذ
mustn,ماستن
anger,الغضب
spending,الإنفاق
learning,تعلُّم
spy,جاسوس
sharp,حاد
shadow,كوخ
warrant,مذكرة
elevator,مصعد
kingdom,المملكة
ricky,ريكي
jamie,جيمي
squad,فريق
shoulder,كتف
wave,موجة
amanda,أماندا
highness,صاحب السمو
kinds,أنواع
fishing,صيد الأسماك
sometime,في وقت ما
attitude,سلوك
sucks,سيء
negative,سلبي
screen,شاشة
workers,العمال
bored,ممل
cameras,كاميرات
similar,مشابه
understanding,فهم
beeps,يصدر صوت تنبيه
chain,سلسلة
bull,ثور
gasping,يلهث
fully,كلب
robin,روبن
collect,يجمع
gorgeous,خلاب
morgan,مورغان
passion,عاطفة
writer,الكاتب
empire,الإمبراطورية
international,دولي
curse,لعنة
hire,يؤجر
bastards,أوغاد
puts,يضع
leads,الرصاص
id,بطاقة تعريف
blows,ضربات
sons,الأبناء
estate,عقار
customers,عملاء
maggie,ماغي
gunshot,طلقة نارية
i—,أنا-
device,جهاز
troops,القوات
hug,حضن
design,تصميم
movement,حركة
thunder,رعد
object,هدف
loser,خاسر
pen,قلم
sobbing,يبكي
politics,سياسة
despite,بالرغم من
alcohol,الكحول
climb,تسلق
clients,العملاء
conference,مؤتمر
provide,يمد
marty,مارتي
seek,يطلب
witnesses,شهود
earn,يكسب
trash,نفاية
valley,وادي
fashion,موضة
howard,هوارد
episode,حلقة
prize,جائزة
previously,سابقًا
sports,الرياضة
wanting,يريد
debt,دَين
wishes,أطيب التمنيات
hitler,هتلر
wire,سلك
thee,أنت
circle,دائرة
approach,يقترب
stock,مخزون
facts,حقائق
remembered,تذكر
percent,شهادة
normally,عادة
tail,ذيل
joined,انضم
education,تعليم
bravo,برافو
library,مكتبة
rape,اغتصاب
wings,أجنحة
growling,هدير
thrown,رمي
tank,صهريج
exhales,يزفر
authority,سلطة
current,حاضِر
failure,فشل
nightmare,كابوس
hitting,ضرب
glory,مجد
knocked,طرق الباب
studying,دراسة
barry,باري
agency,وكالة
apple,تفاحة
border,حدود
rope,حبل
duck,بطة
reputation,سمعة
confidence,ثقة
yard,ساحة
beloved,حبيبي
lack,نقص
actual,فِعلي
skills,مهارات
films,فيلم
mental,عقلي
salt,ملح
flesh,لحم
anne,آن
secure,يؤمن
highly,عالياً
federal,فيدرالي
sand,رمل
emotional,عاطفي
setting,جلسة
nothin,لا شيء
senator,عضو مجلس الشيوخ
services,خدمات
robbery,سرقة
hates,يكره
fed,تم إطعام
reward,جائزة
theater,مسرح
johnson,جونسون
commit,يقترف
patrick,باتريك
entirely,تماما
extraordinary,نادِر
ships,السفن
opposite,عكس
parties,الحفلات
stands,مواقف السيارات
terry,تيري
chat,محادثة
events,الأحداث
mummy,مومياء
bay,خليج
slip,ينزلق
disappointed,خائب الأمل
settled,استقر
begins,يبدأ
andrew,أندرو
alert,يُحذًِر
detail,التفاصيل
pink,لون القرنفل
fellas,فلاس
accepted,مقبول
background,خلفية
garbage,قمامة
panic,ذعر
minds,العقول
belt,حزام
blowing,نفخ
hollywood,هوليوود
agreement,اتفاق
jackie,جاكي
pushing,دفع
ability,قدرة
tiger,نمر
whispering,همساً
culture,ثقافة
saint,قديس
jesse,جيسي
task,مهمة
